순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
2093,2017,십계: 구원의 길,알렉상드르 아반치니,(주)키다리이엔티,2017-04-13,브라질,97,104079500,15974,드라마,전체관람가,독립/예술영화
2094,2017,매직키드 보보,니잠 라작,(주)박수엔터테인먼트,2017-03-01,말레이시아,219,119693200,15968,애니메이션,전체관람가,독립/예술영화
2095,2017,배드 지니어스,나타우트 푼프리야,(주)팝엔터테인먼트,2017-11-02,태국,200,120082336,15319,스릴러,15세이상관람가,독립/예술영화
2096,2017,호비와 무지개 오아시스 대모험,히라바야시 이사무,(주)머스트씨무비릴리징컴퍼니,2017-09-07,일본,103,104470000,15101,애니메이션,전체관람가,일반영화
2097,2017,로즈,짐 쉐리단,(주)박수엔터테인먼트,2017-04-12,아일랜드,125,113253541,14955,멜로/로맨스,15세이상관람가,독립/예술영화
2098,2017,콜로설,나초 비갈론도,(주)드림팩트엔터테인먼트,2017-04-20,캐나다,305,114967100,14687,액션,12세이상관람가,독립/예술영화
2099,2017,개구리왕국 2,펭 페이,예지림엔터테인먼트,2017-03-23,중국,171,99741700,14236,애니메이션,전체관람가,독립/예술영화
2100,2017,토니 에드만,마렌 아데,그린나래미디어(주),2017-03-16,독일,64,109972800,13677,드라마,청소년관람불가,독립/예술영화
2101,2017,토마스와 친구들: 그레이트 레이스,데이비드 스토튼,와이드 릴리즈(주),2017-11-30,영국,249,98705400,13314,애니메이션,전체관람가,일반영화
2102,2017,"귀향, 끝나지 않은 이야기",조정래,커넥트픽쳐스(주),2017-09-14,한국,207,95769200,13193,드라마,15세이상관람가,독립/예술영화
2103,2017,퍼스널 쇼퍼,올리비에 아사야스,아이 엠,2017-02-09,프랑스,79,105300600,13113,드라마,15세이상관람가,독립/예술영화
2104,2017,런던 프라이드,매튜 워처스,(주)영화사 진진,2017-04-27,영국,37,100072200,13035,코미디,15세이상관람가,독립/예술영화
2105,2017,용순,신준,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,한국,126,95447200,12901,드라마,15세이상관람가,독립/예술영화
2106,2017,시인의 사랑,김양희,CGV아트하우스,2017-09-14,한국,119,97464900,12547,드라마,15세이상관람가,독립/예술영화
2107,2017,소나기,안재훈,(주)리틀빅픽쳐스,2017-08-31,한국,151,79438808,12403,애니메이션,전체관람가,독립/예술영화
2108,2017,쿵푸 요가,당계례,브릿지웍스 엔터테인먼트(주),2017-03-29,중국,108,91563500,12048,액션,12세이상관람가,독립/예술영화
2109,2017,스코어: 영화음악의 모든 것,맷 슈레이더,(주)라이크콘텐츠,2017-10-19,미국,34,95563500,12032,다큐멘터리,전체관람가,독립/예술영화
2110,2017,랜드 오브 마인,마틴 잔드블리엣,"(주)싸이더스,아이 엠",2017-04-06,덴마크,97,89516900,12026,드라마,15세이상관람가,독립/예술영화
2111,2017,내 친구 정일우,김동원,(주)시네마달,2017-10-26,한국,80,75659600,11887,다큐멘터리,전체관람가,독립/예술영화
2112,2017,돌아온다,허철,(주)더블앤조이픽쳐스,2017-12-07,한국,58,75830300,11844,드라마,12세이상관람가,독립/예술영화
2113,2017,"러브, 어게인",핼리 메이어스-샤이어,(주)이수C&E,2017-11-16,미국,177,89873800,11628,드라마,12세이상관람가,독립/예술영화
2114,2017,주키퍼스 와이프,니키 카로,(주)영화사 빅,2017-10-12,미국,100,88265946,11557,드라마,12세이상관람가,독립/예술영화
2115,2017,아뉴스 데이,앤 폰테인,찬란,2017-03-30,프랑스,40,81420100,11314,드라마,15세이상관람가,독립/예술영화
2116,2017,키즈모노가타리 III : 냉혈편,신보 아키유키,(주)박수엔터테인먼트,2017-05-18,일본,81,88623000,11302,애니메이션,15세이상관람가,일반영화
2117,2017,파워캐치 완다: 버그본의 지구 습격,하시모토 미츠오,"(주)에이원엔터테인먼트,(주)삼지애니메이션",2017-03-09,일본,178,86394400,10881,애니메이션,전체관람가,일반영화
2118,2017,이웃집 스타,김성욱,(주)스톰픽쳐스코리아,2017-09-21,한국,256,78213300,10854,코미디,12세이상관람가,일반영화
2119,2017,우리는 같은 꿈을 꾼다,일디코 엔예디,찬란,2017-11-30,헝가리,37,84208100,10773,드라마,청소년관람불가,독립/예술영화
2120,2017,극장판 빰바라빤쮸: 바나나 왕국의 비밀,벤피 네코,(주)스마일이엔티,2017-02-22,일본,140,76934800,10681,애니메이션,전체관람가,일반영화
2121,2017,직지코드,"우광훈,데이빗 레드먼",(주)엣나인필름,2017-06-28,한국,39,71169700,10639,다큐멘터리,전체관람가,독립/예술영화
2122,2017,아키라,오토모 가츠히로,"(주)삼지애니메이션,(주)에이원엔터테인먼트",2017-08-31,일본,71,86224200,10574,애니메이션,15세이상관람가,독립/예술영화
2123,2017,어 퍼펙트 데이,페르난도 레온 데 아라노아,(주)마노엔터테인먼트,2017-09-21,스페인,76,73150400,10488,드라마,15세이상관람가,독립/예술영화
2124,2017,세일즈맨,아쉬가르 파라디,찬란,2017-05-11,이란,55,79149300,10436,드라마,15세이상관람가,독립/예술영화
2125,2017,해피 버스데이,요시다 야스히로,(주)티캐스트,2017-09-28,일본,81,82839300,10408,드라마,전체관람가,독립/예술영화
2126,2017,빅토리아 & 압둘,스티븐 프리어스,유니버설픽쳐스인터내셔널 코리아(유),2017-10-25,미국,144,73487278,10366,드라마,12세이상관람가,독립/예술영화
2127,2017,네루다,파블로 라라인,(주)에스와이코마드,2017-05-25,칠레,37,79054700,10113,스릴러,청소년관람불가,독립/예술영화
2128,2017,오버 더 펜스,야마시타 노부히로,주식회사 씨네룩스,2017-03-16,일본,72,79884850,10103,드라마,15세이상관람가,독립/예술영화
2129,2017,눈발,조재민,(주)리틀빅픽쳐스,2017-03-01,한국,69,84806300,10039,드라마,15세이상관람가,독립/예술영화
2130,2017,정글북,타파스 차크라바르티,(주)팝엔터테인먼트,2017-05-18,인도,120,74842400,9891,애니메이션,전체관람가,독립/예술영화
2131,2017,내 이름은 꾸제트,클로드 바라스,(주)스마일이엔티,2017-03-09,프랑스,232,70448100,9644,애니메이션,전체관람가,독립/예술영화
2132,2017,말괄량이 마녀 로비와 숲 속 친구들,크리스티앙 릴테니우스,(주)팝엔터테인먼트,2017-11-09,스웨덴,153,69087500,9628,애니메이션,전체관람가,독립/예술영화
2133,2017,부니베어: 브램블의 신비한 모험,정량,예지림엔터테인먼트,2017-05-18,중국,170,63195500,9544,애니메이션,전체관람가,독립/예술영화
2134,2017,어폴로지,티파니 슝,(주)영화사 그램,2017-03-16,캐나다,55,62987700,9314,다큐멘터리,12세이상관람가,독립/예술영화
2135,2017,러빙,제프 니콜스,유니버설픽쳐스인터내셔널 코리아(유),2017-03-01,미국,149,69449100,9121,드라마,12세이상관람가,독립/예술영화
2136,2017,아주 긴 변명,니시카와 미와,(주)영화사 진진,2017-02-16,일본,49,67454200,8974,드라마,15세이상관람가,독립/예술영화
2137,2017,잇 컴스 앳 나잇,트레이 에드워드 슐츠,(주)팝엔터테인먼트,2017-10-19,미국,225,72114418,8942,미스터리,15세이상관람가,독립/예술영화
2138,2017,중독노래방,김상찬,(주)리틀빅픽쳐스,2017-06-15,한국,175,69566300,8916,미스터리,청소년관람불가,독립/예술영화
2139,2017,투 이즈 어 패밀리,위고 젤랭,글뫼 주식회사,2017-09-21,프랑스,128,67847500,8779,코미디,12세이상관람가,독립/예술영화
2140,2017,나의 엔젤,해리 클레븐,CGV아트하우스,2017-10-12,프랑스,91,65573000,8721,멜로/로맨스,청소년관람불가,독립/예술영화
2141,2017,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,제이슨 티에슨,(주)팝엔터테인먼트,2017-05-03,캐나다,102,66800000,8705,애니메이션,전체관람가,일반영화
2142,2017,마차 타고 고래고래,안재석,와이드 릴리즈(주),2017-05-18,한국,83,72203500,8697,드라마,15세이상관람가,독립/예술영화
2143,2017,블리드 포 디스,벤 영거,(주)리틀빅픽쳐스,2017-03-16,미국,167,68551300,8655,드라마,15세이상관람가,독립/예술영화
2144,2017,아메리칸 허니: 방황하는 별의 노래,안드레아 아놀드,(주)티캐스트,2017-07-13,영국,48,69274300,8647,드라마,청소년관람불가,독립/예술영화
2145,2017,용을 찾아서,호승충,(주)머스트씨무비릴리징컴퍼니,2017-02-22,중국,60,63201800,8638,애니메이션,전체관람가,독립/예술영화
2146,2017,내일의 안녕,훌리오 메뎀,"주식회사 더쿱,TCO(주)더콘텐츠온",2017-08-17,스페인,58,60703900,8481,드라마,15세이상관람가,독립/예술영화
2147,2017,노트르담 드 파리,정성복,(주)패뷸러스,2017-11-01,한국,36,107289500,8350,뮤지컬,전체관람가,일반영화
2148,2017,타임 투게더,마크 윌리엄스,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온,(주)레인메이커필름",2017-11-16,캐나다,134,57206900,8281,드라마,12세이상관람가,독립/예술영화
2149,2017,낮잠 공주 : 모르는 나의 이야기,카미야마 켄지,와이드 릴리즈(주),2017-08-24,일본,153,57713400,8145,애니메이션,전체관람가,독립/예술영화
2150,2017,무서운 꿈,조나단 홉킨스,(주)영화사선,2017-12-07,미국,120,61726700,7869,미스터리,15세이상관람가,독립/예술영화
2151,2017,올 아이즈 온 미,베니 붐,(주)영화사 그램,2017-08-24,미국,159,63365400,7836,드라마,15세이상관람가,독립/예술영화
2152,2017,나는 고양이로소이다,조은성,(주)리틀빅픽쳐스,2017-06-08,한국,41,62715200,7809,다큐멘터리,전체관람가,독립/예술영화
2153,2017,다이노소어 아일랜드,매트 드럼몬드,(주)더블앤조이픽쳐스,2017-07-19,호주,120,56946800,7728,어드벤처,전체관람가,일반영화
2154,2017,패트와 매트: 뚝딱뚝딱 대소동,마렉 베네슈,(주)팝엔터테인먼트,2017-03-16,체코,116,52792500,7383,애니메이션,전체관람가,독립/예술영화
2155,2017,위대한 임무,피터 스펜서,(재)CBS,2017-03-23,미국,59,53233800,7329,드라마,12세이상관람가,독립/예술영화
2156,2017,신 고질라,"안노 히데아키,히구치 신지",메가박스중앙(주)플러스엠,2017-03-08,일본,156,53050000,7098,SF,12세이상관람가,일반영화
2157,2017,고양이 케디,제다 토룬,찬란,2017-09-21,미국,32,55759600,7082,다큐멘터리,전체관람가,독립/예술영화
2158,2017,뉴니스,드레이크 도리머스,(주)영화사 진진,2017-11-09,미국,93,55870500,6989,멜로/로맨스,청소년관람불가,독립/예술영화
2159,2017,페니 핀처,프레드 카바예,주식회사 씨네룩스,2017-08-30,프랑스,71,48737508,6737,코미디,12세이상관람가,독립/예술영화
2160,2017,아들에게 가는 길,최낙권,"(주)에스와이코마드,글뫼 주식회사",2017-11-30,한국,46,44428500,6666,가족,전체관람가,독립/예술영화
2161,2017,좋아하게 되는 그 순간을 ~고백실행위원회~,야나기자와 테츠야,(주)디스테이션,2017-06-22,일본,63,48850000,6573,애니메이션,12세이상관람가,일반영화
2162,2017,"카페, 한 사람을 기다리다",강금림,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",2017-05-11,대만,107,52164000,6545,멜로/로맨스,15세이상관람가,독립/예술영화
2163,2017,베를린 신드롬,케이트 쇼트랜드,예지림엔터테인먼트,2017-07-06,호주,78,50803800,6529,스릴러,청소년관람불가,독립/예술영화
2164,2017,청춘 합창단 - 또 하나의 꿈,"이혁종,안정민",와이드 릴리즈(주),2017-06-15,한국,39,44711400,6489,다큐멘터리,전체관람가,일반영화
2165,2017,올드마린보이,진모영,CGV아트하우스,2017-11-02,한국,58,48080800,6329,다큐멘터리,전체관람가,독립/예술영화
2166,2017,"다시, 벚꽃",유해진,(주)영화사 진진,2017-04-06,한국,132,49614500,6199,다큐멘터리,12세이상관람가,독립/예술영화
2167,2017,초행,김대환,(주)인디플러그,2017-12-07,한국,47,46868500,6135,드라마,12세이상관람가,독립/예술영화
2168,2017,시크릿 레터,쥬세페 토르나토레,(주)디스테이션,2017-11-23,이탈리아,79,46532500,6056,드라마,12세이상관람가,독립/예술영화
2169,2017,마음이 외치고 싶어해,쿠마자와 나오토,(주)스마일이엔티,2017-12-07,일본,99,43060100,5849,드라마,12세이상관람가,독립/예술영화
2170,2017,아버지와 이토씨,타나다 유키,와이드 릴리즈(주),2017-04-20,일본,94,42095000,5631,드라마,12세이상관람가,독립/예술영화
2171,2017,미스 프레지던트,김재환,(주)인디플러그,2017-10-26,한국,76,37339500,5605,다큐멘터리,12세이상관람가,독립/예술영화
2172,2017,아티스트: 다시 태어나다,김경원,(주)콘텐츠판다,2017-03-09,한국,119,42058800,5579,드라마,15세이상관람가,독립/예술영화
2173,2017,그들이 진심으로 엮을 때,오기가미 나오코,(주)디스테이션,2017-11-16,일본,55,42120500,5436,가족,12세이상관람가,독립/예술영화
2174,2017,구세주: 리턴즈,송창용,(주)박수엔터테인먼트,2017-09-14,한국,124,39997000,5401,코미디,15세이상관람가,일반영화
2175,2017,커피 메이트,이현하,(주)스톰픽쳐스코리아,2017-03-01,한국,99,43287000,5361,멜로/로맨스,청소년관람불가,독립/예술영화
2176,2017,빛나는,가와세 나오미,그린나래미디어(주),2017-11-23,일본,53,40173200,5314,멜로/로맨스,12세이상관람가,독립/예술영화
2177,2017,두 개의 사랑,프랑수아 오종,(주)팝엔터테인먼트,2017-12-28,프랑스,49,42671300,5204,스릴러,청소년관람불가,독립/예술영화
2178,2017,빌로우 허,에이프릴 뮬렌,(주)디스테이션,2017-09-21,캐나다,65,41539900,5056,드라마,청소년관람불가,독립/예술영화
2179,2017,파란나비효과,박문칠,(주)인디플러그,2017-06-22,한국,41,34617100,4980,다큐멘터리,12세이상관람가,독립/예술영화
2180,2017,우리를 침범하는 것들,아담 스미스,그린나래미디어(주),2017-07-20,영국,56,36978100,4958,액션,15세이상관람가,독립/예술영화
2181,2017,쇠파리,안철호,(주)영화사 그램,2017-05-25,한국,56,36279100,4836,범죄,15세이상관람가,독립/예술영화
2182,2017,재꽃,박석영,딥 포커스,2017-07-06,한국,35,35089000,4762,드라마,12세이상관람가,독립/예술영화
2183,2017,스톡홀름의 마지막 연인,퍼닐라 어거스트,(주)엣나인필름,2017-12-21,스웨덴,47,36525400,4747,멜로/로맨스,15세이상관람가,독립/예술영화
