순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
23,2017,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,미국,1218,23452674686,2735719,액션,12세이상관람가,일반영화
24,2017,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,한국,1064,21361479492,2656694,범죄,15세이상관람가,일반영화
25,2017,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,미국,1739,21501959228,2614601,액션,12세이상관람가,일반영화
26,2017,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,한국,1091,20697532509,2571491,범죄,15세이상관람가,일반영화
27,2017,조작된 도시,박광현,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",,(주)씨제이이엔엠,2017-02-09,한국,1019,20119979587,2512572,범죄,15세이상관람가,일반영화
28,2017,보스 베이비,톰 맥그라스,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-05-03,미국,1116,18918869704,2450023,애니메이션,전체관람가,일반영화
29,2017,재심,김태윤,(주)이디오플랜,,"오퍼스픽쳐스(유),CGV아트하우스",2017-02-15,한국,935,19263100637,2420729,드라마,15세이상관람가,일반영화
30,2017,박열,이준익,(유)박열문화전문회사,,메가박스중앙(주)플러스엠,2017-06-28,한국,1176,18093543795,2359174,드라마,12세이상관람가,일반영화
31,2017,모아나,"론 클레멘츠,존 머스커",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,미국,953,18055062307,2310054,애니메이션,전체관람가,일반영화
32,2017,원더 우먼,팻티 젠킨스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-05-31,미국,1034,17468588886,2165401,액션,12세이상관람가,일반영화
33,2017,겟 아웃,조던 필,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-05-17,미국,945,17431570075,2138146,공포(호러),15세이상관람가,일반영화
34,2017,로건,제임스 맨골드,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2017-03-01,미국,954,17590962723,2070084,액션,청소년관람불가,일반영화
35,2017,혹성탈출: 종의 전쟁,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-08-15,미국,1017,16851234778,2050909,액션,12세이상관람가,일반영화
36,2017,1987,장준환,(주)우정필름,,(주)씨제이이엔엠,2017-12-27,한국,1299,15254004037,1942077,드라마,15세이상관람가,일반영화
37,2017,애나벨 : 인형의 주인,데이비드 F. 샌드버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-08-10,미국,1006,15526858738,1934192,공포(호러),15세이상관람가,일반영화
38,2017,노무현입니다,이창재,영화사 풀,,"CGV아트하우스,영화사 풀",2017-05-25,한국,775,14554935612,1854867,다큐멘터리,12세이상관람가,일반영화
39,2017,저스티스 리그,잭 스나이더,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-11-15,미국,1308,14629677795,1786383,액션,12세이상관람가,일반영화
40,2017,킬러의 보디가드,패트릭 휴즈,,(유)조이앤시네마,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2017-08-30,미국,482,14020395800,1721757,액션,15세이상관람가,일반영화
41,2017,콩: 스컬 아일랜드,조던 복트-로버츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-03-08,미국,984,13951644383,1685933,액션,12세이상관람가,일반영화
42,2017,23 아이덴티티,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,미국,952,13609456135,1675798,스릴러,15세이상관람가,일반영화
43,2017,임금님의 사건수첩,문현성,"(주)영화사람,(주)씨제이이엔엠,(주)더타워픽쳐스",,(주)씨제이이엔엠,2017-04-26,한국,1054,12648793723,1634403,코미디,12세이상관람가,일반영화
44,2017,부라더,장유정,"(주)홍필름,(주)수필름",,메가박스중앙(주)플러스엠,2017-11-02,한국,889,11590908298,1468301,코미디,12세이상관람가,일반영화
45,2017,기억의 밤,장항준,(주)비에이엔터테인먼트,,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,한국,751,10646654660,1386611,미스터리,15세이상관람가,일반영화
46,2017,해피 데스데이,크리스토퍼 랜던,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,미국,714,11003095402,1382480,공포(호러),15세이상관람가,일반영화
47,2017,브이아이피,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2017-08-23,한국,996,10956621835,1373316,범죄,청소년관람불가,일반영화
48,2017,특별시민,박인제,(주)팔레트픽처스,,(주)쇼박스,2017-04-26,한국,1154,10494768945,1362634,드라마,15세이상관람가,일반영화
49,2017,에이리언: 커버넌트,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-05-09,미국,841,10745826264,1307226,SF,15세이상관람가,일반영화
50,2017,장산범,허정,(주)드림캡쳐,,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,한국,711,10332117083,1305145,미스터리,15세이상관람가,일반영화
51,2017,악녀,정병길,(주)앞에있다,,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,한국,685,9730720144,1206917,액션,청소년관람불가,일반영화
52,2017,해빙,이수연,"위더스필름(주),(주)영화사불",,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,한국,915,9879737822,1201576,스릴러,15세이상관람가,일반영화
53,2017,하루,조선호,(주)라인필름,,CGV아트하우스,2017-06-15,한국,781,9068009842,1129018,스릴러,15세이상관람가,일반영화
54,2017,지오스톰,"딘 데블린,대니 캐넌",,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-10-19,미국,854,8480864614,1028384,액션,12세이상관람가,일반영화
55,2017,스타워즈: 라스트 제다이,라이언 존슨,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-12-14,미국,1107,8535886061,946547,액션,12세이상관람가,일반영화
56,2017,불한당: 나쁜 놈들의 세상,변성현,"(주)씨제이이엔엠,(주)바른손",,(주)씨제이이엔엠,2017-05-17,한국,860,7587004625,939535,범죄,청소년관람불가,일반영화
57,2017,그것,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-06,미국,837,7331422607,888386,공포(호러),15세이상관람가,일반영화
58,2017,오리엔트 특급 살인,케네스 브래너,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-29,미국,707,6636205163,863567,드라마,12세이상관람가,일반영화
59,2017,대립군,정윤철,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스",,이십세기폭스코리아(주),2017-05-31,한국,809,6276963402,837500,드라마,15세이상관람가,일반영화
60,2017,베이비 드라이버,에드가 라이트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-09-14,영국,778,6688509214,821419,액션,15세이상관람가,일반영화
61,2017,위대한 쇼맨,마이클 그레이시,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2017-12-20,미국,702,6657039200,814587,드라마,12세이상관람가,일반영화
62,2017,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2017-12-07,한국,803,5826048600,770801,애니메이션,전체관람가,일반영화
63,2017,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-25,미국,599,6422202365,765259,액션,청소년관람불가,일반영화
64,2017,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-03-29,미국,807,6285970884,764072,SF,15세이상관람가,일반영화
65,2017,트롤,"마이크 미첼,월트 도른",드림웍스 애니메이션,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-02-16,미국,622,5011161500,675966,애니메이션,전체관람가,일반영화
66,2017,패신저스,모튼 틸덤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,미국,608,5467466918,668576,어드벤처,12세이상관람가,일반영화
67,2017,아빠는 딸,김형협,영화사김치(주),,메가박스중앙(주)플러스엠,2017-04-12,한국,520,5047634395,646412,코미디,12세이상관람가,일반영화
68,2017,컨택트,드니 빌뇌브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-02,미국,605,5174020721,629322,SF,12세이상관람가,일반영화
69,2017,47 미터,요하네스 로버츠,,(주)무빙픽쳐스컴퍼니,(주)키다리이엔티,2017-07-19,영국,733,4686022657,590036,스릴러,15세이상관람가,일반영화
70,2017,메리와 마녀의 꽃,요네바야시 히로마사,,(주)씨제이이엔엠,CGV아트하우스,2017-12-07,일본,751,4062304239,535084,애니메이션,전체관람가,일반영화
71,2017,얼라이드,로버트 저메키스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-01-11,미국,546,4278041179,518886,스릴러,15세이상관람가,일반영화
72,2017,발레리안: 천 개 행성의 도시,뤽 베송,,판씨네마(주),판씨네마(주),2017-08-30,프랑스,629,4047756408,511931,액션,12세이상관람가,일반영화
73,2017,그레이트 월,장예모,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-15,미국,598,4352841358,501286,판타지,12세이상관람가,일반영화
74,2017,카3: 새로운 도전,브라이언 피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-07-13,미국,800,3599544501,487916,애니메이션,전체관람가,일반영화
75,2017,침묵,정지우,(주)용필름,,(주)씨제이이엔엠,2017-11-02,한국,634,3873542364,487897,드라마,15세이상관람가,일반영화
76,2017,트리플 엑스 리턴즈,D.J. 카루소,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-02-08,미국,590,3967335095,475309,액션,15세이상관람가,일반영화
77,2017,리얼,이사랑,(주)코브픽쳐스,,(주)씨제이이엔엠,2017-06-28,한국,970,3357312530,470105,액션,청소년관람불가,일반영화
78,2017,너의 췌장을 먹고 싶어,츠키카와 쇼,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),2017-10-25,일본,218,3703660800,465265,드라마,12세이상관람가,독립/예술영화
79,2017,라이프,다니엘 에스피노사,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-05,미국,647,3786712210,459421,SF,15세이상관람가,일반영화
80,2017,히든 피겨스,데오도르 멜피,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-03-23,미국,448,3576079033,448923,드라마,12세이상관람가,일반영화
81,2017,명탐정 코난:진홍의 연가,시즈노 코분,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-08-02,일본,582,3255598200,448381,애니메이션,12세이상관람가,일반영화
82,2017,반드시 잡는다,김홍선,"(주)에이디사공육,씨네주 유한회사",,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,한국,565,3324033772,446379,스릴러,15세이상관람가,일반영화
83,2017,원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),2017-03-29,한국,613,3310122433,433825,범죄,15세이상관람가,일반영화
84,2017,터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",㈜희원엔터테인먼트,,(주)키다리이엔티,2017-01-18,한국,570,3213263000,429569,애니메이션,전체관람가,독립/예술영화
85,2017,스머프: 비밀의 숲,캘리 애스버리,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-28,미국,607,3122661000,427764,애니메이션,전체관람가,일반영화
86,2017,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2017-12-21,일본,626,3117529700,415255,애니메이션,전체관람가,일반영화
87,2017,킹 아서: 제왕의 검,가이 리치,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-05-17,영국,588,3348220655,412843,판타지,12세이상관람가,일반영화
88,2017,넛잡 2,캘런 브런커,"(주)레드로버,툰박스 엔터테인먼트",,롯데쇼핑㈜롯데엔터테인먼트,2017-10-03,한국,526,3038945100,407727,애니메이션,전체관람가,일반영화
89,2017,아메리칸 메이드,더그 라이만,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-09-14,미국,691,3175539145,401541,범죄,15세이상관람가,일반영화
90,2017,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",,(주)퍼스트런,"(주)스튜디오디에이치엘,판씨네마(주)",2017-11-09,영국,272,3051639861,383517,애니메이션,15세이상관람가,독립/예술영화
91,2017,보통사람,김봉한,"(주)트리니티엔터테인먼트,(주)영화사장춘",,오퍼스픽쳐스(유),2017-03-23,한국,621,2956397623,383336,드라마,15세이상관람가,일반영화
92,2017,대장 김창수,이원태,"(주)비에이엔터테인먼트,(주)무비스퀘어",,"(주)키다리이엔티,주식회사 키위컴퍼니",2017-10-19,한국,748,2871905115,380581,드라마,12세이상관람가,일반영화
93,2017,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린,,(주)시네마리퍼블릭,(주)이수C&E,2017-01-04,러시아,526,2694247700,366442,애니메이션,전체관람가,독립/예술영화
94,2017,어쌔신 크리드,저스틴 커젤,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-01-11,미국,566,2899784921,355913,액션,15세이상관람가,일반영화
95,2017,플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2017-07-12,미국,249,2818791900,354601,드라마,12세이상관람가,일반영화
96,2017,석조저택 살인사건,"정식,김휘",주식회사 영화사다,,(주)키다리이엔티,2017-05-09,한국,539,2815742886,351830,스릴러,15세이상관람가,일반영화
97,2017,싱글라이더,이주영,(주)퍼펙트스톰필름,,워너브러더스 코리아(주),2017-02-22,한국,576,2685519021,351276,드라마,15세이상관람가,일반영화
98,2017,7호실,이용승,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,한국,629,2677284639,347790,코미디,15세이상관람가,일반영화
99,2017,몬스터 패밀리,호거 태프,,(주)우성엔터테인먼트,(주)키다리이엔티,2017-12-21,독일,617,2531182700,341614,애니메이션,전체관람가,일반영화
100,2017,내 사랑,에이슬링 월쉬,,오드,오드,2017-07-12,아일랜드,233,2434007625,333347,드라마,12세이상관람가,독립/예술영화
101,2017,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-07-20,일본,547,2417712700,333082,애니메이션,전체관람가,일반영화
102,2017,사랑하기 때문에,주지홍,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,한국,542,2538169440,324420,코미디,12세이상관람가,일반영화
103,2017,희생부활자,곽경택,"(주)영화사 신세계,(주)바른손이앤에이",,(주)쇼박스,2017-10-12,한국,781,2515479835,323628,미스터리,15세이상관람가,일반영화
104,2017,옥자,봉준호,"플랜 비 엔터테인먼트,(주)루이스 픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),2017-06-29,미국,111,2432883900,321550,어드벤처,12세이상관람가,일반영화
105,2017,블레이드 러너 2049,드니 빌뇌브,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-10-12,미국,664,2760845365,321018,SF,15세이상관람가,일반영화
106,2017,빅풋 주니어,"제레미 드그루손,벤 스타센",,"(주)퍼스트런,유니콘미디어(주)",(주)이수C&E,2017-08-09,벨기에,437,2245548900,318737,애니메이션,전체관람가,일반영화
107,2017,존 윅 - 리로드,채드 스타헬스키,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2017-02-22,미국,250,2205582600,276379,액션,청소년관람불가,일반영화
108,2017,목소리의 형태,야마다 나오코,,"(주)엔케이컨텐츠,(주)콘텐츠게이트",(주)디스테이션,2017-05-09,일본,466,2141765014,272877,애니메이션,전체관람가,일반영화
109,2017,공범자들,최승호,한국탐사저널리즘센터,,(주)엣나인필름,2017-08-17,한국,228,2017678800,258478,다큐멘터리,15세이상관람가,독립/예술영화
110,2017,미옥,이안규,(주)영화사 소중한,,(주)키다리이엔티,2017-11-09,한국,635,1897705564,238587,범죄,청소년관람불가,일반영화
111,2017,어느날,이윤기,(주)인벤트스톤,,"오퍼스픽쳐스(유),CGV아트하우스",2017-04-05,한국,532,1827370582,232016,멜로/로맨스,15세이상관람가,일반영화
112,2017,딥,줄리오 소토 거피드,,(주)영화사 빅,(주)이수C&E,2017-10-03,스페인,441,1746940500,226933,애니메이션,전체관람가,독립/예술영화
113,2017,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-09-27,일본,486,1581375300,215203,애니메이션,전체관람가,일반영화
114,2017,어쌔신: 더 비기닝,마이클 쿠에스타,,(주)우성엔터테인먼트,(주)이수C&E,2017-12-07,미국,528,1575027000,203045,액션,15세이상관람가,일반영화
115,2017,발레리나,"에릭 섬머,에릭 와린",,판씨네마(주),판씨네마(주),2017-02-09,프랑스,434,1509668400,201365,애니메이션,전체관람가,일반영화
116,2017,50가지 그림자: 심연,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-09,미국,435,1589180900,189620,드라마,청소년관람불가,일반영화
117,2017,핵소 고지,멜 깁슨,,판씨네마(주),판씨네마(주),2017-02-22,미국,442,1342081900,177601,드라마,15세이상관람가,일반영화
118,2017,문라이트,배리 젠킨스,,오드,CGV아트하우스,2017-02-22,미국,173,1403639195,177483,드라마,15세이상관람가,독립/예술영화
119,2017,채비,조영준,(주)26컴퍼니,,오퍼스픽쳐스(유),2017-11-09,한국,480,1249977864,175889,드라마,12세이상관람가,일반영화
120,2017,"나는 내일, 어제의 너와 만난다",미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,2017-10-12,일본,206,1343600900,175367,멜로/로맨스,12세이상관람가,독립/예술영화
121,2017,예수는 역사다,존 건,,(재)CBS,(재)CBS,2017-07-13,미국,217,1229743400,170796,드라마,전체관람가,독립/예술영화
122,2017,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-08-10,일본,351,1175560900,166252,애니메이션,전체관람가,일반영화
123,2017,더 큐어,고어 버빈스키,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-02-15,미국,419,1331883200,159948,미스터리,청소년관람불가,일반영화
124,2017,아토믹 블론드,데이빗 레이치,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-08-30,미국,471,1177725658,155368,액션,청소년관람불가,일반영화
125,2017,레고 닌자고 무비,찰리 빈,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-09-28,미국,459,1149394400,154966,애니메이션,전체관람가,일반영화
126,2017,비정규직 특수요원,김덕수,"(주)스톰픽쳐스코리아,컴퍼니에이이엔티(주)",,"(주)이수C&E,(주)스톰픽쳐스코리아",2017-03-16,한국,497,1150732700,149719,코미디,15세이상관람가,일반영화
127,2017,레고 배트맨 무비,크리스 맥케이,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-02-09,미국,427,1175424305,148760,애니메이션,전체관람가,일반영화
128,2017,극장판 또봇: 로봇군단의 습격,"이달,고동우",레트로봇 주식회사,,(주)씨제이이엔엠,2017-04-27,한국,231,1089135300,141592,애니메이션,전체관람가,일반영화
129,2017,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,닛타 노리오,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-09-07,일본,232,1055895200,137052,애니메이션,전체관람가,일반영화
130,2017,로마의 휴일,이덕희,(주)전망좋은 영화사,,메가박스중앙(주)플러스엠,2017-08-30,한국,436,993321176,134827,코미디,15세이상관람가,일반영화
131,2017,명탐정 코난: 에피소드 원-작아진 명탐정,야마모토 야스이치로,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-02-08,일본,215,999362100,128472,애니메이션,12세이상관람가,일반영화
132,2017,눈길,이나정,KBS,,"(주)엣나인필름,CGV아트하우스",2017-03-01,한국,495,947059100,126443,드라마,15세이상관람가,독립/예술영화
133,2017,저수지 게임,최진성,프로젝트 부,,(주)스마일이엔티,2017-09-07,한국,289,984605100,125402,다큐멘터리,15세이상관람가,독립/예술영화
134,2017,시간위의 집,임대웅,"리드미컬그린(주),자이온 이엔티(주),브릿지웍스 엔터테인먼트(주),라이브(주)",,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017-04-05,한국,454,987958600,124601,미스터리,15세이상관람가,일반영화
135,2017,마이펫 오지,알베르토 로드리게즈,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2017-02-16,스페인,393,911866950,124112,애니메이션,전체관람가,독립/예술영화
136,2017,"서서평, 천천히 평온하게","홍주연,홍현정",재단법인 온누리선교재단(CGNTV),,커넥트픽쳐스(주),2017-04-26,한국,234,875685400,123036,다큐멘터리,전체관람가,독립/예술영화
137,2017,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,타카하시 와타루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-01-25,일본,334,905611600,119197,애니메이션,전체관람가,일반영화
138,2017,킹 오브 프리즘 - 프라이드 더 히어로,히시다 마사카즈,,동우에이앤이(주),"동우에이앤이(주),(주)박수엔터테인먼트",2017-06-10,일본,92,981891500,119135,애니메이션,15세이상관람가,일반영화
139,2017,파리로 가는 길,엘레노어 코폴라,,(주)티캐스트,(주)티캐스트,2017-08-03,미국,79,931810300,118985,드라마,12세이상관람가,독립/예술영화
140,2017,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,,(주)애니플러스,(주)박수엔터테인먼트,2017-02-23,일본,124,897598000,117401,애니메이션,12세이상관람가,일반영화
141,2017,여교사,김태용,(주)외유내강,,필라멘트픽쳐스,2017-01-04,한국,393,947192460,116851,드라마,청소년관람불가,독립/예술영화
142,2017,직쏘,"피터 스피어이그,마이클 스피어리그",,㈜코리아스크린,㈜코리아스크린,2017-11-02,미국,175,966956500,110834,공포(호러),청소년관람불가,일반영화
143,2017,베이블레이드 버스트 갓 : 갓 발키리의 탄생,야마구치 켄타로,,(주)영실업,(주)씨제이이엔엠,2017-06-01,일본,198,823353500,108896,애니메이션,전체관람가,일반영화
144,2017,더 테이블,김종관,볼미디어(주),,(주)엣나인필름,2017-08-24,한국,272,830762100,103054,드라마,12세이상관람가,독립/예술영화
145,2017,루시드 드림,김준성,(주)로드픽쳐스,,(주)넥스트엔터테인먼트월드(NEW),2017-02-22,한국,461,759481000,102170,SF,15세이상관람가,일반영화
146,2017,딥워터 호라이즌,피터 버그,,(주)우성엔터테인먼트,메가박스중앙(주)플러스엠,2017-01-25,미국,433,775611543,100021,액션,12세이상관람가,일반영화
147,2017,라이언,가스 데이비스,,(주)우성엔터테인먼트,(주)이수C&E,2017-02-01,호주,205,736334100,98660,드라마,12세이상관람가,독립/예술영화
148,2017,김광석,이상호,(주)씨네포트,,(주)무빙픽쳐스컴퍼니,2017-08-30,한국,223,772483500,98231,다큐멘터리,15세이상관람가,독립/예술영화
149,2017,다크타워: 희망의 탑,니콜라이 아르셀,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-23,미국,497,761759275,97017,액션,15세이상관람가,일반영화
150,2017,슈퍼 빼꼼: 스파이 대작전,임아론,(합)알지애니메이션스튜디오,,메가박스중앙(주)플러스엠,2017-05-03,한국,358,691794900,97005,애니메이션,전체관람가,일반영화
151,2017,사일런스,마틴 스코세이지,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-02-28,미국,342,700818300,94750,드라마,15세이상관람가,독립/예술영화
152,2017,인비저블 게스트,오리올 파울로,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2017-09-21,스페인,232,758162200,94281,범죄,15세이상관람가,독립/예술영화
153,2017,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,일본,121,738618300,90643,애니메이션,12세이상관람가,독립/예술영화
154,2017,몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,스페인,349,686273900,87841,판타지,12세이상관람가,독립/예술영화
155,2017,지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,미국,90,656251800,83258,코미디,15세이상관람가,독립/예술영화
156,2017,파도가 지나간 자리,데릭 시엔프랜스,,그린나래미디어(주),CGV아트하우스,2017-03-08,미국,276,634595200,82177,드라마,15세이상관람가,독립/예술영화
157,2017,원더,스티븐 크보스키,,"CGV아트하우스,그린나래미디어(주)","CGV아트하우스,그린나래미디어(주)",2017-12-27,미국,183,632389700,81680,드라마,전체관람가,독립/예술영화
158,2017,꼬마참새 리차드: 아프리카 원정대,"토비 젠켈,레자 메마리",,(주)우성엔터테인먼트,(주)키다리이엔티,2017-06-15,독일,319,599076600,81136,애니메이션,전체관람가,독립/예술영화
159,2017,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,2017-08-15,독일,164,582071200,79446,애니메이션,전체관람가,독립/예술영화
160,2017,너와 100번째 사랑,츠키카와 쇼,,(주)엔케이컨텐츠,(주)디스테이션,2017-05-25,일본,140,620733200,78930,드라마,12세이상관람가,독립/예술영화
161,2017,오즈: 신기한 마법가루,블라디미르 토로프킨,,(주)스마일이엔티,(주)스마일이엔티,2017-07-20,러시아,343,565456600,78440,애니메이션,전체관람가,독립/예술영화
162,2017,오두막,스튜어트 하젤딘,,판씨네마(주),판씨네마(주),2017-04-20,미국,396,581005200,75657,드라마,12세이상관람가,독립/예술영화
163,2017,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2017-06-01,영국,167,478767000,73417,애니메이션,전체관람가,독립/예술영화
164,2017,파워레인져스: 더 비기닝,딘 이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2017-04-20,미국,479,570203561,72495,액션,12세이상관람가,일반영화
165,2017,더 서클,제임스 폰솔트,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-06-22,미국,169,578129700,71362,드라마,12세이상관람가,독립/예술영화
166,2017,패트리어트 데이,피터 버그,,"(주)비트윈에프앤아이,(주)미니엄쇼",(주)이수C&E,2017-04-06,미국,375,521471618,66074,드라마,15세이상관람가,일반영화
167,2017,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-11-09,일본,370,501257700,65895,액션,전체관람가,일반영화
