순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
168,2017,뷰티풀 투모로우,장재혁,(주)글러브엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2017-10-26,한국,47,552273700,63279,드라마,12세이상관람가,일반영화
169,2017,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,미국,135,441475500,62454,애니메이션,전체관람가,일반영화
170,2017,극장판 쿠로코의 농구 라스트 게임,타다 슌스케,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-27,일본,96,462290000,62393,애니메이션,12세이상관람가,일반영화
171,2017,더 크리스마스,티모시 렉카트,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-12-21,미국,158,461785500,62082,애니메이션,전체관람가,일반영화
172,2017,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2017-01-25,영국,145,404919500,60935,애니메이션,전체관람가,독립/예술영화
173,2017,나의 붉은고래,"양선,장춘",,(주)영화사 빅,(주)영화사 빅,2017-06-15,중국,390,438539500,57388,애니메이션,전체관람가,독립/예술영화
174,2017,밤의 해변에서 혼자,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2017-03-23,한국,133,438976092,56995,드라마,청소년관람불가,독립/예술영화
175,2017,래빗 스쿨,우테 폰 뮌쇼폴,,예지림엔터테인먼트,예지림엔터테인먼트,2017-11-23,독일,314,401768900,55784,애니메이션,전체관람가,독립/예술영화
176,2017,위시 어폰,존 R. 레오네티,,(주)우성엔터테인먼트,(주)이수C&E,2017-07-20,미국,279,434148000,55110,공포(호러),15세이상관람가,일반영화
177,2017,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라,,SMG 홀딩스,"(주)이수C&E,(주)에이원엔터테인먼트",2017-12-14,일본,207,424665700,54988,애니메이션,전체관람가,일반영화
178,2017,맨체스터 바이 더 씨,케네스 로너건,,(주)아이아스플러스,THE 픽쳐스,2017-02-15,미국,109,431623800,53779,드라마,15세이상관람가,독립/예술영화
179,2017,튤립 피버,저스틴 채드윅,,주식회사 더쿱,(주)팝엔터테인먼트,2017-12-14,영국,359,417768549,52144,드라마,청소년관람불가,독립/예술영화
180,2017,매혹당한 사람들,소피아 코폴라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-09-06,미국,395,393548500,51867,스릴러,15세이상관람가,독립/예술영화
181,2017,윈드 리버,테일러 쉐리던,,(주)유로커뮤니케이션,"(주)다자인소프트,(주)유로커뮤니케이션",2017-09-14,미국,330,391358700,50783,액션,15세이상관람가,독립/예술영화
182,2017,언더더씨,에반 트라멜,,(주)히스토리필름,(주)팝엔터테인먼트,2017-06-22,미국,163,382413600,49958,애니메이션,전체관람가,일반영화
183,2017,미스 슬로운,존 매든,,(주)메인타이틀픽쳐스,(주)메인타이틀픽쳐스,2017-03-29,미국,104,381394300,48051,드라마,15세이상관람가,독립/예술영화
184,2017,매기스 플랜,레베카 밀러,,오드,오드,2017-01-25,미국,94,382361800,47668,코미디,15세이상관람가,독립/예술영화
185,2017,잃어버린 도시 Z,제임스 그레이,,(주)메인타이틀픽쳐스,(주)영화사 빅,2017-09-21,미국,398,362053440,47088,액션,12세이상관람가,독립/예술영화
186,2017,"그래, 가족",마대윤,"(주)청우필름,(주)26컴퍼니,(주)데이드림",,월트디즈니컴퍼니코리아 유한책임회사,2017-02-15,한국,361,350293300,46623,코미디,12세이상관람가,일반영화
187,2017,마더!,대런 아로노프스키,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-10-19,미국,398,366642382,46469,드라마,청소년관람불가,일반영화
188,2017,심야식당 2,마츠오카 조지,,(주)엔케이컨텐츠,(주)디스테이션,2017-06-08,일본,235,364773900,46468,드라마,12세이상관람가,독립/예술영화
189,2017,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-04-13,미국,149,317454000,45484,애니메이션,전체관람가,일반영화
190,2017,내가 죽기 전에 가장 듣고 싶은 말,마크 펠링톤,,(주)메인타이틀픽쳐스,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니",2017-07-19,미국,154,328678600,44839,코미디,12세이상관람가,독립/예술영화
191,2017,댄서,스티븐 캔터,,(주)엣나인필름,(주)엣나인필름,2017-04-13,영국,43,361971049,44750,다큐멘터리,15세이상관람가,독립/예술영화
192,2017,하이큐!! 재능과 센스,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)이수C&E,2017-11-15,일본,105,308774500,42972,애니메이션,12세이상관람가,일반영화
193,2017,꼬마돼지 베이브의 대모험,테레사 스트로젝,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-06-15,독일,312,293359100,42879,애니메이션,전체관람가,독립/예술영화
194,2017,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,스도 토모노리,,(주)애니플러스,(주)박수엔터테인먼트,2017-11-16,일본,172,338294000,42413,애니메이션,15세이상관람가,독립/예술영화
195,2017,레이디버그,장성,(주)삼지애니메이션,,(주)삼지애니메이션,2017-02-22,한국,172,310291500,41041,애니메이션,전체관람가,일반영화
196,2017,예감은 틀리지 않는다,리테쉬 바트라,,미디어소프트,CGV아트하우스,2017-08-10,영국,85,317605400,40750,드라마,15세이상관람가,독립/예술영화
197,2017,이모티: 더 무비,토니 레온디스,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-08-02,미국,134,288871700,40221,애니메이션,전체관람가,일반영화
198,2017,산상수훈,유영의,(주)그란,,"이언픽쳐스,(주)그란",2017-12-07,한국,71,279317000,39044,드라마,전체관람가,독립/예술영화
199,2017,흑집사 -북 오브 더 아틀란틱-,아베 노리유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-04-13,일본,94,285103000,37954,애니메이션,15세이상관람가,일반영화
200,2017,다시 태어나도 우리,"문창용,전진","소나무필름,(주)프로섬",,(주)엣나인필름,2017-09-27,한국,118,290187943,37248,다큐멘터리,전체관람가,독립/예술영화
201,2017,스노든,올리버 스톤,,주식회사 더쿱,(주)리틀빅픽쳐스,2017-02-09,프랑스,278,295958562,36485,스릴러,15세이상관람가,독립/예술영화
202,2017,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토,,동우에이앤이(주),(주)박수엔터테인먼트,2017-12-28,일본,191,279848900,36450,애니메이션,전체관람가,일반영화
203,2017,다크 하우스,대런 린 보우즈만,,(주)스톰픽쳐스코리아,"(주)스톰픽쳐스코리아,(주)디스테이션",2017-06-22,미국,278,295604100,36350,공포(호러),청소년관람불가,독립/예술영화
204,2017,반지의 제왕 : 반지원정대 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-11,뉴질랜드,74,470027900,35758,판타지,12세이상관람가,일반영화
205,2017,잠깐만 회사 좀 관두고 올게,나루시마 이즈루,,미디어소프트,(주)이수C&E,2017-10-19,일본,271,279455400,35429,드라마,12세이상관람가,독립/예술영화
206,2017,우리의 20세기,마이크 밀스,,그린나래미디어(주),그린나래미디어(주),2017-09-27,미국,98,287148600,35296,드라마,15세이상관람가,독립/예술영화
207,2017,엘르,폴 버호벤,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-15,프랑스,56,276952100,35122,드라마,청소년관람불가,독립/예술영화
208,2017,키코리키: 황금모자의 비밀,데니스 체르노프,,(주)영화사 빅,(주)영화사 빅,2017-01-25,러시아,211,248074100,35111,애니메이션,전체관람가,독립/예술영화
209,2017,피터와 모글리의 크리스마스 어드벤처,타파스 차크라바르티,,그린나래미디어(주),(주)팝엔터테인먼트,2017-11-23,인도,250,241351800,34899,애니메이션,전체관람가,독립/예술영화
210,2017,녹터널 애니멀스,톰 포드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-11,미국,219,284555179,34616,드라마,청소년관람불가,독립/예술영화
211,2017,파운더,존 리 행콕,,(주)크리픽쳐스,CGV아트하우스,2017-04-20,미국,288,274920900,34517,드라마,15세이상관람가,독립/예술영화
212,2017,더 플랜,최진성,프로젝트 부,,(주)엣나인필름,2017-04-20,한국,156,263526895,34225,다큐멘터리,15세이상관람가,독립/예술영화
213,2017,7번째 내가 죽던 날,라이 루소 영,,(주)우성엔터테인먼트,(주)키다리이엔티,2017-05-31,미국,230,259877400,34184,드라마,15세이상관람가,독립/예술영화
214,2017,어메이징 메리,마크 웹,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-10-04,미국,61,272826500,33901,드라마,12세이상관람가,독립/예술영화
215,2017,극장판 위 베어 베어스: 곰 브라더스,매니 에르난데스,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-08-24,미국,307,230410600,32021,애니메이션,전체관람가,일반영화
216,2017,나는 부정한다,믹 잭슨,,(주)티캐스트,(주)티캐스트,2017-04-26,영국,104,250925125,31172,드라마,12세이상관람가,독립/예술영화
217,2017,단지 세상의 끝,자비에 돌란,,(주)엣나인필름,(주)엣나인필름,2017-01-18,캐나다,124,242177173,30793,드라마,15세이상관람가,독립/예술영화
218,2017,"좋아해, 너를",이마이즈미 리키야,,(주)디오시네마,(주)디오시네마,2017-09-14,일본,101,265102800,30714,드라마,12세이상관람가,독립/예술영화
219,2017,반지의 제왕 : 왕의 귀환 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-25,뉴질랜드,56,370268000,30349,판타지,12세이상관람가,일반영화
220,2017,"나의 사랑, 그리스",크리스토퍼 파파칼리아티스,,모비딕엔터테인먼트(주),(주)팝엔터테인먼트,2017-04-20,그리스,123,241875000,30181,드라마,15세이상관람가,독립/예술영화
221,2017,루터,에릭 틸,,가나미디어,THE 픽쳐스,2017-10-18,독일,94,205324300,29685,드라마,12세이상관람가,독립/예술영화
222,2017,너브,"헨리 유스트,아리엘 슐만",,(주)누보필림,(주)박수엔터테인먼트,2017-01-11,미국,151,239275800,29441,어드벤처,15세이상관람가,일반영화
223,2017,세 번째 살인,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2017-12-14,일본,119,240395200,29361,스릴러,15세이상관람가,독립/예술영화
224,2017,역모-반란의 시대,김홍선,"Picsso,(주)원픽쳐스",,(주)스톰픽쳐스코리아,2017-11-23,한국,355,212967300,29294,사극,15세이상관람가,일반영화
225,2017,패터슨,짐 자무쉬,,그린나래미디어(주),그린나래미디어(주),2017-12-21,프랑스,62,237836300,29277,드라마,12세이상관람가,독립/예술영화
226,2017,리빙보이 인 뉴욕,마크 웹,,주식회사 더쿱,주식회사 더쿱,2017-11-09,미국,158,239323800,29217,멜로/로맨스,15세이상관람가,독립/예술영화
227,2017,데스노트: 더 뉴 월드,사토 신스케,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-29,일본,309,220886363,28723,범죄,15세이상관람가,일반영화
228,2017,분노,이상일,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-03-30,일본,99,230315537,28567,스릴러,청소년관람불가,독립/예술영화
229,2017,극장판 암살교실 : 365일의 시간,키시 세이지,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2017-03-23,일본,98,210398500,28364,애니메이션,12세이상관람가,일반영화
230,2017,마리안느와 마가렛,윤세영,(주)기린제작사,,(주)팝엔터테인먼트,2017-04-20,한국,64,195549400,28016,다큐멘터리,전체관람가,독립/예술영화
231,2017,키드냅,루이스 프리에토,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2017-11-22,미국,167,214871800,27854,액션,15세이상관람가,독립/예술영화
232,2017,스페이스 비트윈 어스,피터 첼섬,,(주)메인타이틀픽쳐스,(주)키다리이엔티,2017-03-16,미국,370,213149361,27847,어드벤처,12세이상관람가,독립/예술영화
233,2017,걸 온 더 트레인,테이트 테일러,,(주)씨제이이엔엠,(주)씨제이이엔엠,2017-03-09,미국,331,215124500,27840,드라마,청소년관람불가,일반영화
234,2017,반지의 제왕 : 두개의 탑 (확장판),피터 잭슨,,(주)영화사오원,(주)디스테이션,2017-01-18,뉴질랜드,58,350183800,27440,판타지,12세이상관람가,일반영화
235,2017,로스트 인 파리,"도미니크 아벨,피오나 고든",,그린나래미디어(주),그린나래미디어(주),2017-05-18,프랑스,85,215575038,27203,멜로/로맨스,12세이상관람가,독립/예술영화
236,2017,지니어스,마이클 그랜다지,,(주)영화사오원,(주)라이크콘텐츠,2017-04-13,영국,172,209372437,27167,드라마,12세이상관람가,독립/예술영화
237,2017,재키,파블로 라라인,,그린나래미디어(주),그린나래미디어(주),2017-01-25,칠레,97,209835243,26758,드라마,15세이상관람가,독립/예술영화
238,2017,몬스터 섬의 비밀,레오폴도 아귈라,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2017-09-07,멕시코,150,184568800,26739,애니메이션,전체관람가,독립/예술영화
239,2017,아기돼지 3형제와 매직램프,유위,,(주)히스토리필름,(주)팝엔터테인먼트,2017-03-23,중국,135,208444600,26670,애니메이션,전체관람가,일반영화
240,2017,배저로와 친구들: 신비한 모험,"라스무스 A. 실버르센,룬 스파안스",,(주)나우콘텐츠,와이드 릴리즈(주),2017-10-26,노르웨이,293,177884400,26185,애니메이션,전체관람가,독립/예술영화
241,2017,부니베어: 로거빅 컴백홈 프로젝트,정량,,예지림엔터테인먼트,예지림엔터테인먼트,2017-06-29,중국,277,177914300,25903,애니메이션,전체관람가,독립/예술영화
242,2017,골드,스티븐 개건,,(유)조이앤시네마,CGV아트하우스,2017-03-22,미국,200,195197900,25595,드라마,15세이상관람가,독립/예술영화
243,2017,매직울프,"안드레이 갈랏,막심 볼코브",,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-10-03,러시아,168,199069400,25556,애니메이션,전체관람가,독립/예술영화
244,2017,사다코 대 카야코,시라이시 코지,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,일본,131,201673000,25531,공포(호러),15세이상관람가,일반영화
245,2017,슈퍼 버드,"리카르도 아나이즈,마이크 컨켈,라울 가르시아",,(주)영화사 안다미로,와이드 릴리즈(주),2017-04-06,멕시코,288,173938100,24799,애니메이션,전체관람가,독립/예술영화
246,2017,메소드,방은진,모베터필름 주식회사,,(주)엣나인필름,2017-11-02,한국,244,199691300,24499,드라마,15세이상관람가,독립/예술영화
247,2017,"내 어깨 위 고양이, 밥",로저 스포티스우드,,(주)누리픽쳐스,(주)누리픽쳐스,2017-01-04,영국,112,193578000,24466,드라마,12세이상관람가,독립/예술영화
248,2017,슈퍼오리 : 태양을 지켜라,빅터 라키소프,,(주)시네마천국,와이드 릴리즈(주),2017-08-31,러시아,257,170800400,24319,애니메이션,전체관람가,독립/예술영화
249,2017,꿈의 제인,조현훈,영화사 서울집,,"(주)엣나인필름,CGV아트하우스",2017-05-31,한국,86,198890200,24272,드라마,청소년관람불가,독립/예술영화
250,2017,언노운 걸,"뤽 다르덴,장 피에르 다르덴",,오드,오드,2017-05-03,벨기에,67,190909700,23827,드라마,12세이상관람가,독립/예술영화
251,2017,제인 도,안드레 외브레달,,오퍼스픽쳐스(유),오퍼스픽쳐스(유),2017-08-23,영국,110,183431765,23467,공포(호러),청소년관람불가,독립/예술영화
252,2017,언프렌드,시몬 베호벤,,(주)크리픽쳐스,(주)크리픽쳐스,2017-02-09,독일,179,185898900,23450,스릴러,15세이상관람가,일반영화
253,2017,토마스와 친구들: 수수께끼 해적선과 보물찾기,데이비드 스토튼,,KBS 미디어,KBS 미디어,2017-06-29,영국,145,155824700,23395,애니메이션,전체관람가,독립/예술영화
254,2017,아우토반,에란 크리비,,(주)도키엔터테인먼트,와이드 릴리즈(주),2017-03-22,영국,153,183393500,23306,액션,15세이상관람가,독립/예술영화
255,2017,유리정원,신수원,준필름,,(주)리틀빅픽쳐스,2017-10-25,한국,332,160437700,22752,미스터리,12세이상관람가,독립/예술영화
256,2017,레이디 맥베스,윌리엄 올드로이드,,주식회사 씨네룩스,주식회사 씨네룩스,2017-08-03,영국,53,174436800,22613,드라마,청소년관람불가,독립/예술영화
257,2017,송 투 송,테렌스 맬릭,,(주)퍼스트런,CGV아트하우스,2017-07-26,미국,97,171942900,22453,드라마,청소년관람불가,독립/예술영화
258,2017,파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,한국,246,153909000,22110,애니메이션,전체관람가,일반영화
259,2017,행복 목욕탕,나카노 료타,,(주)엔케이컨텐츠,(주)디스테이션,2017-03-23,일본,103,168599600,21797,가족,12세이상관람가,독립/예술영화
260,2017,내게 남은 사랑을,진광교,"(주)와호엔터테인먼트,(재)CBS",,(주)무빙픽쳐스컴퍼니,2017-11-02,한국,156,133470600,21347,드라마,12세이상관람가,독립/예술영화
261,2017,스테이션 7,클림 시펜코,,(주)영화사 진진,(주)영화사 진진,2017-12-07,러시아,239,157001100,21071,액션,12세이상관람가,독립/예술영화
262,2017,"안녕, 나의 소울메이트",증국상,,(주)봄비,(주)나이너스엔터테인먼트,2017-12-07,홍콩,165,162767500,20882,드라마,15세이상관람가,독립/예술영화
263,2017,프란츠,프랑수아 오종,,찬란,찬란,2017-07-20,프랑스,47,149038100,20437,멜로/로맨스,12세이상관람가,독립/예술영화
264,2017,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-04-13,미국,125,163679600,19986,애니메이션,전체관람가,일반영화
265,2017,빌리 진 킹: 세기의 대결,"발레리 페리스,조나단 데이턴",,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-16,미국,135,157774000,19832,코미디,15세이상관람가,일반영화
266,2017,부니베어: 나무 도둑의 습격,정량,,예지림엔터테인먼트,예지림엔터테인먼트,2017-09-14,중국,245,129228400,19267,애니메이션,전체관람가,독립/예술영화
267,2017,슬립리스: 크리미널 나이트,바란 보 오다르,,(주)미디어로그,(주)미디어로그,2017-03-08,미국,158,146025800,18740,액션,15세이상관람가,일반영화
268,2017,그 후,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2017-07-06,한국,168,140655508,18440,드라마,청소년관람불가,독립/예술영화
269,2017,아이 앰 히스 레저,"아드리안 부이텐후이스,데릭 머레이",,오드,오드,2017-10-19,캐나다,139,149648439,18367,다큐멘터리,12세이상관람가,독립/예술영화
270,2017,신서유기 : 몽키킹의 부활,텐 샤오펑,,(주)티앤엘엔터테인먼트,예지림엔터테인먼트,2017-11-02,중국,212,129357400,18247,액션,전체관람가,독립/예술영화
271,2017,은혼,후쿠다 유이치,,(주)미디어캐슬,(주)라이크콘텐츠,2017-12-07,일본,137,147645500,18172,액션,12세이상관람가,일반영화
272,2017,인카네이트,브래드 페이튼,,판씨네마(주),판씨네마(주),2017-05-25,미국,229,142090200,18028,스릴러,15세이상관람가,일반영화
273,2017,오즈의 마법사 2,알버토 마르,,㈜코리아스크린,㈜코리아스크린,2017-05-03,멕시코,142,138541700,17956,애니메이션,전체관람가,독립/예술영화
274,2017,"괜찮아요, 미스터 브래드",마이크 화이트,,(주)누리픽쳐스,"(주)영화사 진진,(주)누리픽쳐스",2017-09-21,미국,135,134945900,17691,드라마,12세이상관람가,독립/예술영화
275,2017,뚜르: 내 생애 최고의 49일,"임정하,전일우,박형준,김양래","미디어길,(주)영화사 북극곰",,(주)리틀빅픽쳐스,2017-02-01,한국,227,126186700,17449,다큐멘터리,12세이상관람가,독립/예술영화
276,2017,길,정인봉,(주)블루블랙,,(주)더블앤조이픽쳐스,2017-05-11,한국,54,75398600,17014,드라마,12세이상관람가,독립/예술영화
277,2017,여배우는 오늘도,문소리,(주)영화사 연두,,(주)메타플레이,2017-09-14,한국,46,137010300,16646,드라마,15세이상관람가,독립/예술영화
278,2017,7년-그들이 없는 언론,김진혁,한국탐사저널리즘센터,,(주)인디플러그,2017-01-12,한국,105,129175200,16577,다큐멘터리,12세이상관람가,독립/예술영화
279,2017,빅 배드 폭스,벤자민 레너,,(주)스마일이엔티,(주)스마일이엔티,2017-11-30,프랑스,219,120614100,16340,애니메이션,전체관람가,독립/예술영화
280,2017,링스,하비에르 구티에레즈,,(주)다자인소프트,(주)다자인소프트,2017-04-06,미국,123,135470800,16199,공포(호러),15세이상관람가,일반영화
281,2017,스파이 게임,마이클 앱티드,,와이즈앤와이드엔터테인먼트(주),메가박스중앙(주)플러스엠,2017-09-14,영국,203,122840172,15986,액션,15세이상관람가,일반영화
282,2017,십계: 구원의 길,알렉상드르 아반치니,,(주)키다리이엔티,(주)키다리이엔티,2017-04-13,브라질,97,104079500,15974,드라마,전체관람가,독립/예술영화
283,2017,매직키드 보보,니잠 라작,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-03-01,말레이시아,219,119693200,15968,애니메이션,전체관람가,독립/예술영화
284,2017,배드 지니어스,나타우트 푼프리야,,주식회사 더쿱,(주)팝엔터테인먼트,2017-11-02,태국,200,120082336,15319,스릴러,15세이상관람가,독립/예술영화
285,2017,호비와 무지개 오아시스 대모험,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2017-09-07,일본,103,104470000,15101,애니메이션,전체관람가,일반영화
286,2017,로즈,짐 쉐리단,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-04-12,아일랜드,125,113253541,14955,멜로/로맨스,15세이상관람가,독립/예술영화
287,2017,콜로설,나초 비갈론도,,"(주)아이아스플러스,주식회사 풍경소리",(주)드림팩트엔터테인먼트,2017-04-20,캐나다,305,114967100,14687,액션,12세이상관람가,독립/예술영화
288,2017,개구리왕국 2,펭 페이,,예지림엔터테인먼트,예지림엔터테인먼트,2017-03-23,중국,171,99741700,14236,애니메이션,전체관람가,독립/예술영화
289,2017,토니 에드만,마렌 아데,,그린나래미디어(주),그린나래미디어(주),2017-03-16,독일,64,109972800,13677,드라마,청소년관람불가,독립/예술영화
290,2017,토마스와 친구들: 그레이트 레이스,데이비드 스토튼,,KBS 미디어,와이드 릴리즈(주),2017-11-30,영국,249,98705400,13314,애니메이션,전체관람가,일반영화
291,2017,"귀향, 끝나지 않은 이야기",조정래,주식회사 제이오엔터테인먼트코리아,,커넥트픽쳐스(주),2017-09-14,한국,207,95769200,13193,드라마,15세이상관람가,독립/예술영화
292,2017,퍼스널 쇼퍼,올리비에 아사야스,,찬란,아이 엠,2017-02-09,프랑스,79,105300600,13113,드라마,15세이상관람가,독립/예술영화
293,2017,런던 프라이드,매튜 워처스,,(주)영화사 진진,(주)영화사 진진,2017-04-27,영국,37,100072200,13035,코미디,15세이상관람가,독립/예술영화
294,2017,용순,신준,(주)아토,,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,한국,126,95447200,12901,드라마,15세이상관람가,독립/예술영화
295,2017,시인의 사랑,김양희,"(주)영화사진,(주)미인픽쳐스",,CGV아트하우스,2017-09-14,한국,119,97464900,12547,드라마,15세이상관람가,독립/예술영화
296,2017,소나기,안재훈,"(주)연필로명상하기,한국교육방송공사 EBS",,(주)리틀빅픽쳐스,2017-08-31,한국,151,79438808,12403,애니메이션,전체관람가,독립/예술영화
297,2017,쿵푸 요가,당계례,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2017-03-29,중국,108,91563500,12048,액션,12세이상관람가,독립/예술영화
298,2017,스코어: 영화음악의 모든 것,맷 슈레이더,,"(주)라이크콘텐츠,영화사청춘 주식회사",(주)라이크콘텐츠,2017-10-19,미국,34,95563500,12032,다큐멘터리,전체관람가,독립/예술영화
299,2017,랜드 오브 마인,마틴 잔드블리엣,,(주)싸이더스,"(주)싸이더스,아이 엠",2017-04-06,덴마크,97,89516900,12026,드라마,15세이상관람가,독립/예술영화
300,2017,내 친구 정일우,김동원,푸른영상,,(주)시네마달,2017-10-26,한국,80,75659600,11887,다큐멘터리,전체관람가,독립/예술영화
301,2017,돌아온다,허철,(주)꿈길제작소,,(주)더블앤조이픽쳐스,2017-12-07,한국,58,75830300,11844,드라마,12세이상관람가,독립/예술영화
302,2017,"러브, 어게인",핼리 메이어스-샤이어,,(주)이수C&E,(주)이수C&E,2017-11-16,미국,177,89873800,11628,드라마,12세이상관람가,독립/예술영화
303,2017,주키퍼스 와이프,니키 카로,,(주)메인타이틀픽쳐스,(주)영화사 빅,2017-10-12,미국,100,88265946,11557,드라마,12세이상관람가,독립/예술영화
304,2017,아뉴스 데이,앤 폰테인,,씨네블루밍,찬란,2017-03-30,프랑스,40,81420100,11314,드라마,15세이상관람가,독립/예술영화
305,2017,키즈모노가타리 III : 냉혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,일본,81,88623000,11302,애니메이션,15세이상관람가,일반영화
306,2017,파워캐치 완다: 버그본의 지구 습격,하시모토 미츠오,,SMG 홀딩스,"(주)에이원엔터테인먼트,(주)삼지애니메이션",2017-03-09,일본,178,86394400,10881,애니메이션,전체관람가,일반영화
307,2017,이웃집 스타,김성욱,(주)컬처캡코리아,,(주)스톰픽쳐스코리아,2017-09-21,한국,256,78213300,10854,코미디,12세이상관람가,일반영화
308,2017,우리는 같은 꿈을 꾼다,일디코 엔예디,,(재)전주국제영화제조직위원회,찬란,2017-11-30,헝가리,37,84208100,10773,드라마,청소년관람불가,독립/예술영화
