순번,순서,영화이름,관람객평점,댓글
149,10,내안의 그놈,3.0,진영 연기 짱!!!너무잘봤어요감동 재미 스토리 다 좋았어요ㅎㅎㅎ흥해라
149,11,내안의 그놈,5.0,구라안치고 진짜 재밌다
149,12,내안의 그놈,5.0,솔직히 이거는 진짜 재밌었어요. 저는 이런 개그가 재밌는듯.
149,13,내안의 그놈,5.0,진짜 보면서 빵빵 터졌다~ 진영연기 잘하는줄이야 알고있었지만.. 어느순간에 박성웅이 진짜 몸안에 들어간줄
149,14,내안의 그놈,4.0,살짝 유치하기도 하지만 재밌어요
149,15,내안의 그놈,5.0,초반은 진영캐리 후반은 김광규 박성웅캐리유치해서 재밋다라는표현이맞는듯 ㅎㅎㅋ재밋게봣습니다
149,16,내안의 그놈,5.0,"넘나 재밌다 그와중에 진영 교복핏에,,반함꼭 보세요"
149,17,내안의 그놈,5.0,진영 너무 잘생겼음 팬 되어서 나옴
149,18,내안의 그놈,4.0,요근래본 한국 코미디 중에 제일 낫더라
149,19,내안의 그놈,5.0,영화 자체가 유쾌해서 좋았어요~~
149,20,내안의 그놈,4.5,재밌다는 후기가 너무 많아서 기대를 해서 그런지 생각보단 재밌지는 않았어요 가볍게 보시기 좋은 영화! 재밌고 지루하지않기는해요 ㅎㅎ
149,21,내안의 그놈,5.0,얼굴 진짜 잘한다. 가볍게 보기좋고 주인공이 귀엽고 재밌고 잘생겼고 잘생겼고 잘생겼고
149,22,내안의 그놈,5.0,진영이가 연기 그렇게 잘하는줄 몰랐단
149,23,내안의 그놈,5.0,진짜 개웃김!!! 개강추!!!!
149,24,내안의 그놈,5.0,"웃기기도 하지만, 감동적인 내용이 눈물도나게합니다. 그리고 액션장면도 매우 훌륭합니다."
149,25,내안의 그놈,4.0,솔직히 기대 이상의 작품
149,26,내안의 그놈,4.0,진영을위한영화 진영팬됨
149,27,내안의 그놈,4.0,정진영 잘생겼어...
149,28,내안의 그놈,5.0,암생각없이웃을수있는영화~~진영이넘잘했음~물론박성웅도~ㅋㅋ간만에마니웃었음~일주일스트레소싹해소함~~~^^
149,29,내안의 그놈,5.0,처음부터 끝까지 웃은 영화는 오랜만이네요
149,30,내안의 그놈,4.0,한국코미디인데 저랑은 좀 안맞지만 진영이 생각보다 연기를 잘했어요
149,31,내안의 그놈,5.0,재밋게 보기 좋음 남주 연기력 너무좋ㄹ음
149,32,내안의 그놈,5.0,진영 ㅠ 빠져버렸습니다ㅠㅠ
149,33,내안의 그놈,4.0,코미디하게가볍긔ㅣ보기좋았어요
149,34,내안의 그놈,5.0,진영을 위한 영화 ㅋㅋ재밋어요
149,35,내안의 그놈,5.0,진영 멋지고 연기 짱~완전 꿀잼~♡
149,36,내안의 그놈,5.0,음 진영 존잘탱 인저ㅏㅇ
149,37,내안의 그놈,4.0,아무생각 없이 봤다가 빵빵터져서 너무 재미있게 봤어요
149,38,내안의 그놈,5.0,기대했던것만큼 재밌어요!
149,39,내안의 그놈,1.0,전형적인 한국형 시간때우기 코미디
149,40,내안의 그놈,5.0,재미있었어요 잊지못할듯
149,41,내안의 그놈,4.5,소소하게 대화하나하나에 빵터지는게 지루함없이 좋았음
149,42,내안의 그놈,5.0,가족들이랑봐도 정말 껄끄러운 내용하나 없고 내내 웃다실성할수잇어서  좋았습니다 앞으로 이런영화 정말 많이 만들어졌음 좋겠어요
149,43,내안의 그놈,5.0,편하게 볼 수 있었던 영화! 즐겁게 봤어요 !
149,44,내안의 그놈,5.0,진짜 진영이 이렇게 연기 잘하는 줄 몰랐어요! 솔직히 스토리는 넘 뻔하네여 눈물 짜게하는 것도 그렇고 근데 진영 연기가 넘 좋았어서 10점 진영 연기 시원시원했습니당
149,45,내안의 그놈,5.0,스트레스 완전 날리고 왔어요
149,46,내안의 그놈,5.0,재밌었어요 기대이상입니다 ㅋㅋㅋ진영 잘생겼어요 꺄
149,47,내안의 그놈,5.0,진짜 볼 영화가 없어서 봤는데 너무 잘봤다는 생각이 드는 영화
149,48,내안의 그놈,5.0,처음부터 끝까지 너무 웃으면서 봣어요 진짜 핵꿀잼..
149,49,내안의 그놈,5.0,다들 배우들 꿀조합 진영 존잘
149,50,내안의 그놈,5.0,재밌었습니다. 진영 연기하는거 처음 봤는데 잘하네요.
149,51,내안의 그놈,5.0,박성웅배우 팬인데 오랫만에 재밌는 코믹영화를 보았습니다ㅋㅌㅋ
149,52,내안의 그놈,5.0,영화는 결론적으로 재밌다 입니다넘어가는 전개도 지루하지도 빠르지도 않고 좋았습니다.가장 인상깊게 본 배우는 요번 영화에서 만철역을 맡으신 이준혁 배우님입니다.  명품 연기였습니다. 하지만 여자친구랑 보러가시는건 추천...
149,53,내안의 그놈,4.5,기대안하고봤는데재밌었슺니다
149,54,내안의 그놈,4.0,액션씬이 되게 멋있고 보는내나 진영 너무 잘생겼어용
149,55,내안의 그놈,5.0,너무 재미있음 진영너무 잘생겼고 연기 너무 잘함 요즘 본 영화중 젤 재미있음
149,56,내안의 그놈,4.5,재밌게 보았습니다. 한 번씩 볼만한 영화 ㅎㅎ
149,57,내안의 그놈,3.0,힐링타임용으로 좋아요
149,58,내안의 그놈,4.5,진짜 너무 웃겼어요  겨속 웃으면서 본 영화임 진영도 무지 잘생김 ㅎㅎ
149,59,내안의 그놈,3.0,로코의 정석...재미짐
149,60,내안의 그놈,5.0,생각보다 훨신 재미있어서 여친이랑 보면서 좋았습니다
149,61,내안의 그놈,4.0,재밌었어요 ^^ ㅋㅋ 가볍게 볼만 했고 남주가 또 볼만했고 다만 예고편에서 너무 많이 보여준듯 ~! ㅋㅋ 그래도 잼나게 봤음요
149,62,내안의 그놈,2.5,예고편만 보세요!!!
149,63,내안의 그놈,5.0,진영 연기잘하네~~~
149,64,내안의 그놈,3.5,그렇게 엄청 재밌진 않다일단 소재가 너무 진부한데 액션으로 대충 커버침진영님 생각보다 연기를 잘하는데 이수민님의 연기가...약간 몰입 방해하는데 큰 역할한듯.. 박성웅님이야 믿고보는배우지만 요즘 필모 딸리는거 보여서...
149,65,내안의 그놈,4.5,보는내내 진영얼굴 감상하게되네요.. 영화도 재밌었어요!! 재밌는거 보고싶으시다면 추천!
149,66,내안의 그놈,3.0,진영연기잘하네요재밌게봤습니다
149,67,내안의 그놈,5.0,웃기고감동ㅋㅋ혼자봐도 잘웃고 잘울다옴
149,68,내안의 그놈,5.0,재밌게보았습니다 뻥뻥잘터지네요
149,69,내안의 그놈,5.0,너무 재밌게 잘 봤다.  역시 박성웅. 진영 최고다 최고
149,70,내안의 그놈,5.0,재밌어요!! 연기너무잘해요!
149,71,내안의 그놈,5.0,아무생각없이보기좋은영화인듯
149,72,내안의 그놈,5.0,진짜 두번봐도 돈아깝지 않을것같아요너무 재밌었어요
149,73,내안의 그놈,5.0,기대 안하고 봤는데 너무 재밌있었어요!
149,74,내안의 그놈,3.0,진영 연기 잘해여 b 웃기고 볼만해ㅛ음
149,75,내안의 그놈,5.0,내안ㅇ니ㅣ그놈!! 엄청 재미있게봤습니다
149,76,내안의 그놈,4.5,멋있다..라는말이절로나옵디다.캬
149,77,내안의 그놈,5.0,가족끼리재밋게보다가유우 ㅎㅎ
149,78,내안의 그놈,5.0,생각보다너무재밌었어요
149,79,내안의 그놈,4.0,재밋엇어요:)  머랄까 역시 진영 존잘이네욯ㅎㅎㅎ
149,80,내안의 그놈,5.0,이준혁 배우님 나온다길래 봤는데 역시 최고십니다 ㅋㅋㅋ스토리도 좋았어요 간만에 웃다 갑니다
149,81,내안의 그놈,4.0,생각보다 너무 재미있게 봤어요~ 그리고 진영이 잘생긴줄 몰랐는데 이 영화보고 참 잘생겼다고 생각했네요~
149,82,내안의 그놈,4.0,재밌는 드라마한편 보고나온느낌
149,83,내안의 그놈,4.0,ㅎ재미있게 편하게 보고왔어요~온가족이 같이~^^
149,84,내안의 그놈,4.0,생각보다 재밌게보아 좋았어요~
149,85,내안의 그놈,4.0,재미로보세요~~코믹영화...
149,86,내안의 그놈,4.0,진영 연기잘하네요^^
149,87,내안의 그놈,4.0,진짜 웃겼어요 배우분들 모두 연기 잘 하시는 것 같아요
149,88,내안의 그놈,5.0,진영이 완전 좋아ㅎㅎ연기 너무잘했어요~~
149,89,내안의 그놈,5.0,진짜 짱재밌어요!!! 계속 웃으면서 재밌게 봤습니다 즐거운영화
149,90,내안의 그놈,5.0,존잼입니다 이야이야호꺄
149,91,내안의 그놈,5.0,배우들 연기도 좋았고 아주재미나게 잘봤습니다.
149,92,내안의 그놈,5.0,"보는내내 너무 재밌어서 계속 웃기만 했습니다 진영이 너무 잘생겼어요 ,,, 너무 잘생겼어요"
149,93,내안의 그놈,5.0,너무 웃기고 재미잇것다
149,94,내안의 그놈,5.0,너너너누너너너무 웃기네여
149,95,내안의 그놈,2.5,킬링 타임이용!! 집에서 보세요
149,96,내안의 그놈,5.0,너무재밌게잘봤어요 진영 연기 진짜 잘함....ㅋㅋㅋ 빵빵
149,97,내안의 그놈,4.0,진영 입덕 영화인거 같아요~ 연기도 나름 좋았고 근데 저는 조금 지루한 감이 있더라구요
149,98,내안의 그놈,5.0,와 진짜 징지하게 볼때쯤 사람웃기네
149,99,내안의 그놈,5.0,재미잇어오ㅠㅠ진영 존잘..
149,100,내안의 그놈,5.0,재밋어요 진영보는맛으로봣네료
9,1,연평해전,5.0,5점을 준 평론가가 대체 이해가 가지 않는다.이렇게 펑펑울다가 온건 처음이다. 지금도 고생하고있는 국군장병 모든분들께 진심으로 감사하다.
9,2,연평해전,5.0,"그들도 누군가에게는 눈에 넣어도 아프지 않을 아들, 사랑스러운 남편, 자랑스러운 아버지였을 것을 생각하니 가슴이 아팠습니다. 차디찬 바다에서 장렬히 산화한 당신들의 숭고한 희생을 잊지않겠습니다. 감사합니다. 편안히 ..."
9,3,연평해전,5.0,애국은 군인만 하는것이 아니다.이 영화 보는 동안 많은 생각이 들었다.지금 그 후손들은 최고의 대우와 최고의 예우를 받으면 살고 있을까?의무와 자발의 차이...그 보상이 너무 크다.국가를 위해 목숨 바친분들인데. 대...
9,4,연평해전,4.5,모두가 축구로 들끓던 그때 나라를 위해 쓸쓸히 죽어간 젊은 청춘들에게 감사함을 바칩니다.삼가고인의명복을빕니다
9,5,연평해전,5.0,"별점보다, 대한민국 국민이라면 봐야 할 영화;; 너무 잊고 살았네요.. 잊지 않아야 할 것.. 바로 이런 게 아닌가 합니다.. 이런 영화들이 더 많이 나왔으면 좋겠네요.. 제작비가 없어 좌절하지 않기를.."
9,6,연평해전,5.0,가슴아픈..뒷줄에 있던 여성분들도 많이 우시더군요 울분..나와같은 이십대 청년들..남겨진 그들의 소중한 사람들..무서운것은 지금 당장 제3의 연평해전이  일어나더라도 전혀 이상하지 않다는것. 전쟁은 아직 끝난게 아닙...
9,7,연평해전,4.5,너무재미있고 슬픈영화입니다
9,8,연평해전,5.0,영화 보면서 눈물이 많이 났습니다... 목숨 바쳐 우리나라를  지켜주신 분들 께  정말 감사드립니다.
9,9,연평해전,5.0,"남자라서 공감되는 부분도 많았고, 실화를 바탕으로한 배우들의 연기력! 감탄사가 절로 나온다."
9,10,연평해전,5.0,모든 국민이 보아야 하는 영화입니다. 눈물을 주체할 수 없습니다.
9,11,연평해전,5.0,정말 가슴 한켠이 뭉클하면서.. 너무 안타깝네요 정말 잊혀져선 안될사건
9,12,연평해전,5.0,해군에 근무하고있어 너무 와닿았고감동적이었어요!!!!
9,13,연평해전,5.0,정말...최고의 영화..그리고 너무 슬픈 영화..아픈 영화..감사합니다 이런 영화를 볼 수 있게 해주셔서..존경합니다 사랑합니다
9,14,연평해전,5.0,생존자인터뷰와 사망자의 사진이 다 나오기전까지 아무도 자리에서 일어나지않았다. 자국의 군인이 죽어나가는데도 월드컵구경간 그 누구는 반성해라
9,15,연평해전,5.0,대한민국 국민이라면 꼭 봐야할 영화. 이 영화를 보고 '130분 과정 예비군 안보교육'이라고 평한 평론가는 어느나라 사람? 연평해전 전사자들 및 참수리 고속정 357에 타고 있던 모든 대원들. 감사합니...
9,16,연평해전,5.0,기대하지않았는데 너무재미졌구요다들멋있지만 진구는 정말정말 환상적인연기였어요 마누라랑 추억지었네요
9,17,연평해전,5.0,"다시 한번 연평해전을 기억할 수 있어 좋았고, 재밌게 봤습니다."
9,18,연평해전,3.5,추천합니다 감동적입니다
9,19,연평해전,5.0,최근봤던영화중에짱이였어염ㅜㅜ
9,20,연평해전,5.0,잊고 있었던 하지만 반드시 기억해야할 일이죠 많이 흥행해서 전국민이 다시 기억할기회가 되길 바랍니다
9,21,연평해전,4.5,너무 가슴이 아픕니다. 얼마나 무서웟을까요? 정말 감사합니다.
9,22,연평해전,5.0,대한민국해군정말 자랑스럽습니딘
9,23,연평해전,4.0,가슴아픈영화네요ㅜㅜ!
9,24,연평해전,5.0,한국사람이라면 꼭 한번 봐야할 영화..
9,25,연평해전,5.0,10점 주는 사람들은 다 알바일거라고 생각했는데 제가 10점을 주네요?실화속 주인공들의 희생정신과 책임감 ? 그대로 그때 현장을 재현해낸 연출력에 감동의 점수를 주고싶습니다?
9,26,연평해전,5.0,반드시 봐야할 영화 입니다
9,27,연평해전,5.0,너무 슬펐고 제가 해군 출신인데 너무 공감되고 마음도 울적하고 좋은영화였습니다 이 영화로 많은 사람이 연평해전에 대해 많이들 알았으면 좋겠습니다!
9,28,연평해전,5.0,이건 진심 3번봐야됨... 보고 이렇게 운 영화는 진짜 오랜만인듯...선배님들 감사하고 죄송합니다.
9,29,연평해전,4.0,잘보았습니다 호국의달에
9,30,연평해전,4.5,아들갖은  부모로서 너무너무  먹먹한 가슴에 계속 눈물이 흘렀습니다.. 지켜주셔서 감사합니다. 그리고 그동안 잊고있어서 미안했습니다?다시한번 감사드립니다...
9,31,연평해전,5.0,볼만해요. 너무 울어서 눈이 따갑네요.모두들 보시길. 강추합니다.순직하신분들 젊은 나이에 안타깝고그 숭고한 희생에 감사하고 맘 아픕니다 ㅠ
9,32,연평해전,5.0,진짜 말이 필요없다 보는시간동안 감동이였다 역대급 영화인것같다 내생에 잊지못하걸같은 명작이다
9,33,연평해전,5.0,대한민국 해군 화이팅!
9,34,연평해전,5.0,재밌었어요 그마지막의 감동기억하죠
9,35,연평해전,5.0,실화라서 더감정이입되고 배우들의연기도탄탄해서좋았던것같아요
9,36,연평해전,4.5,해군이었던남자친구가시커멓게타서흰군복을입고휴가나오던때가 생각이났다. 영화가끝날때쯤 알수없는 기분에 남자친구와 연신 눈물을 닦았다. 유난이라고 할지 모른다. 아무렴 !이 땅위의 모든 군인에게 마음깊이 감사합니다 그대들...
9,37,연평해전,5.0,그때는 아무것도 모르는 중학생때 월드컵만 응원한 내자신이 창피해지는 영화였다 나보다 더 어린친구들이 꼭 한번쯤은 봐줬음하는영화
9,38,연평해전,3.5,영화 자체만 보자면 그냥 돈아깝지 않을 정도의 영화입니다. 하지만 그들의 희생을 생각한다면 10점 그 이상의 영화예요
9,39,연평해전,3.5,"연평대전에 대해서 알고 봤음에도 불구하고 영화로 보니 더 화가나고, 많이 슬펐던영화에요"
9,40,연평해전,3.5,마음이 많이 아푸고  애국자는아니지만 화가납니다
9,41,연평해전,5.0,잃어버린 10년에 희생당한 6인의 국군용사...영화를 보는 내내 눈물이 줄줄 흘러내립니다.복받쳐 오르는 눈물이 아니고그냥 하염없이 눈물이 납니다.이 나라를 지키고 있는건입으로만 국민 입으로만 민주주의를 외치는종.북....
9,42,연평해전,5.0,북한은 우리의 주적이라는걸 명심해야 합니다.
9,43,연평해전,5.0,안보에 좌우는없다  대한민국 군인분들께 다시한번 감사드린다
9,44,연평해전,5.0,그냥 흥행했으면 좋겠다 배우고 재미고 다 떠나서 잊지말아야 할 이야기를 다뤘다는 것에 큰 의미가 있다고 생각한다
9,45,연평해전,5.0,군필자 남자분들이라면 군대라는 곳에서의 전우애 또 가족 애인에 대한 그리움 등등 이런거 다 아실텐데 정말 사무치게 슬프고 햇볕정책을 추구한 ㄱㄷㅈ 대통령에 대해 너무나 회의감이 드는 영화네요 추모식에 해군참모총장만 ...
9,46,연평해전,5.0,2002 월드컵때 거리응원하며 축제분위기에 마냥 즐거웠던 우리들...반성하게만드는 가슴 먹먹한 영화네요. 역시..명량에이어서 윗사람들의 판단과행동이 얼마나중요한지를 한번더 생각하게하는 영화.
9,47,연평해전,4.5,분단의 현실이 실감나고 전쟁은 공멸이라는 생각과 가족을 잃은 분들의 아픈 마음이 전해옵니다..
9,48,연평해전,5.0,봐야 할 영화. 왜? 몰랐으니까.
9,49,연평해전,5.0,어쨋든 이 분들이 계셔서 내가 살아있고 그냥 잊혀져서는 안된다는 사실을 알 수 있었다. 마지막부분에서 내가 보고있는 상영관에서 훌쩍이는 소리가 계속 들렸다. 나만 느낀 감정이 아니라는 것이다.
9,50,연평해전,5.0,보다가 화나긴 처음이네요....
9,51,연평해전,5.0,2002년 월드컵에만 집중했던 그시간이 너무 괴로울정도로.. 연평해전 357 .. 잊지않겠습니다..
9,52,연평해전,4.0,슬퍼요ㅠㅠ슬퍼요ㅠㅠ
9,53,연평해전,5.0,눈물이 멈추질않았다. 2002년때 분노해야하는데 이제와서야 분노하는게 너무 억울했다.
9,54,연평해전,5.0,처음에는 그냥 편안한 마음으로 보게되었는데 연평해전전투신이 시작하자 저도 모르게 긴장감과 쓰러지는 전우들을 볼 때는 저도 모르게 눈물이 나기 시작했습니다. 대한민국  국민이라면 꼭 봐야 되고 잊어서는 안되는 인보 중...
9,55,연평해전,4.0,너무 어린시절이라 제기억에는  2002년은 한일월드컵밖에 없었습니다 ㅠㅜ 영화가 나오지않앗다면 저는 관심도 같지않았었겟죠 ㅠㅜ 영화 정말 슬프더라구요 지금 이시간에도 나라를 위해 힘써주시는 국군장병여러분 감사합니다
9,56,연평해전,5.0,슬프고 북한은 아무리생각해봐도 답이없는나라같다. 한민족이라는게 쪽팔린당
9,57,연평해전,4.0,아마지막 정말 슬퍼요ㅠㅠ
9,58,연평해전,4.5,웃길땐 웃기고 진구랑 이현우의 사이도 보기좋았고 전투할땐 가슴이 먹먹한 그런감정을 느낄수 있었습니다 볼만한영화였엉ㅅ
9,59,연평해전,5.0,눈물콧물다뺀영화였어요2002년이런사건이있는지도모르고축구에열광했던제가미워졌던순간이었습니다.재미를떠나마음한켠이아련하니슬프고감동적인영화였습니다.연평해전에계션던또는전사하셨던모는장병님들감사하고늦은고의명복을빕니다.유가족분께도이...
9,60,연평해전,5.0,처절한 생사의 갈림길에서  뜨거운 전우애와주검으로 살신성인 정신으로  우리나라 국민들이 월드컵경기를 평안하게 관람  할수있는 안전을 선물로준 장병들에게 힘찬박수와  고인들의 명복을 빕니다
9,61,연평해전,4.0,재밋고슬프고괜찮네요 화이팅입니당
9,62,연평해전,5.0,눈물을 참으면서 보게되네요. 꼭 보세요
9,63,연평해전,5.0,이렇고 저런걸 다 떠나서 이 영화가 나왔다는게 의미있다.
9,64,연평해전,4.5,재미있어요 돈이안아까움
9,65,연평해전,5.0,6.25를 기념하여 아내와 함께 눈물짜며 봤습니다 역사적인 사실을 영화화한 제작진에 감사드리고 국민 모두 꼭 봐야할 영화입니다 위정자의 잘못이 꽃같은 나이의 청년들을 죽음으로 몰아낸 엄청난 사건이 이땅에 다시는 재발...
9,66,연평해전,5.0,마지막까지 자리를 뜰수가 없었습니다 아까운젊은이들ㅜ 일크게 만들지말라고하면서 축구관람하러가신 그분 진짜  욕나옵니다
9,67,연평해전,5.0,정말 최고의영화.. 최고
9,68,연평해전,5.0,아주 좋아요. 짱짱 재밌어요
9,69,연평해전,5.0,다끝난줄알앗는데 마지막에 살아계신분들의 증언과 돌아가신분들의 사진이 올라오면서 감동이 배가됫던 영화엿던것 같다우리가월드컵에 열광하고잇을때 바다에서 우리나라를 지키기 위해 순국하신분들의 생각을 다시한번해본기회가 되엇다...
9,70,연평해전,5.0,해군 전역자로서 정말 동감하지 않을수 없었고..전투씬부터 영화가 끝날때까지.. 눈물을 참느라 너무 힘들었습니다.대한민국 해군 화이팅.대힌만국 화이팅.
9,71,연평해전,4.0,보고나오면 먹먹한영화
9,72,연평해전,5.0,너무 오래기다려서  본 영화이고  억지스럽게  만들어낼려하는 모습이 없어 좋았습니다 그냥 보여주고  느끼는건 자신만의 몫인  담담한 영화라 좋았습니다
9,73,연평해전,5.0,"북한정권과 북한군, 그리고 이를 추종 및 지원하는 세력들은 전부 자유민주주의 대한민국의 주적이며 무조건 척결해야 한다."
9,74,연평해전,5.0,방금보고왓는데 우리나라를안전하게지켜주신여러분 삼가고인에명복을빕니다 잊지않겠습니다 특히 고 한상국님 마지막까지최선을다하는모습본받겠습니다
9,75,연평해전,5.0,가슴아프네요.평점을 이성을 갖고 줄수없네요
9,76,연평해전,4.5,영화조조보ㅏㅅ습니다?보는내내?가슴이 뭉클~~^^대한민국 국민이라면 한번쯤 봐도 조을듯추천 드립니다?
9,77,연평해전,4.5,재미 액션 감동 따지지말고 그냥 봐라 숙연해지게이영화는 다른 6.25전쟁영화보다 왠지씁슬하다군대 지원 반대하는 고위층 장관 님들. 꼭보세요
9,78,연평해전,5.0,군대생각이 나게하는영화
9,79,연평해전,5.0,대한민국  지켜주셔서 고맙습니다
9,80,연평해전,5.0,연평해전이영화는 월드컵당시 잊혀지고 아니 모르는국민이 많았던 가슴아픈해전을 그린영화...
9,81,연평해전,5.0,영화 잘 봤습니다.  ㅠ 너무 슬프네요
9,82,연평해전,4.0,눈물나네요 .감동적이었어요
9,83,연평해전,4.0,우리나라군인들참멋있네요 최고입니다
9,84,연평해전,5.0,평생 잊지 않아야 한다.
9,85,연평해전,4.0,호국보훈의달에 어울리는 영화에요
9,86,연평해전,5.0,흐아ㅜ 눈팅팅 슬프도다..
9,87,연평해전,5.0,나라를 위한 그 숭고한 희생에 감사드립니다.고작 열일곱 어린 저지만 한 말씀 드리자면여러분들이 있어서 저희도 있습니다. 정말 감사합니다 그리고 이제서야 관심 가져 죄송합니다.
9,88,연평해전,5.0,빨갱이들이 싫어합니다.
9,89,연평해전,5.0,우리나라 국방부 지휘에 통탄을 금치못함. 위험상황을 쉬쉬하며 숨기고 당하기 전엔 쏘지말라는 가당찮은 명령은 그냥 가서 죽으란 소리지 않나. 죽고나서 태극기 씌워주면 뭐하나. 보는 내내 분노했다
9,90,연평해전,4.0,최고의 영화였습니다 눈물이 주루룩
9,91,연평해전,5.0,통일이라 다시 생각해보고싶다 정말 유치한 생각이지만 ...공군 해군 육군 ...존경합니다 ..이영화야말로 천만관객넘었으면 좋겠습니다
9,92,연평해전,4.0,우리나라는 휴전중입니다
9,93,연평해전,5.0,감동적인 영화였습니다.
9,94,연평해전,5.0,우리바다를 지키기 위해 전사하신 장병들께 감사하고 죄송합니다. 그 은혜를 기억하는것이 대한민국 국민의 도리가 아닐까 합니다 또한 이러한 분들을 푸대접하고 입틀어막기에 급급했던 이러한 정권은 누구를 위한 권력이었는지 ...
9,95,연평해전,4.5,넘 슬프면서  전우애가  실감남~~
9,96,연평해전,5.0,최고의영화입니다~~!!!꼭보세요
9,97,연평해전,5.0,이 영화보고 보고 욕하는 사람들은 이땅에 살 자격도 없는 인간들이다. 우리를 지켜준 사람들의 이야기를 귀기울여 들어주지 못하는 사람이 무슨 염치가 있어 이 땅에 발 붙이고 살아갈 자격이 있는가....진정 우리나라에 ...
9,98,연평해전,5.0,꼭 한번 봐야 할 영화입니다.
9,99,연평해전,4.0,슬펐어요 감동적이구ㅜㅜ 우리나라가 너무 힘이약해보여서 속상하네요
9,100,연평해전,5.0,"이제라도 우리 대한민국 자랑스러운 군인들, 국민들 건강하게만 해주세요 이런 명작볼때마다 실제로 내 가족 생각하며 울부짖었을 여러 소리에 가슴이 미어집니다ㅜ"
63,1,공조,5.0,애인이랑 영화를 보고나와서 맥주를 먹는데 안주가 필요없대요 현빈을 보고난후 절 보니 오징어같다고 마요네즈 가져오라네요...
63,2,공조,5.0,"현빈의 액션은 볼수록 멋있었고, 유해진은 갈수록 웃김ㅋㅋㅋㅋ 둘의 케미도 최고였다"
63,3,공조,5.0,아... 현빈....
63,4,공조,5.0,현빈 얼굴이 너무 잘생겨서.진짜  잘생겨따.갈수록 잘생겨지는듯
63,5,공조,5.0,넘나 기분좋게 보고 나왔네요 ㅋㅋㅋ 현빈 유해진 뜻밖의 케미 ㅋㅋㅋㅋ 담주에 엄빠도 보여드림 좋을듯
63,6,공조,5.0,윤아때문에 진짜 많이 웃었고 현빈이랑 김주혁 정말 멋있음 ㅠㅠㅠ마지막도 통쾌하고 핵잼 다음편 나왔으면 ㅠㅠ
63,7,공조,5.0,"현빈 멋짐 터짐♡.♡ 유해진과 케미도 굿!추격전,총격전 아슬아슬 긴장감에 소름 돋음.재밌게 조조를 즐겼음^^"
63,8,공조,5.0,재미있었고 윤아의 연기가 리얼했다.
63,9,공조,5.0,역시 믿고 보는 유해진 현빈!! 정말 재미있습니다!! 핵꿀잼!!
63,10,공조,5.0,너무재미있었답니다~
63,11,공조,5.0,인성이 보려다 현빈본건데 재미잇네요
63,12,공조,5.0,"오늘 어머님이랑 같이 봤습니다. 현빈님은 말이 필요없이 너무 멋지구요. 유해진님  연기는  역시나 보증수표죠. 놀랐던건 김주혁님의 인상깊은 역활에 어울리는 깊이있는 연기였습니다, 공정환님 연기도 엄지척!  윤아님 넘..."
63,13,공조,5.0,현빈 왜이리 멋있죠... 배우들 연기도 굿 재밌어요 ㅋㅋ
63,14,공조,3.5,재밌게 봤읍니다 중간중간 코믹한 대사가 유쾌했어요 남북공조수사라는 아이디어가 좋았네요
63,15,공조,5.0,현빈 넘 멋져요~즐겁게 봤어요
63,16,공조,5.0,현빈 개멋있다 윤아 개이쁘다
63,17,공조,5.0,잼써요 현빈존잘@.@
63,18,공조,5.0,가끔 웃을수도  있고 감동도 있어 좋았습니다 시간 가는줄 모르고 재미 있게 봤습니다
63,19,공조,5.0,더킹 자리없어서 공조봤는데 진짜 공조보길 잘한거같음 진짜 말이 필요없다
63,20,공조,4.5,현빈 존잘..오랜만에 액션신 제대로 본듯한 느낌
63,21,공조,4.5,재미있게봤구요 유해진씨연기가 날로느네요
63,22,공조,5.0,윤아씨 스크린 데뷔작이라 갔는데 정말 재미있게 봤어요 다른분들도 좋았지만 윤아씨 능청스러움에 호탕하게 웃었네요
63,23,공조,5.0,현빈이 너무잘생겨서 울고싶었어요 무튼 정말 재밌었어요♡유해진도짱ㅜㅜ
63,24,공조,5.0,아~~진짜 영화선택 탁월했어용ㅎ완전 빠져서 ㅎㅎ유해진 이랑  현빈의 케미가 죽여줍네용ㅎㅎㅎ또 봐도 좋을거같아용^^사랑합니다
63,25,공조,5.0,몰입도 괜찮구요현빈 멋있게 나오구요유해진 웃기구요지리구요
63,26,공조,5.0,액션이 특히 좋았어요. 강추합니다.
63,27,공조,4.5,재밌게 웃으면서 잘봤습니당
63,28,공조,0.5,개연성 부족하고 억지감동..그냥 전형적인 상업용 영화
63,29,공조,0.5,킬링타임용.. 기대인하면 볼만한데 전개가 매우 부실해서 실소가 나옴
63,30,공조,4.0,나름 잼있음 현빈 존라 멋져
63,31,공조,5.0,재밌었음유혜진겁나웃김ㅋ
63,32,공조,5.0,1000만이상이 확실함
63,33,공조,4.5,넘 재미있게 봤어요.현빈의 액션 연기 넘 최고~~^^
63,34,공조,0.5,평론가점수가 지대로네
63,35,공조,5.0,연기력이 빛나네요...현빈
63,36,공조,5.0,지루할 틈 없이 너무 재밌게 잘 봤어요어머니도 많이 웃으시면서 보셨어요
63,37,공조,5.0,재밌다. 오랜만에 웃었네  윤아는 이쁘고 현빈은 잘생기고 유해진은 매력넘치고 최고의 조합이네
63,38,공조,4.5,의외로 현빈.유해진 케미좋네..  생각없이 시간보내기엔 좋은영화
63,39,공조,4.5,재미있게 잘봤습니다^^
