,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
168,169,2012,밀림의 왕자 레오2,타케우치 요시오,에이원엔터테인먼트,2012-11-08,일본,159,274928000,44988,애니메이션,전체관람가,일반영화
169,170,2012,더 스토리: 세상에 숨겨진 사랑,"브라이언 클러그만,리 스턴탈",(주)에스비에스콘텐츠허브,2012-12-06,미국,103,261313500,36068,드라마,15세이상관람가,독립/예술영화
170,171,2012,코난: 암흑의 시대,마커스 니스펠,(주)씨제이이엔엠,2012-04-05,미국,198,257709000,33469,판타지,청소년관람불가,일반영화
171,172,2012,"그 시절, 우리가 좋아했던 소녀",구파도,"(주)이놀미디어,(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트",2012-08-22,대만,113,248335570,34995,멜로/로맨스,15세이상관람가,독립/예술영화
172,173,2012,I AM,최진성,(주)씨제이이엔엠,2012-06-21,한국,137,245580000,32988,다큐멘터리,전체관람가,일반영화
173,174,2012,복숭아나무,구혜선,(주)넥스트엔터테인먼트월드(NEW),2012-10-31,한국,201,240103112,33884,멜로/로맨스,15세이상관람가,일반영화
174,175,2012,다른나라에서,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2012-05-31,한국,35,237013700,30590,드라마,청소년관람불가,독립/예술영화
175,176,2012,벨 아미,"데클란 도넬란,닉 오머로드",(주)에스비에스콘텐츠허브,2012-08-30,영국,103,213966000,30373,드라마,청소년관람불가,일반영화
176,177,2012,데인저러스 메소드,데이빗 크로넨버그,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-05-10,영국,97,209419509,27642,멜로/로맨스,청소년관람불가,독립/예술영화
177,178,2012,내 인생의 마지막 변화구,로버트 로렌즈,워너브러더스 코리아(주),2012-11-29,미국,130,208654500,29648,드라마,12세이상관람가,일반영화
178,179,2012,머신건 프리처,마크 포스터,(주)팝파트너스,2012-05-24,미국,141,197366500,26640,액션,15세이상관람가,일반영화
179,180,2012,원 포 더 머니,줄리 앤 로빈슨,씨너스엔터테인먼트(주),2012-02-16,미국,144,195806000,26387,멜로/로맨스,15세이상관람가,독립/예술영화
180,181,2012,아워 이디엇 브라더,제시 페레츠,씨너스엔터테인먼트(주),2012-11-29,미국,62,195732477,26820,드라마,청소년관람불가,독립/예술영화
181,182,2012,더 데이,백창주,롯데쇼핑㈜롯데시네마,2012-02-23,한국,30,192005000,24163,다큐멘터리,전체관람가,일반영화
182,183,2012,매직 마이크,스티븐 소더버그,(주)나이너스엔터테인먼트,2012-08-01,미국,68,191946500,25288,코미디,청소년관람불가,독립/예술영화
183,184,2012,비스트 앵콜 콘서트 3D,손석,(주)에스비에스콘텐츠허브,2012-02-29,한국,75,171432000,16844,공연,전체관람가,일반영화
184,185,2012,개들의 전쟁,조병옥,롯데쇼핑㈜롯데엔터테인먼트,2012-11-22,한국,94,171004571,23350,액션,청소년관람불가,독립/예술영화
185,186,2012,레이드 : 첫번째 습격,가렛 에반스,(주)씨제이이엔엠,2012-05-17,인도네시아,120,163320500,21705,액션,청소년관람불가,일반영화
186,187,2012,비정한 도시 감독판,김문흠,(주)인벤트스톤,2012-10-25,한국,172,161959057,22900,미스터리,청소년관람불가,일반영화
187,188,2012,볼츠와 블립,피터 레페니오티스,(주)씨제이이엔엠,2012-02-23,한국,61,161329000,15386,애니메이션,전체관람가,일반영화
188,189,2012,밀림의 왕자 레오: 세상을 바꾸는 용기,타니구치 고로,"(주)박수엔터테인먼트,에이원엔터테인먼트",2012-02-29,일본,49,154900000,24640,애니메이션,전체관람가,독립/예술영화
189,190,2012,마릴린 먼로와 함께한 일주일,사이먼 커티스,(주)싸이더스,2012-02-29,영국,81,148370000,19387,드라마,15세이상관람가,일반영화
190,191,2012,대학살의 신,로만 폴란스키,판씨네마(주),2012-08-16,프랑스,36,147873500,19917,드라마,15세이상관람가,독립/예술영화
191,192,2012,코드네임 제로니모,존 스톡웰,씨너스엔터테인먼트(주),2012-12-13,미국,108,145151000,23462,액션,15세이상관람가,일반영화
192,193,2012,"봄, 눈",김태균,(주)넥스트엔터테인먼트월드(NEW),2012-04-26,한국,118,143518000,22870,드라마,전체관람가,일반영화
193,194,2012,파괴자들,올리버 스톤,유니버설픽쳐스인터내셔널 코리아(유),2012-10-31,미국,171,141102068,19716,액션,청소년관람불가,일반영화
194,195,2012,달팽이의 별,이승준,(주)영화사조아,2012-03-22,한국,34,132937800,19252,다큐멘터리,전체관람가,독립/예술영화
195,196,2012,웨딩스캔들,신동엽,(주)마인스 엔터테인먼트,2012-09-06,한국,121,124977000,19569,코미디,15세이상관람가,일반영화
196,197,2012,두레소리,조정래,(주)명필름,2012-05-10,한국,132,115794000,17362,드라마,12세이상관람가,독립/예술영화
197,198,2012,오페라의 유령 2 : 러브 네버 다이,"브렛 설리반,사이몬 필립스",유니버설픽쳐스인터내셔널 코리아(유),2012-09-06,미국,41,114721500,6952,뮤지컬,12세이상관람가,일반영화
198,199,2012,하늘이 보내준 딸,비자이,(주)싸이더스,2012-04-19,인도,107,113583500,16875,가족,전체관람가,일반영화
199,200,2012,아메리칸 파이: 19금 동창회,"존 허위츠,헤이든 쉬로스버그",유니버설픽쳐스인터내셔널 코리아(유),2012-08-09,미국,117,113072000,15431,코미디,청소년관람불가,일반영화
200,201,2012,런던 블러바드,윌리엄 모나한,(주)팝파트너스,2012-09-20,미국,131,107401000,15539,범죄,15세이상관람가,일반영화
201,202,2012,터치,민병훈,(주)팝엔터테인먼트,2012-11-08,한국,95,100685000,17403,드라마,청소년관람불가,독립/예술영화
202,203,2012,나이트폴,주현량,(주)나이너스엔터테인먼트,2012-09-27,홍콩,108,99076000,13307,액션,청소년관람불가,일반영화
203,204,2012,더 레이디,뤽 베송,(주)씨제이이엔엠,2012-09-06,프랑스,97,96024000,13051,드라마,15세이상관람가,일반영화
204,205,2012,헤이츠,마크 톤데라이,(주)나이너스엔터테인먼트,2012-12-06,미국,75,94348000,13747,스릴러,15세이상관람가,일반영화
205,206,2012,럼 다이어리,브루스 로빈슨,(주)마인스 엔터테인먼트,2012-09-20,미국,126,91844000,12685,코미디,청소년관람불가,일반영화
206,207,2012,원피스 3D : 밀짚모자 체이스,사토 히로유키,(주)미디어데이,2012-01-26,일본,111,91648500,13475,애니메이션,전체관람가,일반영화
207,208,2012,파닥파닥,이대희,"(주)씨제이이엔엠,㈜인디스토리",2012-07-25,한국,51,87647900,13194,애니메이션,12세이상관람가,독립/예술영화
208,209,2012,내가 고백을 하면,조성규,(주)마인스 엔터테인먼트,2012-11-15,한국,37,87624000,11515,멜로/로맨스,15세이상관람가,독립/예술영화
209,210,2012,황제펭귄 펭이와 솜이,"김진만,김재영",주식회사 마운틴픽쳐스,2012-08-08,한국,55,81590500,11418,다큐멘터리,전체관람가,독립/예술영화
210,211,2012,엔드 오브 왓치,데이비드 에이어,(주)인벤트스톤,2012-12-06,미국,54,81214500,10985,범죄,청소년관람불가,일반영화
211,212,2012,범죄소년,강이관,타임스토리그룹(주),2012-11-22,한국,56,80763800,11585,드라마,15세이상관람가,독립/예술영화
212,213,2012,익스트림 No.13,겔라 바블루아니,(주)팝파트너스,2012-10-03,미국,108,80120516,11130,스릴러,청소년관람불가,일반영화
213,214,2012,야곱 신부의 편지,클라우스 해로,뉴원시네마,2012-05-10,핀란드,33,79515000,11504,드라마,12세이상관람가,독립/예술영화
214,215,2012,손오공: 돌원숭이의 탄생,"스기노 아키오,후미히로 요시무라",에이원엔터테인먼트,2012-09-13,일본,83,69621000,10965,애니메이션,전체관람가,일반영화
215,216,2012,아기 거북 토토의 바다 대모험,닉 스트링거,예지림엔터테인먼트,2012-10-18,영국,90,61158000,9346,다큐멘터리,전체관람가,일반영화
216,217,2012,아이언 스카이,티모 부오렌솔라,(주)팝파트너스,2012-10-25,핀란드,48,60738500,8308,SF,15세이상관람가,일반영화
217,218,2012,금의위 : 14 검의 비밀,이인항,(주)팝파트너스,2012-06-14,홍콩,42,59263000,8589,액션,15세이상관람가,일반영화
218,219,2012,버니드롭,사부,(주)팝엔터테인먼트,2012-05-10,일본,52,54038000,7179,드라마,전체관람가,독립/예술영화
219,220,2012,닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,후지모리 마사야,팝엔터테인먼트,2012-02-23,일본,64,52785500,8185,애니메이션,전체관람가,일반영화
220,221,2012,나루토 질풍전 극장판: 블러드 프리즌,무라타 마사히코,씨너스엔터테인먼트(주),2012-02-23,일본,43,48171000,7273,애니메이션,12세이상관람가,일반영화
221,222,2012,위대한 비행,진재운,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,한국,33,47993500,8321,다큐멘터리,전체관람가,독립/예술영화
222,223,2012,할머니는 일학년,진광교,(주)나이너스엔터테인먼트,2012-05-24,한국,33,39607500,6287,가족,전체관람가,독립/예술영화
223,224,2012,체인징사이드: 부부탐구생활,파스칼 포자두,에이원엔터테인먼트,2012-10-04,프랑스,73,32076500,4924,멜로/로맨스,15세이상관람가,일반영화
224,225,2012,장화신은 고양이 디 오리지널,"제롬 데스챔프,파스칼 헤롤드,마차 마케이에프",에이원엔터테인먼트,2012-05-03,프랑스,47,31767500,4923,애니메이션,전체관람가,독립/예술영화
225,226,2012,요나요나 펭귄,린 타로,(주)넥스트엔터테인먼트월드(NEW),2012-01-12,일본,53,30973500,4753,애니메이션,전체관람가,일반영화
226,227,2012,더블,마이클 브랜트,에이원엔터테인먼트,2012-11-29,미국,33,28004500,4068,범죄,15세이상관람가,일반영화
227,228,2012,로봇,S. 샹카르,프리비젼엔터테인먼트,2012-04-19,인도,37,25705000,3504,SF,15세이상관람가,독립/예술영화
228,229,2012,강철의 연금술사 : 미로스의 성스러운 별,무라타 카즈야,예지림엔터테인먼트,2012-01-26,일본,37,24368000,3441,애니메이션,12세이상관람가,일반영화
229,230,2012,에스엠타운 라이브인도쿄스페셜에디션3D,유호진,(주)에스비에스콘텐츠허브,2012-10-11,한국,63,18130000,1652,공연,전체관람가,일반영화
230,231,2012,단델리온 더스트,존 건,주식회사 마운틴픽쳐스,2012-05-10,미국,31,17482000,2579,드라마,12세이상관람가,독립/예술영화
231,232,2012,뉴타입 히어로 얏타맨,"히시다 마사카즈,사사가와 히로시",예지림엔터테인먼트,2012-06-21,일본,39,14417500,2368,애니메이션,전체관람가,일반영화
