,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
69,70,2012,맨 온 렛지,애스게르 레스,롯데쇼핑㈜롯데엔터테인먼트,2012-02-22,미국,408,4393531500,591841,범죄,15세이상관람가,일반영화
70,71,2012,피에타,김기덕,(주)넥스트엔터테인먼트월드(NEW),2012-09-06,한국,291,4354008500,602967,드라마,청소년관람불가,독립/예술영화
71,72,2012,다크 섀도우,팀 버튼,워너브러더스 코리아(주),2012-05-10,미국,394,4326459000,582126,드라마,15세이상관람가,일반영화
72,73,2012,루퍼,라이언 존슨,(주)에스비에스콘텐츠허브,2012-10-11,미국,386,4252182000,570010,SF,청소년관람불가,일반영화
73,74,2012,백설공주,타셈 싱,롯데쇼핑㈜롯데엔터테인먼트,2012-05-03,미국,386,4038223000,576150,판타지,전체관람가,일반영화
74,75,2012,파파,한지승,롯데쇼핑㈜롯데엔터테인먼트,2012-02-01,한국,414,3866065500,562156,가족,12세이상관람가,일반영화
75,76,2012,아부의 왕,정승구,롯데쇼핑㈜롯데엔터테인먼트,2012-06-21,한국,428,3511102500,497880,코미디,15세이상관람가,일반영화
76,77,2012,밀레니엄 : 여자를 증오한 남자들,데이빗 핀처,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-01-11,미국,321,3504509000,443889,스릴러,청소년관람불가,일반영화
77,78,2012,페이스메이커,김달중,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-01-18,한국,412,3443753000,467697,드라마,12세이상관람가,일반영화
78,79,2012,락아웃: 익스트림미션,"제임스 매더스,스테판 St. 레게르",롯데쇼핑㈜롯데엔터테인먼트,2012-06-14,미국,374,3373780000,462176,SF,15세이상관람가,일반영화
79,80,2012,명탐정 코난: 11번째 스트라이커,"시즈노 코분,야마모토 야스이치로",(주)씨제이이엔엠,2012-07-19,일본,350,3363777000,524914,애니메이션,12세이상관람가,일반영화
80,81,2012,익스펜더블 2,사이먼 웨스트,롯데쇼핑㈜롯데엔터테인먼트,2012-09-06,미국,393,3206144228,444045,액션,15세이상관람가,일반영화
81,82,2012,두 개의 달,김동빈,롯데쇼핑㈜롯데엔터테인먼트,2012-07-12,한국,347,2944786748,425972,공포(호러),15세이상관람가,일반영화
82,83,2012,크로니클,조쉬 트랭크,이십세기폭스코리아(주),2012-03-15,미국,324,2881024000,383862,액션,15세이상관람가,일반영화
83,84,2012,늑대소년-확장판,조성희,(주)씨제이이엔엠,2012-12-06,한국,278,2868180500,414064,멜로/로맨스,15세이상관람가,일반영화
84,85,2012,링컨: 뱀파이어 헌터,티무르 베크맘베토브,이십세기폭스코리아(주),2012-08-30,미국,337,2750911500,344876,액션,청소년관람불가,일반영화
85,86,2012,미드나잇 인 파리,우디 알렌,"(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",2012-07-05,미국,189,2602632398,350785,코미디,15세이상관람가,독립/예술영화
86,87,2012,무서운 이야기,"정범식,임대웅,홍지영,김곡,김선,민규동",롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,한국,274,2452368566,331760,공포(호러),청소년관람불가,일반영화
87,88,2012,남영동1985,정지영,"씨너스엔터테인먼트(주),(주)엣나인필름",2012-11-22,한국,310,2358477601,332597,드라마,15세이상관람가,독립/예술영화
88,89,2012,늑대아이,호소다 마모루,(주)미디어데이,2012-09-13,일본,226,2283350261,330679,애니메이션,전체관람가,독립/예술영화
89,90,2012,음치 클리닉,김진영,롯데쇼핑㈜롯데엔터테인먼트,2012-11-29,한국,360,2248238000,338168,멜로/로맨스,12세이상관람가,일반영화
90,91,2012,더 그레이,조 카나한,(주)팝파트너스,2012-02-16,미국,298,2198959500,292217,액션,15세이상관람가,일반영화
91,92,2012,로렉스,"크리스 리노드,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,미국,463,2140045000,297025,애니메이션,전체관람가,일반영화
92,93,2012,위험한 관계,허진호,(주)씨제이이엔엠,2012-10-11,한국,334,2122666230,298086,멜로/로맨스,청소년관람불가,일반영화
93,94,2012,네버엔딩 스토리,정용주,(주)화앤담이엔티,2012-01-18,한국,269,2106823000,283449,코미디,15세이상관람가,일반영화
94,95,2012,19곰 테드,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),2012-09-27,미국,248,2034959293,266574,코미디,청소년관람불가,일반영화
95,96,2012,우리는 동물원을 샀다,카메론 크로우,이십세기폭스코리아(주),2012-01-18,미국,235,1993190500,276334,가족,전체관람가,일반영화
96,97,2012,가비,장윤현,(주)시네마서비스,2012-03-15,한국,339,1969360500,270602,드라마,15세이상관람가,일반영화
97,98,2012,빌리와 용감한 녀석들 3D,"라인하드 클루스,호거 태프",(주)에스비에스콘텐츠허브,2012-08-08,독일,241,1961238000,299434,애니메이션,전체관람가,일반영화
98,99,2012,모모와 다락방의 수상한 요괴들,오키우라 히로유키,타임스토리그룹(주),2012-07-05,일본,253,1957612000,295189,애니메이션,전체관람가,일반영화
99,100,2012,언더월드 4: 어웨이크닝,"만스 말린드,비욘 스테인",한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-22,미국,343,1861948000,200038,액션,청소년관람불가,일반영화
100,101,2012,서약,마이클 수치,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-03-14,미국,314,1810275500,239483,드라마,15세이상관람가,일반영화
101,102,2012,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,마스이 소이치,롯데쇼핑㈜롯데엔터테인먼트,2012-04-26,일본,277,1804032000,272062,애니메이션,전체관람가,일반영화
102,103,2012,잠베지아: 신비한 나무섬의 비밀,웨인 쏜리,롯데쇼핑㈜롯데엔터테인먼트,2012-12-25,남아프리카공화국,273,1754592000,240603,애니메이션,전체관람가,일반영화
103,104,2012,캐빈 인 더 우즈,드류 고다드,롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,미국,288,1710273500,228090,공포(호러),청소년관람불가,일반영화
104,105,2012,니코: 산타비행단의 모험,"캐리 주스넌,요르겐 레르담",씨너스엔터테인먼트(주),2012-12-25,핀란드,306,1676033500,243062,애니메이션,전체관람가,일반영화
105,106,2012,강철대오:구국의 철가방,육상효,롯데쇼핑㈜롯데엔터테인먼트,2012-10-25,한국,366,1614867156,233211,코미디,15세이상관람가,일반영화
106,107,2012,나는 공무원이다,구자홍,(주)넥스트엔터테인먼트월드(NEW),2012-07-12,한국,278,1535913500,217493,코미디,전체관람가,일반영화
107,108,2012,해피 피트 2,조지 밀러,워너브러더스 코리아(주),2012-02-02,호주,315,1459727000,185420,애니메이션,전체관람가,일반영화
108,109,2012,테드: 황금도시 파이티티를 찾아서,엔리케 가토,(주)싸이더스,2012-09-20,스페인,301,1453568500,206320,애니메이션,전체관람가,일반영화
109,110,2012,코알라 키드 : 영웅의 탄생,이경호,롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,한국,234,1434535500,205579,애니메이션,전체관람가,일반영화
110,111,2012,자칼이 온다,배형준,롯데쇼핑㈜롯데엔터테인먼트,2012-11-15,한국,300,1430079500,210278,코미디,15세이상관람가,일반영화
111,112,2012,다크아워,크리스 고락,이십세기폭스코리아(주),2012-01-05,미국,324,1319649000,162604,SF,12세이상관람가,일반영화
112,113,2012,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,유야마 쿠니히코,(주)씨제이이엔엠,2012-12-19,일본,275,1280386750,329452,애니메이션,전체관람가,일반영화
113,114,2012,원 데이,론 쉐르픽,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스",2012-12-13,미국,236,1278210000,174846,드라마,15세이상관람가,독립/예술영화
114,115,2012,업사이드 다운,후안 디에고 솔라나스,롯데쇼핑㈜롯데엔터테인먼트,2012-11-08,캐나다,309,1225993645,174879,SF,12세이상관람가,일반영화
115,116,2012,세이프 하우스,다니엘 에스피노사,유니버설픽쳐스인터내셔널 코리아(유),2012-02-29,미국,292,1223151500,163729,액션,15세이상관람가,일반영화
116,117,2012,사다코 3D : 죽음의 동영상,하나부사 츠토무,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-06-14,일본,262,1128635032,122382,공포(호러),15세이상관람가,일반영화
117,118,2012,더 레이븐,제임스 맥티그,롯데쇼핑㈜롯데엔터테인먼트,2012-07-05,미국,265,1123639000,153278,스릴러,청소년관람불가,일반영화
118,119,2012,철의 여인,필리다 로이드,필라멘트픽쳐스,2012-02-23,영국,162,1079070500,144338,드라마,12세이상관람가,일반영화
119,120,2012,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,쿠스바 고조,롯데쇼핑㈜롯데엔터테인먼트,2012-07-25,일본,184,1071505500,165640,애니메이션,전체관람가,일반영화
120,121,2012,액트 오브 밸러: 최정예 특수부대,"마이크 맥코이,스캇 워프",씨너스엔터테인먼트(주),2012-02-29,미국,223,1036484500,139541,액션,15세이상관람가,일반영화
121,122,2012,아르고,벤 애플렉,워너브러더스 코리아(주),2012-10-31,미국,238,999347500,140522,스릴러,15세이상관람가,일반영화
122,123,2012,아티스트,미셀 하자나비시우스,(주)영화사 진진,2012-02-16,미국,93,910115100,118836,멜로/로맨스,12세이상관람가,독립/예술영화
123,124,2012,고스트 라이더 : 복수의 화신,"마크 네빌딘,브라이언 테일러",롯데쇼핑㈜롯데엔터테인먼트,2012-02-16,미국,269,902982500,117263,액션,15세이상관람가,일반영화
124,125,2012,리미트리스,닐 버거,팝엔터테인먼트,2012-07-12,미국,164,867035000,120914,미스터리,15세이상관람가,일반영화
125,126,2012,우먼 인 블랙,제임스 왓킨스,"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2012-02-16,영국,237,862144800,117188,드라마,15세이상관람가,일반영화
126,127,2012,5백만불의 사나이,김익로,(주)씨제이이엔엠,2012-07-19,한국,331,739789500,104736,코미디,15세이상관람가,일반영화
127,128,2012,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,타케모토 노보루,롯데쇼핑㈜롯데엔터테인먼트,2012-12-13,일본,229,735605000,107403,애니메이션,전체관람가,일반영화
128,129,2012,워 호스,스티븐 스필버그,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-02-09,미국,229,734302500,102195,전쟁,12세이상관람가,일반영화
129,130,2012,초한지 - 천하대전,이인항,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012-01-11,중국,167,710375000,94652,액션,12세이상관람가,일반영화
130,131,2012,인류멸망 보고서,김지운,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",2012-04-11,한국,236,702418000,97555,SF,15세이상관람가,일반영화
131,132,2012,577 프로젝트,이근우,필라멘트픽쳐스,2012-08-30,한국,191,695765500,96079,코미디,15세이상관람가,일반영화
132,133,2012,페이스 블라인드,줄리앙 마그넷,(주)마인스 엔터테인먼트,2012-06-21,미국,179,660556169,88977,범죄,청소년관람불가,일반영화
133,134,2012,팅커 테일러 솔저 스파이,토마스 알프레드슨,"(주)드림팩트엔터테인먼트,팝엔터테인먼트",2012-02-09,영국,187,648304500,87155,스릴러,15세이상관람가,일반영화
134,135,2012,피라냐 3DD,존 걸레거,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,미국,269,639495500,74044,공포(호러),청소년관람불가,일반영화
135,136,2012,휴고,마틴 스코세이지,(주)씨제이이엔엠,2012-02-29,미국,85,637621000,60520,가족,전체관람가,일반영화
136,137,2012,콜드 라잇 오브 데이,마브룩 엘 메크리,씨너스엔터테인먼트(주),2012-05-17,미국,245,636555090,88522,액션,15세이상관람가,일반영화
137,138,2012,락 오브 에이지,아담 쉥크만,워너브러더스 코리아(주),2012-08-02,미국,243,634870496,87915,뮤지컬,15세이상관람가,일반영화
138,139,2012,철가방 우수氏,윤학렬,(주)씨제이이엔엠,2012-11-22,한국,119,601513500,91988,드라마,12세이상관람가,독립/예술영화
139,140,2012,레전드 오브 래빗,순리준,(주)화앤담이엔티,2012-02-22,중국,225,581200500,85184,애니메이션,전체관람가,일반영화
140,141,2012,극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,에이원엔터테인먼트,2012-05-24,일본,243,574947000,84255,애니메이션,전체관람가,일반영화
141,142,2012,조조-황제의 반란,조림산,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,중국,227,535668500,75297,사극,15세이상관람가,일반영화
142,143,2012,하이힐을 신고 달리는 여자,더글라스 맥그래스,필라멘트픽쳐스,2012-02-02,미국,169,531249500,69047,코미디,15세이상관람가,일반영화
143,144,2012,나우이즈굿,올 파커,(주)인벤트스톤,2012-11-08,영국,144,501607000,73139,드라마,15세이상관람가,독립/예술영화
144,145,2012,로우리스: 나쁜 영웅들,존 힐코트,씨너스엔터테인먼트(주),2012-10-18,미국,275,452103666,63108,액션,청소년관람불가,일반영화
145,146,2012,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,손석,골든타이드픽처스(주),2012-10-18,한국,84,412379000,39577,공연,전체관람가,일반영화
146,147,2012,디센던트,알렉산더 페인,이십세기폭스코리아(주),2012-02-16,미국,114,407991800,53103,코미디,15세이상관람가,독립/예술영화
147,148,2012,살인소설,스콧 데릭슨,씨너스엔터테인먼트(주),2012-11-15,미국,186,394724176,54239,미스터리,청소년관람불가,일반영화
148,149,2012,콘트라밴드,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),2012-03-22,미국,178,393549500,52743,액션,청소년관람불가,일반영화
149,150,2012,돌아온 파워레인저 미라클포스,나가이시 다카오,롯데쇼핑㈜롯데엔터테인먼트,2012-02-29,일본,235,385525000,56420,액션,전체관람가,일반영화
150,151,2012,헤이와이어,스티븐 소더버그,씨너스엔터테인먼트(주),2012-07-05,미국,200,384196324,54511,액션,15세이상관람가,일반영화
151,152,2012,파라노말 액티비티4,"아리엘 슐만,헨리 유스트",(주)씨제이이엔엠,2012-10-25,미국,173,384064500,54461,스릴러,15세이상관람가,일반영화
152,153,2012,두 번의 결혼식과 한 번의 장례식,김조광수,(주)영화사 진진,2012-06-21,한국,67,380102144,50905,코미디,15세이상관람가,독립/예술영화
153,154,2012,베스트 엑조틱 메리골드 호텔,존 매든,이십세기폭스코리아(주),2012-07-12,영국,149,379972500,53555,코미디,15세이상관람가,독립/예술영화
154,155,2012,더 씽,매티스 반 헤이닌겐 주니어,(주)싸이더스,2012-06-14,미국,174,367519589,50839,공포(호러),15세이상관람가,일반영화
155,156,2012,프랑켄위니,팀 버튼,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-11,미국,226,365356000,43978,애니메이션,12세이상관람가,일반영화
156,157,2012,저지드레드 3D,피트 트래비스,롯데쇼핑㈜롯데엔터테인먼트,2012-12-06,영국,184,364237000,48173,SF,청소년관람불가,일반영화
157,158,2012,인시디어스,제임스 완,(주)쇼박스,2012-09-13,미국,178,357783500,50163,공포(호러),15세이상관람가,일반영화
158,159,2012,레드라이트,로드리고 코르테스,(주)씨제이이엔엠,2012-08-23,스페인,197,355743500,49925,미스터리,15세이상관람가,일반영화
159,160,2012,빅 미라클,켄 콰피스,유니버설픽쳐스인터내셔널 코리아(유),2012-02-23,미국,170,344139500,51151,드라마,전체관람가,일반영화
160,161,2012,킹메이커,조지 클루니,(주)시너지하우스 (시너지),2012-04-19,미국,95,340466000,44689,드라마,15세이상관람가,일반영화
161,162,2012,저스티스,로저 도널드슨,(주)쇼박스,2012-03-15,미국,142,329594500,44546,액션,청소년관람불가,일반영화
162,163,2012,미운오리새끼,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2012-08-30,한국,167,308009500,45454,드라마,15세이상관람가,일반영화
163,164,2012,하트 브레이커,파스칼 쇼메유,씨너스엔터테인먼트(주),2012-04-19,프랑스,176,296750000,40793,코미디,15세이상관람가,독립/예술영화
164,165,2012,스페이스 독,"이나 예블라니코바,스비야토슬라브 우샤코프",예지림엔터테인먼트,2012-03-22,러시아,148,282088000,42720,애니메이션,전체관람가,일반영화
165,166,2012,스트리트 댄스 2: 라틴배틀,"맥스 기와,다니아 파스퀴니",판씨네마(주),2012-07-12,영국,133,281712000,39394,드라마,12세이상관람가,일반영화
166,167,2012,스탠리의 도시락,아몰 굽트,타임스토리그룹(주),2012-03-08,인도,164,281533000,42210,드라마,전체관람가,독립/예술영화
167,168,2012,그레이브 인카운터,더 비셔우스 브라더스,(주)팝엔터테인먼트,2012-08-01,캐나다,63,277970000,39266,공포(호러),15세이상관람가,일반영화
