,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
364,365,2018,튼튼이의 모험,고봉수,"CGV아트하우스,㈜인디스토리",2018-06-21,한국,88,34307600,4476,코미디,15세이상관람가,독립/예술영화
365,366,2018,그녀는 거짓말을 너무 사랑해,코이즈미 노리히로,(주)영화사 빅,2018-01-24,일본,108,35446200,4448,멜로/로맨스,12세이상관람가,독립/예술영화
366,367,2018,120 BPM,로빈 캄필로,(주)엣나인필름,2018-03-15,프랑스,33,35934473,4314,드라마,청소년관람불가,독립/예술영화
367,368,2018,화씨 11/9: 트럼프의 시대,마이클 무어,"(주)누리픽쳐스,(주)영화사 진진",2018-11-22,미국,73,33604550,4212,다큐멘터리,15세이상관람가,독립/예술영화
368,369,2018,알리바이 닷 컴,필리프 라슈,판씨네마(주),2018-11-07,프랑스,178,34028600,4112,코미디,15세이상관람가,일반영화
370,371,2018,베러 와치 아웃,크리스 페코버,(주)스톰픽쳐스코리아,2018-02-08,호주,123,32568300,3995,공포(호러),청소년관람불가,독립/예술영화
372,373,2018,언프리티 소셜 스타,맷 스파이서,(주)디스테이션,2018-02-22,미국,142,29438700,3849,코미디,15세이상관람가,독립/예술영화
375,376,2018,식구,임영훈,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2018-07-12,한국,52,30175400,3816,드라마,15세이상관람가,독립/예술영화
376,377,2018,맨헌트,오우삼,주식회사 풍경소리,2018-01-25,중국,55,28457500,3738,액션,15세이상관람가,독립/예술영화
377,378,2018,은혼2: 규칙은 깨라고 있는 것,후쿠다 유이치,메가박스중앙(주)플러스엠,2018-12-13,일본,48,30828650,3698,코미디,12세이상관람가,일반영화
378,379,2018,프리다의 그해 여름,카를라 시몬,(주)디스테이션,2018-10-25,스페인,37,28802800,3684,드라마,전체관람가,독립/예술영화
380,381,2018,데스티네이션 웨딩,빅터 레빈,(주)유로커뮤니케이션,2018-12-13,미국,85,28856500,3612,코미디,15세이상관람가,독립/예술영화
381,382,2018,하나 빼고 완벽한 뉴욕 아파트,소피 브룩스,판씨네마(주),2018-12-27,미국,37,30944800,3609,코미디,12세이상관람가,독립/예술영화
382,383,2018,대관람차,"백재호,이희섭",무브먼트,2018-08-30,한국,36,29812250,3591,드라마,12세이상관람가,독립/예술영화
383,384,2018,수성못,유지영,㈜인디스토리,2018-04-19,한국,36,26185400,3539,드라마,15세이상관람가,독립/예술영화
384,385,2018,몬몬몬 몬스터,구파도,주식회사 더쿱,2018-07-12,대만,101,27639200,3426,공포(호러),15세이상관람가,독립/예술영화
386,387,2018,봄이가도,"장준엽,진청하,전신환",(주)시네마달,2018-09-13,한국,31,24339700,3379,드라마,12세이상관람가,독립/예술영화
387,388,2018,라 멜로디,라시드 하미,(주)디스테이션,2018-06-14,프랑스,39,25241500,3365,코미디,전체관람가,독립/예술영화
388,389,2018,더 펜션,"류장하,양종현,윤창모,정허덕재",(주)영화사오원,2018-06-21,한국,90,30492000,3340,드라마,15세이상관람가,독립/예술영화
393,394,2018,샘,황규일,롯데컬처웍스(주)롯데엔터테인먼트,2018-11-29,한국,68,24729750,3094,멜로/로맨스,12세이상관람가,독립/예술영화
395,396,2018,철의 심장을 가진 남자,세드릭 히메네즈,아이 엠,2018-11-08,미국,51,22631450,3051,액션,15세이상관람가,독립/예술영화
396,397,2018,정글,그렉 맥린,㈜코리아스크린,2018-05-31,호주,45,24788300,3043,액션,15세이상관람가,독립/예술영화
397,398,2018,리벤져,이승원,(주)리틀빅픽쳐스,2018-12-06,한국,57,22088100,3028,액션,15세이상관람가,일반영화
398,399,2018,샷 콜러,릭 로먼 워,(주)스톰픽쳐스코리아,2018-05-04,미국,59,20491100,3021,범죄,청소년관람불가,독립/예술영화
399,400,2018,다이빙벨 그후,이상호,(주)씨네포트,2018-05-24,한국,48,23524000,2981,다큐멘터리,12세이상관람가,독립/예술영화
400,401,2018,나와 봄날의 약속,백승빈,(주)키다리이엔티,2018-06-28,한국,86,22032500,2929,미스터리,15세이상관람가,독립/예술영화
401,402,2018,삼국-무영자,장예모,(주)제이앤씨미디어그룹,2018-12-13,중국,38,15498500,2914,액션,15세이상관람가,일반영화
403,404,2018,기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,야스히코 요시카즈,(주)디스테이션,2018-06-13,일본,51,25656500,2821,애니메이션,12세이상관람가,독립/예술영화
406,407,2018,괴물들,김백준,(주)리틀빅픽쳐스,2018-03-08,한국,56,22584500,2725,드라마,청소년관람불가,독립/예술영화
409,410,2018,뮤즈 드론즈 월드투어 실황,톰 커크,에스디시코리아 주식회사,2018-07-12,영국,32,36537500,2613,공연,12세이상관람가,일반영화
410,411,2018,미세스 하이드,세르쥬 보종,(주)엣나인필름,2018-05-31,프랑스,31,21460300,2536,드라마,15세이상관람가,독립/예술영화
412,413,2018,하나식당,최낙희,(주)영화사오원,2018-11-22,한국,40,21398450,2505,드라마,12세이상관람가,독립/예술영화
414,415,2018,22,궈커,메가박스중앙(주)플러스엠,2018-08-14,한국,31,18668000,2434,다큐멘터리,전체관람가,독립/예술영화
415,416,2018,호박과 마요네즈,토미나가 마사노리,(주)디스테이션,2018-09-13,일본,55,20060750,2406,멜로/로맨스,15세이상관람가,독립/예술영화
416,417,2018,별나라 몰리 몬스터,"마티아스 브런,테드 시저",(주)영화사 빅,2018-11-29,독일,63,17796300,2395,애니메이션,전체관람가,독립/예술영화
418,419,2018,리스펙트,심재희,커넥트픽쳐스(주),2018-11-28,한국,41,18974250,2279,다큐멘터리,15세이상관람가,독립/예술영화
421,422,2018,펭귄-위대한 모험 2,뤽 자케,윤스,2018-03-01,프랑스,70,17254300,2215,다큐멘터리,전체관람가,독립/예술영화
426,427,2018,식물도감,미키 코이치로,(주)라이크콘텐츠,2018-06-21,일본,48,17304100,2085,멜로/로맨스,12세이상관람가,독립/예술영화
429,430,2018,브레이븐,린 오딩,글뫼 주식회사,2018-09-13,캐나다,56,16147600,2063,액션,15세이상관람가,독립/예술영화
430,431,2018,인피니티 포스 : 독수리오형제 최후의 심판,마츠모토 준,와이드 릴리즈(주),2018-10-18,일본,124,15653800,2059,애니메이션,전체관람가,일반영화
431,432,2018,헬 페스트,그레고리 플로킨,(주)삼백상회,2018-12-13,미국,82,16378800,2047,공포(호러),15세이상관람가,일반영화
432,433,2018,초이스,로스 캐츠,(주)박수엔터테인먼트,2018-11-08,미국,62,17280100,2046,멜로/로맨스,12세이상관람가,독립/예술영화
438,439,2018,나미야 잡화점의 기적: 또 하나의 이야기,한 지에,윤스,2018-11-08,중국,47,14871350,1966,판타지,12세이상관람가,독립/예술영화
443,444,2018,우리는 썰매를 탄다,김경만,(주)콘텐츠 난다긴다,2018-03-07,한국,58,13450900,1863,다큐멘터리,전체관람가,독립/예술영화
446,447,2018,위시업,스콧 스피어,(주)영화사 그램,2018-12-13,미국,61,14607550,1828,뮤지컬,15세이상관람가,일반영화
449,450,2018,바람의 색,곽재용,(주)스톰픽쳐스코리아,2018-04-05,일본,46,13662900,1812,판타지,12세이상관람가,독립/예술영화
451,452,2018,22년 후의 고백,이리에 유,(주)영화사오원,2018-01-17,일본,41,12993500,1732,스릴러,15세이상관람가,독립/예술영화
455,457,2018,맘&대드,브라이언 테일러,(주)박수엔터테인먼트,2018-07-18,미국,52,12272600,1549,공포(호러),15세이상관람가,독립/예술영화
458,460,2018,충격과 공포,롭 라이너,(주)박수엔터테인먼트,2018-09-06,미국,78,11359200,1489,드라마,12세이상관람가,독립/예술영화
467,469,2018,더 히어로,브렛 헤일리,(주)디스테이션,2018-02-01,미국,31,9358400,1336,코미디,15세이상관람가,독립/예술영화
472,474,2018,하이 스트렁,마이클 데미언,(주)영화사 진진,2018-01-04,미국,66,9281500,1303,드라마,12세이상관람가,독립/예술영화
476,478,2018,기동전사 건담 디 오리진Ⅴ: 격돌 루움 전투,야스히코 요시카즈,(주)디스테이션,2018-06-13,일본,42,10636500,1221,애니메이션,12세이상관람가,독립/예술영화
477,479,2018,안개 속 소녀,도나토 카리시,(주)미디어 마그나,2018-12-06,이탈리아,31,9631900,1216,미스터리,12세이상관람가,독립/예술영화
499,501,2018,12피트,맷 에스칸다리,(주)라이크콘텐츠,2018-11-08,미국,40,7711350,924,스릴러,15세이상관람가,독립/예술영화
525,527,2018,아오 오니,하마무라 토시로,(주)박수엔터테인먼트,2018-01-04,일본,45,3688000,500,애니메이션,15세이상관람가,독립/예술영화
