,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
70,71,2013,화이트 하우스 다운,롤랜드 에머리히,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-06-27,미국,480,4015707500,569500,액션,15세이상관람가,일반영화
71,72,2013,인시디어스: 두번째 집,제임스 완,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-05,미국,405,4001137000,577748,공포(호러),15세이상관람가,일반영화
72,73,2013,사이코메트리,권호영,(주)씨제이이엔엠,2013-03-07,한국,429,3964769129,531953,미스터리,청소년관람불가,일반영화
73,74,2013,애프터 어스,M. 나이트 샤말란,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-05-30,미국,484,3831856167,537920,SF,12세이상관람가,일반영화
74,75,2013,퍼시 잭슨과 괴물의 바다,쏘어 프류덴탈,이십세기폭스코리아(주),2013-09-12,미국,409,3791349609,519584,판타지,12세이상관람가,일반영화
75,76,2013,남자사용설명서,이원석,(주)쇼박스,2013-02-14,한국,372,3602049257,507257,코미디,15세이상관람가,일반영화
76,77,2013,클라우드 아틀라스,"릴리 워쇼스키,라나 워쇼스키,톰 티크베어",(주)넥스트엔터테인먼트월드(NEW),2013-01-09,미국,382,3383430227,449071,SF,청소년관람불가,일반영화
77,78,2013,캐치미,이현종,롯데쇼핑㈜롯데엔터테인먼트,2013-12-18,한국,517,3284453500,479081,코미디,12세이상관람가,일반영화
78,79,2013,창수,이덕희,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013-11-28,한국,415,3146542000,429141,드라마,청소년관람불가,일반영화
79,80,2013,썬더와 마법저택,"벤 스타센,제레미 드그루손",(주)씨제이이엔엠,2013-12-24,벨기에,422,3109425000,459297,애니메이션,전체관람가,일반영화
80,81,2013,노브레싱,조용선,(주)나이너스엔터테인먼트,2013-10-30,한국,584,2991824739,451669,드라마,15세이상관람가,일반영화
81,82,2013,오즈 그레이트 앤드 파워풀,샘 레이미,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-07,미국,425,2886185000,350563,판타지,전체관람가,일반영화
82,83,2013,스토커,박찬욱,이십세기폭스코리아(주),2013-02-28,미국,329,2828301674,378729,드라마,청소년관람불가,일반영화
83,84,2013,론 레인저,고어 버빈스키,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-07-04,미국,401,2750149500,387527,액션,15세이상관람가,일반영화
84,85,2013,명탐정 코난 : 수평선상의 음모,야마모토 야스이치로,(주)씨제이이엔엠,2013-08-07,일본,316,2460173000,389253,애니메이션,12세이상관람가,일반영화
85,86,2013,미나문방구,정익환,롯데쇼핑㈜롯데엔터테인먼트,2013-05-16,한국,385,2247017000,334323,드라마,전체관람가,일반영화
86,87,2013,차이니즈 조디악,성룡,롯데쇼핑㈜롯데엔터테인먼트,2013-02-27,중국,300,2211711500,315305,액션,12세이상관람가,일반영화
87,88,2013,헨젤과 그레텔: 마녀 사냥꾼 3D,토미 위르콜라,(주)씨제이이엔엠,2013-02-14,미국,297,2122205602,269510,액션,청소년관람불가,일반영화
88,89,2013,이스케이프 플랜,미카엘 하프스트롬,판씨네마(주),2013-12-05,미국,287,2105280679,292655,액션,청소년관람불가,일반영화
89,90,2013,빌리와 용감한 녀석들 2,닉힐 아드바니,(주)에스비에스콘텐츠허브,2013-02-21,인도,289,2006325000,306837,애니메이션,전체관람가,일반영화
90,91,2013,롤러코스터,하정우,(주)씨제이이엔엠,2013-10-17,한국,374,1913087600,270148,코미디,15세이상관람가,일반영화
91,92,2013,장고:분노의 추적자,쿠엔틴 타란티노,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-21,미국,342,1883634000,260144,서부극(웨스턴),청소년관람불가,일반영화
92,93,2013,눈의 여왕,"블라드 바르베,막심 스베쉬니코브",(주)넥스트엔터테인먼트월드(NEW),2013-02-07,러시아,316,1823299000,274229,애니메이션,전체관람가,일반영화
93,94,2013,파이스토리 : 악당상어 소탕작전,"마크 A.Z. 디페,박태동",(주)에스비에스콘텐츠허브,2013-01-10,미국,298,1807928000,267373,애니메이션,전체관람가,일반영화
94,95,2013,밤의 여왕,김제영,(주)인벤트스톤,2013-10-17,한국,333,1762892500,252475,멜로/로맨스,15세이상관람가,일반영화
95,96,2013,캡틴 필립스,폴 그린그래스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-23,미국,302,1679067434,241514,액션,15세이상관람가,일반영화
96,97,2013,분노의 윤리학,박명랑,롯데쇼핑㈜롯데엔터테인먼트,2013-02-21,한국,302,1654554000,224891,스릴러,청소년관람불가,일반영화
97,98,2013,잡스,조슈아 마이클 스턴,(주)넥스트엔터테인먼트월드(NEW),2013-08-29,미국,402,1594113136,225146,드라마,12세이상관람가,일반영화
98,99,2013,비행기,클레이 홀,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-19,미국,408,1497648500,209661,애니메이션,전체관람가,일반영화
99,100,2013,비포 미드나잇,리차드 링클레이터,"(주)까멜리아이엔티,(주)팝엔터테인먼트",2013-05-22,미국,275,1485276000,203476,멜로/로맨스,청소년관람불가,일반영화
100,101,2013,송 포 유,폴 앤드류 윌리엄스,(주)넥스트엔터테인먼트월드(NEW),2013-04-18,영국,317,1484169000,216852,코미디,12세이상관람가,일반영화
101,102,2013,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,마스이 소이치,롯데쇼핑㈜롯데엔터테인먼트,2013-04-25,일본,290,1430168500,217320,애니메이션,전체관람가,일반영화
102,103,2013,세이빙 산타,"레온 주센,아론 실먼",(주)영화사 빅,2013-12-19,영국,297,1423188000,220752,애니메이션,전체관람가,일반영화
103,104,2013,응징자,신동엽,(주)인벤트스톤,2013-10-30,한국,305,1388412500,192347,액션,청소년관람불가,일반영화
104,105,2013,프리즈너스,드니 빌뇌브,"(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)",2013-10-02,미국,297,1362962500,186460,범죄,청소년관람불가,일반영화
105,106,2013,로마 위드 러브,우디 알렌,"(주)팝엔터테인먼트,(주)나이너스엔터테인먼트",2013-04-18,미국,201,1322285801,180486,코미디,청소년관람불가,독립/예술영화
106,107,2013,마이 리틀 히어로,김성훈,(주)씨제이이엔엠,2013-01-09,한국,341,1286203128,183650,드라마,전체관람가,일반영화
107,108,2013,백악관 최후의 날,안톤 후쿠아,씨너스엔터테인먼트(주),2013-06-05,미국,283,1268117000,180661,액션,청소년관람불가,일반영화
108,109,2013,노리개,최승호,(주)인벤트스톤,2013-04-18,한국,278,1229574500,169054,드라마,청소년관람불가,일반영화
109,110,2013,엔더스 게임,개빈 후드,롯데쇼핑㈜롯데엔터테인먼트,2013-12-31,미국,460,1229288000,166533,SF,12세이상관람가,일반영화
110,111,2013,톱스타,박중훈,롯데쇼핑㈜롯데엔터테인먼트,2013-10-24,한국,397,1194180500,175152,드라마,15세이상관람가,일반영화
111,112,2013,명탐정 코난:은빛 날개의 마술사,야마모토 야스이치로,(주)씨제이이엔엠,2013-01-24,일본,139,1158686500,176483,애니메이션,전체관람가,일반영화
112,113,2013,해양경찰 마르코,얀 리벡,(주)인벤트스톤,2013-02-14,덴마크,276,1143045000,180618,어드벤처,전체관람가,일반영화
113,114,2013,히든 카드,브래드 퍼맨,이십세기폭스코리아(주),2013-09-26,미국,362,1080423651,151476,범죄,청소년관람불가,일반영화
114,115,2013,더 퍼지,제임스 드모나코,유니버설픽쳐스인터내셔널 코리아(유),2013-11-06,미국,232,1030484000,137126,스릴러,청소년관람불가,일반영화
115,116,2013,블루 재스민,우디 앨런,(주)인벤트스톤,2013-09-25,미국,207,1030140900,140318,드라마,15세이상관람가,독립/예술영화
116,117,2013,더 자이언트,프라파스 콜사라논,(주)마인스 엔터테인먼트,2013-02-21,미국,227,996566000,157972,애니메이션,전체관람가,일반영화
117,118,2013,안나 카레니나,조 라이트,유니버설픽쳐스인터내셔널 코리아(유),2013-03-21,미국,248,986727000,143947,드라마,15세이상관람가,일반영화
118,119,2013,지슬 - 끝나지 않은 세월2,오멸,(주)영화사 진진,2013-03-21,한국,81,984416100,143490,드라마,15세이상관람가,독립/예술영화
119,120,2013,카운슬러,리들리 스콧,이십세기폭스코리아(주),2013-11-14,미국,293,966623000,133272,범죄,청소년관람불가,일반영화
120,121,2013,링컨,스티븐 스필버그,이십세기폭스코리아(주),2013-03-14,미국,214,941056500,135900,드라마,12세이상관람가,일반영화
121,122,2013,리딕,데이빗 토히,(주)영화사 빅,2013-11-28,미국,275,927494000,132059,SF,15세이상관람가,일반영화
122,123,2013,실버라이닝 플레이북,데이빗 O. 러셀,(주)나이너스엔터테인먼트,2013-02-14,미국,226,915598500,122698,멜로/로맨스,청소년관람불가,독립/예술영화
123,124,2013,러시 : 더 라이벌,론 하워드,롯데쇼핑㈜롯데엔터테인먼트,2013-10-09,미국,270,908114000,123582,액션,청소년관람불가,일반영화
124,125,2013,버틀러: 대통령의 집사,리 다니엘스,(주)넥스트엔터테인먼트월드(NEW),2013-11-28,미국,182,884325000,126822,드라마,15세이상관람가,일반영화
125,126,2013,배우는 배우다,신연식,(주)넥스트엔터테인먼트월드(NEW),2013-10-24,한국,297,811031000,111927,드라마,청소년관람불가,일반영화
126,127,2013,극장판 도라에몽: 진구의 비밀도구 박물관,테라모토 유키요,롯데쇼핑㈜롯데엔터테인먼트,2013-07-25,일본,239,780545500,122172,애니메이션,전체관람가,일반영화
127,128,2013,제로 다크 서티,캐서린 비글로우,(주)에스비에스콘텐츠허브,2013-03-07,미국,258,765247500,107104,전쟁,15세이상관람가,일반영화
128,129,2013,월터의 상상은 현실이 된다,벤 스틸러,"글뫼 주식회사,이십세기폭스코리아(주)",2013-12-31,미국,378,743050000,107279,어드벤처,12세이상관람가,일반영화
129,130,2013,바람이 분다,미야자키 하야오,롯데쇼핑㈜롯데엔터테인먼트,2013-09-05,일본,288,741722500,105650,애니메이션,전체관람가,일반영화
130,131,2013,일대종사,왕가위,CGV아트하우스,2013-08-22,중국,193,733314000,101437,액션,12세이상관람가,독립/예술영화
131,132,2013,R.I.P.D. : 알.아이.피.디.,로베르트 슈벤트케,유니버설픽쳐스인터내셔널 코리아(유),2013-08-22,미국,268,725451071,101460,액션,15세이상관람가,일반영화
132,133,2013,마마,안드레스 무시에티,유니버설픽쳐스인터내셔널 코리아(유),2013-01-23,미국,164,662161500,91143,공포(호러),15세이상관람가,일반영화
133,134,2013,로덴시아: 마법왕국의 전설,데이비드 비스바노,(주)영화사 빅,2013-10-02,페루,221,632768500,98575,애니메이션,전체관람가,독립/예술영화
134,135,2013,더 콜,브래드 앤더슨,(주)넥스트엔터테인먼트월드(NEW),2013-06-20,미국,241,626952634,88953,스릴러,청소년관람불가,일반영화
135,136,2013,원피스 극장판 Z,나가미네 타츠야,(주)씨제이이엔엠,2013-03-21,일본,267,626891000,93239,애니메이션,전체관람가,일반영화
136,137,2013,뷰티풀 크리처스,리차드 라그라브네스,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,미국,278,582030544,82995,스릴러,15세이상관람가,일반영화
137,138,2013,우리 선희,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2013-09-12,한국,39,529715900,68697,드라마,청소년관람불가,독립/예술영화
138,139,2013,토토의 움직이는 숲,에스벤 토프트 야콥슨,(주)미디어데이,2013-06-20,덴마크,191,502754000,78571,애니메이션,전체관람가,독립/예술영화
139,140,2013,투 마더스,앤 폰테인,(주)싸이더스,2013-08-22,프랑스,198,497511000,71264,드라마,청소년관람불가,독립/예술영화
140,141,2013,닥터,"김성홍,김유정,배현지",(주)마인스 엔터테인먼트,2013-06-20,한국,163,495574500,68312,스릴러,청소년관람불가,일반영화
141,142,2013,라스트 스탠드,김지운,(주)씨제이이엔엠,2013-02-21,미국,300,492135000,66698,액션,청소년관람불가,일반영화
142,143,2013,쿵후팬더: 영웅의 탄생,레오 로,(주)미디어데이,2013-07-04,중국,197,465317000,74143,애니메이션,전체관람가,독립/예술영화
143,144,2013,화이트 고릴라,안드레스 G. 슈에,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",2013-10-31,스페인,182,464078500,71796,애니메이션,전체관람가,일반영화
144,145,2013,에반게리온: Q,안노 히데아키,"㈜T-JOY,씨너스엔터테인먼트(주)",2013-04-25,일본,59,435800211,61423,애니메이션,15세이상관람가,일반영화
145,146,2013,피노키오: 당나귀 섬의 비밀,엔조 달로,(주)인벤트스톤,2013-04-25,이탈리아,283,430554000,68711,애니메이션,전체관람가,독립/예술영화
146,147,2013,토니 스토리: 깡통제국의 비밀,토마스 보덴스타인,(주)영화사 빅,2013-07-18,독일,257,422490500,67663,애니메이션,전체관람가,독립/예술영화
147,148,2013,웃는 남자,장 피에르 아메리스,씨너스엔터테인먼트(주),2013-03-28,프랑스,170,403906500,57652,미스터리,15세이상관람가,독립/예술영화
148,149,2013,정글번치 : 빙산으로의 귀환,"다비드 알로,에릭 토스티",(주)팝엔터테인먼트,2013-10-02,프랑스,224,401342000,64744,애니메이션,전체관람가,일반영화
149,150,2013,언어의 정원,신카이 마코토,(주)팝엔터테인먼트,2013-08-14,일본,64,384597200,51337,애니메이션,12세이상관람가,독립/예술영화
150,151,2013,그렇게 아버지가 된다,고레에다 히로카즈,(주)티캐스트콘텐츠허브,2013-12-19,일본,41,371549562,49287,드라마,전체관람가,독립/예술영화
151,152,2013,호프 스프링즈,데이빗 프랭클,(주)시너지하우스 (시너지),2013-04-04,미국,179,368939500,52426,멜로/로맨스,청소년관람불가,일반영화
152,153,2013,산타의 매직 크리스탈,앙티 하이칼라,(주)팝엔터테인먼트,2013-11-28,벨기에,192,366202000,60485,애니메이션,전체관람가,독립/예술영화
153,154,2013,돌핀 : 꿈꾸는 다니엘의 용감한 모험,에두와르도 슐츠,팝엔터테인먼트,2013-03-21,페루,197,354256000,53744,애니메이션,전체관람가,일반영화
154,155,2013,블랙 가스펠,히즈엠티 선교회,(주)넥스트엔터테인먼트월드(NEW),2013-11-14,한국,143,349451500,50656,드라마,전체관람가,독립/예술영화
155,156,2013,스카이포스 3D,토니 탕,(주)미디어데이,2013-02-28,미국,183,349260500,51553,애니메이션,전체관람가,일반영화
156,157,2013,꼬마영웅 경찰차 프로디,라스무스 A. 실버르센,예지림엔터테인먼트,2013-04-11,노르웨이,229,343590000,52154,애니메이션,전체관람가,독립/예술영화
157,158,2013,오싱,토가시 신,(주)팝엔터테인먼트,2013-12-05,일본,233,333012500,51337,드라마,전체관람가,독립/예술영화
158,159,2013,적인걸2 : 신도해왕의 비밀,서극,씨너스엔터테인먼트(주),2013-10-02,중국,169,328321000,46796,미스터리,12세이상관람가,일반영화
159,160,2013,뜨거운 안녕,남택수,(주)나이너스엔터테인먼트,2013-05-30,한국,172,315291000,47105,드라마,12세이상관람가,일반영화
160,161,2013,글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,(주)에스비에스콘텐츠허브,2013-03-14,이탈리아,275,298917500,44198,애니메이션,전체관람가,일반영화
161,162,2013,호두까기인형 3D,안드레이 콘찰로프스키,(주)나이너스엔터테인먼트,2013-01-03,미국,132,298444000,44677,가족,전체관람가,일반영화
162,163,2013,호스트,앤드류 니콜,(주)넥스트엔터테인먼트월드(NEW),2013-04-04,미국,244,298122000,42708,SF,15세이상관람가,일반영화
163,164,2013,드래곤볼Z : 신들의 전쟁,호소다 마사히로,(주)인벤트스톤,2013-08-29,일본,262,292117500,44231,애니메이션,전체관람가,일반영화
164,165,2013,프리버즈: 밍쿠와 찌아의 도시 대탈출,"다니엘 드 필립포,구스타보 지아니니",(주)영화사 빅,2013-09-17,아르헨티나,213,288856500,44466,애니메이션,전체관람가,독립/예술영화
165,166,2013,스니치,릭 로먼 워,(주)마인스 엔터테인먼트,2013-05-09,미국,153,286388500,41242,액션,15세이상관람가,일반영화
166,167,2013,세이프 헤이븐,라세 할스트롬,(주)팝엔터테인먼트,2013-11-06,미국,133,281331000,39731,멜로/로맨스,15세이상관람가,독립/예술영화
167,168,2013,문라이즈 킹덤,웨스 앤더슨,(주)영화사 진진,2013-01-31,미국,34,275919300,35328,코미디,15세이상관람가,독립/예술영화
168,169,2013,끝과 시작,민규동,롯데쇼핑㈜롯데엔터테인먼트,2013-04-04,한국,185,272411000,38432,멜로/로맨스,청소년관람불가,독립/예술영화
169,170,2013,슈퍼윙스 3D,올가 로패토,(주)영화사 빅,2013-08-14,러시아,129,269711500,46124,애니메이션,전체관람가,일반영화
170,171,2013,누구의 딸도 아닌 해원,홍상수,"(주)영화제작전원사 ,(주)영화사 조제",2013-02-28,한국,35,268878400,34876,드라마,청소년관람불가,독립/예술영화
