,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
171,172,2013,더 헌트,토마스 빈터베르그,"(주)엣나인필름,씨너스엔터테인먼트(주)",2013-01-24,덴마크,37,263329000,34724,드라마,15세이상관람가,독립/예술영화
172,173,2013,사이드 이펙트,스티븐 소더버그,롯데쇼핑㈜롯데엔터테인먼트,2013-07-11,미국,172,258658000,37134,스릴러,청소년관람불가,일반영화
173,174,2013,마스터,폴 토마스 앤더슨,(주)영화사 진진,2013-07-11,미국,38,256118300,33505,드라마,청소년관람불가,독립/예술영화
174,175,2013,뫼비우스,김기덕,(주)넥스트엔터테인먼트월드(NEW),2013-09-05,한국,128,250644579,34740,드라마,청소년관람불가,독립/예술영화
175,176,2013,폭풍우 치는 밤에: 비밀 친구,아미노 테츠로,(주)마인스 엔터테인먼트,2013-05-01,일본,231,241928500,37112,애니메이션,전체관람가,일반영화
176,177,2013,극장판 썬더일레븐 GO VS 골판지 전사 W,미야오 요시카즈,(주)씨제이이엔엠,2013-06-05,일본,99,240929500,36492,애니메이션,전체관람가,일반영화
177,178,2013,저스틴,마누엘 시실라,(주)넥스트엔터테인먼트월드(NEW),2013-12-31,스페인,332,237729500,36676,애니메이션,전체관람가,일반영화
178,179,2013,빅 웨딩,저스틴 잭햄,(주)나이너스엔터테인먼트,2013-06-27,미국,166,231885500,33993,멜로/로맨스,청소년관람불가,일반영화
179,180,2013,러스트 앤 본,자크 오디아르,그린나래미디어(주),2013-05-02,프랑스,37,228578900,30193,멜로/로맨스,청소년관람불가,독립/예술영화
180,181,2013,에코 플래닛 3D : 지구 구출 특급 대작전,콤핀 켐군니르드,(주)인벤트스톤,2013-10-09,태국,183,228314000,36327,애니메이션,전체관람가,독립/예술영화
181,182,2013,꼭두각시,권영락,(주)인벤트스톤,2013-06-20,한국,134,227941500,31713,공포(호러),청소년관람불가,일반영화
182,183,2013,러브액츄얼리: 크리스마스 에디션,리차드 커티스,(주)팝엔터테인먼트,2013-12-18,미국,82,220720647,28872,멜로/로맨스,청소년관람불가,독립/예술영화
183,184,2013,드래곤 헌터,"기욤 이베르넬,아르튀르 크왁","롯데쇼핑㈜롯데엔터테인먼트,케이비에스미디어(주)",2013-01-24,프랑스,105,219090000,34984,애니메이션,전체관람가,일반영화
184,185,2013,머드,제프 니콜스,(주)프레인글로벌,2013-11-28,미국,113,206252500,28507,드라마,15세이상관람가,독립/예술영화
185,186,2013,극장판 나루토 질풍전: 로드 투 닌자,하야토 다테,씨너스엔터테인먼트(주),2013-02-21,일본,72,200250500,30117,애니메이션,전체관람가,일반영화
186,187,2013,코비: 블루 엘리펀트의 전설,타위랍 스리우티윙스,(주)영화사 빅,2013-12-05,태국,104,165671000,27463,애니메이션,전체관람가,일반영화
187,188,2013,빨간머리 앤 : 그린게이블로 가는 길,다카하타 이사오,(주)미디어데이,2013-01-09,일본,108,165643000,23493,애니메이션,전체관람가,독립/예술영화
188,189,2013,프라미스드 랜드,구스 반 산트,CGV아트하우스,2013-12-12,미국,52,164943162,22097,드라마,12세이상관람가,독립/예술영화
189,190,2013,쾌걸 조로리의 대대대대모험,이와사키 토모코,(주)미디어데이,2013-06-05,일본,136,164250500,26278,애니메이션,전체관람가,일반영화
190,191,2013,그랑블루 리마스터링 감독판,뤽 베송,(주)팝파트너스,2013-07-25,프랑스,34,162955000,21306,멜로/로맨스,15세이상관람가,독립/예술영화
191,192,2013,사이비,연상호,(주)넥스트엔터테인먼트월드(NEW),2013-11-21,한국,76,162722300,21864,애니메이션,청소년관람불가,독립/예술영화
192,193,2013,알렉스 크로스,롭 코헨,(주)인벤트스톤,2013-03-14,미국,162,162716000,22771,액션,청소년관람불가,일반영화
193,194,2013,짓,한종훈,(주)팝파트너스,2013-09-25,한국,159,159384500,22526,멜로/로맨스,청소년관람불가,독립/예술영화
194,195,2013,플레이스 비욘드 더 파인즈,데릭 시엔프랜스,(주)미디어데이,2013-08-01,미국,30,156138000,21088,범죄,청소년관람불가,독립/예술영화
195,196,2013,잉여들의 히치하이킹,이호재,CGV아트하우스,2013-11-28,한국,31,154223500,22166,다큐멘터리,12세이상관람가,독립/예술영화
196,197,2013,플라이트,로버트 저메키스,(주)씨제이이엔엠,2013-02-28,미국,79,150391500,20491,드라마,청소년관람불가,일반영화
197,198,2013,천안함 프로젝트,백승우,(주)아우라픽처스,2013-09-05,한국,33,150123500,20085,다큐멘터리,12세이상관람가,독립/예술영화
198,199,2013,히어로,김봉한,(주)마인스 엔터테인먼트,2013-10-08,한국,179,148940000,22617,가족,전체관람가,일반영화
199,200,2013,스파이크,"다비드 알로,에릭 토스티","예지림엔터테인먼트,선필름",2013-12-05,프랑스,159,145382500,24346,애니메이션,전체관람가,독립/예술영화
200,201,2013,소녀,최진성,(주)씨제이이엔엠,2013-11-07,한국,73,142456000,18996,멜로/로맨스,청소년관람불가,독립/예술영화
201,202,2013,디스커넥트,헨리 알렉스 루빈,(주)영화사 빅,2013-11-07,미국,113,140642204,19460,드라마,청소년관람불가,독립/예술영화
202,203,2013,러브레이스,"롭 엡스타인,제프리 프리드먼",씨너스엔터테인먼트(주),2013-10-17,미국,154,139215138,19933,드라마,청소년관람불가,독립/예술영화
203,204,2013,테이크다운,에란 크리비,(주)에스비에스콘텐츠허브,2013-04-18,영국,138,135780500,19415,액션,15세이상관람가,독립/예술영화
204,205,2013,셰임,스티브 맥퀸,㈜영화사 백두대간,2013-05-09,영국,34,134649000,17827,드라마,청소년관람불가,독립/예술영화
205,206,2013,홀리 모터스,레오스 카락스,"(주)영화사 안다미로,오드",2013-04-04,프랑스,34,134355400,17348,드라마,청소년관람불가,독립/예술영화
206,207,2013,꼬마마녀 요요와 네네,히라오 타카유키,"㈜T-JOY,씨너스엔터테인먼트(주)",2013-12-25,일본,90,133369000,20146,애니메이션,전체관람가,일반영화
207,208,2013,아기기린 자라파,"레미 베잔송,장-클리스토페 리에",롯데쇼핑㈜롯데엔터테인먼트,2013-02-14,프랑스,87,133077000,20811,애니메이션,전체관람가,일반영화
208,209,2013,완전 소중한 사랑,김진민,주식회사 마운틴픽쳐스,2013-11-21,한국,66,127694500,20063,드라마,12세이상관람가,일반영화
209,210,2013,이별계약,오기환,(주)씨제이이엔엠,2013-06-20,한국,63,127495500,17797,멜로/로맨스,12세이상관람가,일반영화
210,211,2013,부도리의 꿈,스기이 기사부로,(주)나이너스엔터테인먼트,2013-01-30,일본,117,123582500,18940,애니메이션,전체관람가,일반영화
211,212,2013,잉투기,엄태화,CGV아트하우스,2013-11-14,한국,94,118896600,16733,액션,15세이상관람가,독립/예술영화
212,213,2013,퍼펙트,닐스 아르덴 오플레브,(주)마인스 엔터테인먼트,2013-09-25,미국,136,116662500,17916,액션,청소년관람불가,일반영화
213,214,2013,명왕성,신수원,(주)싸이더스,2013-07-11,한국,78,114536500,16828,드라마,15세이상관람가,독립/예술영화
214,215,2013,베이트,킴블 렌달,(주)팝파트너스,2013-08-08,호주,59,108522500,16091,공포(호러),15세이상관람가,일반영화
215,216,2013,메탈리카 스루 더 네버,님로드 안탈,(주)나이너스엔터테인먼트,2013-11-14,미국,30,104274800,9438,뮤지컬,15세이상관람가,독립/예술영화
216,217,2013,데드폴,스테판 루조비츠키,(주)에스비에스콘텐츠허브,2013-01-23,미국,82,101887000,14744,범죄,청소년관람불가,일반영화
217,218,2013,48미터,민백두,(주)씨제이이엔엠,2013-07-04,한국,35,101214000,13118,드라마,15세이상관람가,독립/예술영화
218,219,2013,호비와 후후의 대모험: 무지개꽃을 구하라,히라바야시 이사무,(주)머스트씨무비,2013-09-26,일본,45,97632500,15050,애니메이션,전체관람가,일반영화
219,220,2013,올 이즈 로스트,J.C 챈더,유니버설픽쳐스인터내셔널 코리아(유),2013-11-07,미국,33,97412000,13180,드라마,12세이상관람가,독립/예술영화
220,221,2013,공정사회,이지승,(주)엣나인필름,2013-04-18,한국,37,97348000,14461,드라마,청소년관람불가,독립/예술영화
221,222,2013,터미네이터 2 : 심판의 날 감독판,제임스 카메론,(주)팝엔터테인먼트,2013-11-14,미국,47,96779000,13426,액션,15세이상관람가,일반영화
222,223,2013,갬빗,마이클 호프만,(주)나이너스엔터테인먼트,2013-11-28,미국,94,95213128,14426,코미디,15세이상관람가,독립/예술영화
223,224,2013,터치 오브 라이트,장영치,씨너스엔터테인먼트(주),2013-03-14,대만,128,94716000,14323,드라마,전체관람가,독립/예술영화
224,225,2013,아티스트 봉만대,봉만대,씨너스엔터테인먼트(주),2013-08-29,한국,131,93817000,14188,코미디,청소년관람불가,일반영화
225,226,2013,킥 애스 2 : 겁없는 녀석들,제프 와드로,유니버설픽쳐스인터내셔널 코리아(유),2013-10-17,미국,152,92028000,12827,액션,청소년관람불가,일반영화
226,227,2013,원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR,"손석,정치영",골든타이드픽처스(주),2013-10-31,한국,39,90752500,8038,공연,전체관람가,일반영화
227,228,2013,피치 퍼펙트,제이슨 무어,유니버설픽쳐스인터내셔널 코리아(유),2013-03-28,미국,143,90720000,13520,코미디,15세이상관람가,일반영화
228,229,2013,브로큰 시티,알렌 휴즈,(주)팝파트너스,2013-04-04,미국,80,90551000,12557,범죄,15세이상관람가,일반영화
229,230,2013,콰르텟,더스틴 호프만,㈜영화사 백두대간,2013-03-28,영국,37,90236000,12717,코미디,12세이상관람가,독립/예술영화
230,231,2013,안녕?! 오케스트라,이철하,(주)영화사 진진,2013-11-28,한국,49,88222000,14065,다큐멘터리,전체관람가,독립/예술영화
231,232,2013,사랑은 타이핑 중!,레지스 르왕사르,판씨네마(주),2013-05-22,프랑스,114,87617561,12983,멜로/로맨스,15세이상관람가,독립/예술영화
232,233,2013,극장판 토리코 : 미식신의 스페셜메뉴,자코 아키후미,(주)미디어데이,2013-11-28,일본,38,83206000,12635,애니메이션,전체관람가,일반영화
233,234,2013,토마스와 친구들: 블루마운틴 미스터리,그렉 티어넌,(주)팝엔터테인먼트,2013-10-17,영국,49,80186500,12054,애니메이션,전체관람가,일반영화
234,235,2013,"다시, 뜨겁게 사랑하라!",수잔 비에르,(주)마인스 엔터테인먼트,2013-01-03,덴마크,34,79827500,10761,드라마,15세이상관람가,독립/예술영화
235,236,2013,페어리테일: 봉황의 무녀,후지모리 마사야,(주)나이너스엔터테인먼트,2013-02-28,일본,50,79291500,11830,애니메이션,전체관람가,일반영화
236,237,2013,타이치0 3D,풍덕륜,(주)영화사 빅,2013-07-04,홍콩,116,76315000,11414,코미디,12세이상관람가,일반영화
237,238,2013,소명 하늘의 별,신현원,(주)에스피엠,2013-03-21,한국,33,75082000,11666,다큐멘터리,12세이상관람가,독립/예술영화
238,239,2013,슈퍼히어로,에두와르도 슐츠,(주)영화사 빅,2013-07-31,페루,74,73535000,11469,애니메이션,전체관람가,일반영화
239,240,2013,파라노만,"샘 펠,크리스 버틀러",유니버설픽쳐스인터내셔널 코리아(유),2013-02-07,미국,54,73311000,10654,애니메이션,12세이상관람가,일반영화
240,241,2013,당신에게도 사랑이 다시 찾아올까요?,가브리엘 무치노,(주)영화사 빅,2013-10-17,미국,104,70430500,10328,멜로/로맨스,15세이상관람가,일반영화
241,242,2013,로봇 앤 프랭크,제이크 슈레이어,(주)마인스 엔터테인먼트,2013-01-17,미국,38,69243000,10379,코미디,12세이상관람가,독립/예술영화
242,243,2013,콜렉션,마커스 던스탠,(주)팝엔터테인먼트,2013-05-02,미국,62,69000552,9518,액션,청소년관람불가,일반영화
243,244,2013,드림팀,올리비에 다한,(주)싸이더스,2013-03-21,프랑스,97,68051500,9483,드라마,12세이상관람가,일반영화
244,245,2013,라스트 엑소시즘: 잠들지 않는 영혼,에드 게스-도넬리,(주)팝파트너스,2013-06-27,미국,92,65939500,9442,공포(호러),15세이상관람가,일반영화
245,246,2013,연애의 기술,이수성,(주)팝엔터테인먼트,2013-10-30,한국,63,64882000,8913,멜로/로맨스,청소년관람불가,일반영화
246,247,2013,초한지: 영웅의 부활,루 추안,(주)인벤트스톤,2013-03-28,중국,75,60679500,8722,액션,15세이상관람가,일반영화
247,248,2013,"패션, 위험한 열정",브라이언 드 팔마,판씨네마(주),2013-08-14,독일,33,58729000,8098,스릴러,청소년관람불가,독립/예술영화
248,249,2013,폭스파이어,로랑 캉테,그린나래미디어(주),2013-08-22,프랑스,30,56081000,7730,드라마,15세이상관람가,독립/예술영화
249,250,2013,유다의 사자 : 부활절 대모험,"데릭 브룸,로저 호킨스",예지림엔터테인먼트,2013-03-28,미국,63,54146500,8180,애니메이션,전체관람가,일반영화
250,251,2013,환상속의 그대,강진아,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2013-05-16,한국,32,53202700,7482,멜로/로맨스,청소년관람불가,독립/예술영화
251,252,2013,라자르 선생님,필리프 팔라도,프리비젼엔터테인먼트,2013-05-09,캐나다,52,52975000,7810,코미디,12세이상관람가,독립/예술영화
252,253,2013,페이머스 파이브 : 키린섬의 비밀,마이크 마주크,예지림엔터테인먼트,2013-10-17,독일,71,50861000,7638,가족,전체관람가,독립/예술영화
253,254,2013,버니,리차드 링클레이터,(주)미디어데이,2013-06-20,미국,30,50100000,7385,코미디,15세이상관람가,독립/예술영화
254,255,2013,투건스,발타자르 코루마쿠르,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-11-07,미국,58,49731500,7806,액션,청소년관람불가,일반영화
255,256,2013,코알라,김주환,"어뮤즈,(주)엣나인필름",2013-10-24,한국,65,47015000,6287,드라마,15세이상관람가,독립/예술영화
256,257,2013,"마진 콜: 24시간, 조작된 진실",J.C 챈더,(주)팝파트너스,2013-01-03,미국,30,45934500,6342,스릴러,15세이상관람가,독립/예술영화
257,258,2013,영웅 - 샐러멘더의 비밀,"알렉산드르 야킴추크,엘레나 코발레바",익스트림 필름,2013-03-14,러시아,39,44081500,5987,액션,15세이상관람가,일반영화
258,259,2013,저스트 어 이어,댄 마저,타임스토리그룹(주),2013-05-30,영국,48,43897500,6312,코미디,청소년관람불가,일반영화
259,260,2013,킬링 소프틀리,앤드류 도미닉,(주)쇼박스,2013-04-04,미국,32,43220547,6232,액션,청소년관람불가,일반영화
260,261,2013,헨리스 크라임,말콤 벤빌,(주)팝파트너스,2013-01-31,미국,65,41616000,5663,범죄,15세이상관람가,일반영화
261,262,2013,날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,야노 히로유키,씨너스엔터테인먼트(주),2013-02-07,일본,114,41055250,8397,애니메이션,전체관람가,일반영화
262,263,2013,체브라시카,나카무라 마코토,브릿지웍스 엔터테인먼트(주),2013-11-14,일본,73,41034500,6261,애니메이션,전체관람가,일반영화
263,264,2013,말하는 건축 시티:홀,정재은,(주)미디어데이,2013-10-24,한국,31,40850800,5488,다큐멘터리,전체관람가,독립/예술영화
264,265,2013,야관문: 욕망의 꽃,임경수,주식회사 마운틴픽쳐스,2013-11-07,한국,90,38906500,5491,미스터리,청소년관람불가,독립/예술영화
265,266,2013,뒷담화: 감독이 미쳤어요,이재용,필라멘트픽쳐스,2013-02-28,한국,39,38535100,5284,드라마,12세이상관람가,독립/예술영화
266,267,2013,짚의 방패,미이케 다카시,(주)미디어데이,2013-08-29,일본,30,38366000,5870,액션,15세이상관람가,독립/예술영화
267,268,2013,킬링시즌,마크 스티븐 존슨,(주)팝파트너스,2013-09-05,미국,102,37128000,5598,액션,청소년관람불가,일반영화
268,269,2013,극장판 요술공주 밍키: 꿈 속의 윤무,유야마 쿠니히코,에이원엔터테인먼트,2013-11-14,일본,105,35856500,5438,애니메이션,전체관람가,일반영화
269,270,2013,블링 링,소피아 코폴라,찬란,2013-09-05,미국,30,34907000,4641,범죄,청소년관람불가,독립/예술영화
270,271,2013,후세: 말하지 못한 내 사랑,미야지 마사유키,(주)미디어데이,2013-03-28,일본,49,32394000,4601,애니메이션,15세이상관람가,독립/예술영화
271,272,2013,동사서독 리덕스,왕가위,"(주)디스테이션,(주)엔케이컨텐츠,(주)앤드플러스미디어웍스",2013-12-05,홍콩,37,31942500,4341,액션,15세이상관람가,일반영화
272,273,2013,미스터 빌리:하일랜드의 수호자,샤샤 하트만,예지림엔터테인먼트,2013-05-30,영국,61,31869500,5085,애니메이션,전체관람가,일반영화
273,274,2013,문빔베어: 달을 사랑한 작은 곰,"마이크 마우루스,토마스 보덴스타인",(주)시너지하우스 (시너지),2013-05-01,독일,93,31145000,4747,가족,전체관람가,일반영화
274,275,2013,장강7호 : 내친구 마법요정,원건도,(주)마인스 엔터테인먼트,2013-08-22,홍콩,64,30521500,5104,애니메이션,전체관람가,일반영화
275,276,2013,그 강아지 그 고양이,민병우,(주)씨제이이엔엠,2013-12-12,한국,33,29340500,3919,멜로/로맨스,12세이상관람가,독립/예술영화
276,277,2013,컨빅션,토니 골드윈,(주)시너지하우스 (시너지),2013-01-03,미국,37,29338500,4060,드라마,15세이상관람가,일반영화
277,278,2013,사랑해! 진영아,이성은,"㈜인디스토리,(주)인디플러그",2013-11-07,한국,79,26852000,3823,드라마,15세이상관람가,독립/예술영화
278,279,2013,극장판 쥬얼펫: 스위트댄스 프린세스,사쿠라이 히로아키,(주)머스트씨무비,2013-11-07,일본,41,26768000,4277,애니메이션,전체관람가,일반영화
279,280,2013,디아틀로프,레니 할린,(주)팝엔터테인먼트,2013-06-13,미국,41,25555500,3707,스릴러,15세이상관람가,일반영화
280,281,2013,미스체인지,정초신,브릿지웍스 엔터테인먼트(주),2013-09-05,한국,41,23494500,3344,코미디,청소년관람불가,일반영화
281,282,2013,팬텀: 라스트 커맨더,토드 로빈슨,브릿지웍스 엔터테인먼트(주),2013-07-04,미국,46,19102500,2684,액션,15세이상관람가,일반영화
282,283,2013,매니악 : 슬픈 살인의 기록,프랭크 칼폰,(주)퍼스트런,2013-07-04,미국,34,19046000,2578,공포(호러),청소년관람불가,일반영화
283,284,2013,극장판 헌터X헌터 : 팬텀루즈,사토 유조,씨너스엔터테인먼트(주),2013-06-27,일본,47,18568000,2988,애니메이션,15세이상관람가,일반영화
284,285,2013,도리안 그레이,올리버 파커,(주)영화사 빅,2013-05-30,영국,53,14780500,2153,드라마,청소년관람불가,일반영화
285,286,2013,그녀가 부른다,박은형,(주)미디어데이,2013-12-26,한국,32,12535000,2150,멜로/로맨스,15세이상관람가,독립/예술영화
286,287,2013,붓다:싯다르타 왕자의 모험,모리시타 코조,(주)나이너스엔터테인먼트,2013-05-17,일본,30,7788000,1196,애니메이션,15세이상관람가,일반영화
