,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
50,51,2019,나랏말싸미,조철현,메가박스중앙(주)플러스엠,2019-07-24,한국,1211,937112800,958775,사극,전체관람가,일반영화
51,52,2019,엑스맨: 다크 피닉스,사이먼 킨버그,이십세기폭스코리아(주),2019-06-05,미국,991,901717350,862744,액션,12세이상관람가,일반영화
52,53,2019,맨 인 블랙: 인터내셔널,F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트,2019-06-12,미국,1151,772685300,851040,액션,12세이상관람가,일반영화
53,54,2019,레드슈즈,홍성호,(주)넥스트엔터테인먼트월드(NEW),2019-07-25,한국,717,871629560,817547,애니메이션,전체관람가,일반영화
54,55,2019,뽀로로 극장판 보물섬 대모험,"김현호,윤창섭,김현호",(주)넥스트엔터테인먼트월드(NEW),2019-04-25,한국,736,840217440,766758,애니메이션,전체관람가,일반영화
55,56,2019,캣츠,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),2019-12-24,미국,1143,774683700,728328,뮤지컬,12세이상관람가,일반영화
56,57,2019,명탐정 피카츄,롭 레터맨,워너브러더스 코리아(주),2019-05-09,미국,817,780549310,686809,액션,전체관람가,일반영화
57,58,2019,신비아파트 극장판 하늘도깨비 대 요르문간드,변영규,(주)씨제이이엔엠,2019-12-19,한국,841,738851760,672122,애니메이션,전체관람가,일반영화
58,59,2019,나이브스 아웃,라이언 존슨,(주)올스타엔터테인먼트,2019-12-04,미국,686,784272200,662874,미스터리,12세이상관람가,일반영화
59,60,2019,샤잠!,데이비드 F. 샌드버그,워너브러더스 코리아(주),2019-04-03,미국,1148,714892500,656492,액션,12세이상관람가,일반영화
60,61,2019,날씨의 아이,신카이 마코토,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)",2019-10-30,일본,716,665658710,655876,애니메이션,15세이상관람가,일반영화
61,62,2019,나를 찾아줘,김승우,워너브러더스 코리아(주),2019-11-27,한국,875,691188500,645082,스릴러,15세이상관람가,일반영화
62,63,2019,광대들: 풍문조작단,김주호,워너브러더스 코리아(주),2019-08-21,한국,806,642120680,637021,사극,12세이상관람가,일반영화
63,64,2019,그것: 두 번째 이야기,안드레스 무시에티,워너브러더스 코리아(주),2019-09-04,미국,999,613273720,591043,스릴러,15세이상관람가,일반영화
64,65,2019,극장판 헬로카봇 : 달나라를 구해줘!,"최신규,김진철",롯데컬처웍스(주)롯데엔터테인먼트,2019-09-04,한국,889,696241320,587818,애니메이션,전체관람가,일반영화
65,66,2019,극장판 헬로카봇: 옴파로스 섬의 비밀,"최신규,김진철",(주)넥스트엔터테인먼트월드(NEW),2019-01-31,한국,752,562559660,575353,애니메이션,전체관람가,일반영화
66,67,2019,이스케이프 룸,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-03-14,미국,850,630556300,563114,액션,15세이상관람가,일반영화
67,68,2019,양자물리학,이성태,(주)메리크리스마스,2019-09-25,한국,799,614916500,553879,범죄,15세이상관람가,일반영화
68,69,2019,애드 아스트라,제임스 그레이,이십세기폭스코리아(주),2019-09-19,미국,853,592223200,513375,SF,12세이상관람가,일반영화
69,70,2019,47미터 2,요하네스 로버츠,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-08-28,미국,649,549455880,501934,공포(호러),15세이상관람가,일반영화
70,71,2019,애나벨 집으로,게리 도버먼,워너브러더스 코리아(주),2019-06-26,미국,653,546115880,481766,공포(호러),15세이상관람가,일반영화
71,72,2019,글래스,M. 나이트 샤말란,월트디즈니컴퍼니코리아 유한책임회사,2019-01-17,미국,837,465849080,466475,드라마,15세이상관람가,일반영화
72,73,2019,감쪽같은 그녀,허인무,메가박스중앙(주)플러스엠,2019-12-04,한국,761,482594500,436205,드라마,전체관람가,일반영화
73,74,2019,그린 북,피터 패럴리,CGV아트하우스,2019-01-09,미국,398,467986490,429733,드라마,12세이상관람가,독립/예술영화
74,75,2019,장난스런 키스,프랭키 첸,"오드,(주)홈초이스",2019-03-27,대만,532,445726660,428009,멜로/로맨스,12세이상관람가,독립/예술영화
75,76,2019,해피 데스데이 2 유,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2019-02-14,미국,657,473919360,412850,공포(호러),15세이상관람가,일반영화
76,77,2019,극장판 공룡메카드: 타이니소어의 섬,"최신규,유재운",(주)넥스트엔터테인먼트월드(NEW),2019-01-10,한국,763,451225690,410131,애니메이션,전체관람가,일반영화
77,78,2019,제미니 맨,이안,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-09,미국,845,428533870,387342,액션,12세이상관람가,일반영화
78,79,2019,고질라: 킹 오브 몬스터,마이클 도허티,워너브러더스 코리아(주),2019-05-29,미국,923,375492420,359041,액션,12세이상관람가,일반영화
79,80,2019,덤보,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사,2019-03-27,미국,797,348527658,345521,가족,전체관람가,일반영화
81,82,2019,브링 더 소울 : 더 무비,박준수,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사",2019-08-07,한국,569,506274000,336074,기타,전체관람가,일반영화
82,83,2019,헬보이,닐 마샬,메가박스중앙(주)플러스엠,2019-04-10,미국,726,326106570,323098,액션,청소년관람불가,일반영화
83,84,2019,아담스 패밀리,"그렉 티어넌,콘래드 베논",유니버설픽쳐스인터내셔널 코리아(유),2019-11-07,미국,802,316405720,321726,애니메이션,전체관람가,일반영화
84,85,2019,예스터데이,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),2019-09-18,미국,816,304956040,305504,드라마,12세이상관람가,일반영화
85,86,2019,미성년,김윤석,(주)쇼박스,2019-04-11,한국,673,326377250,293258,드라마,15세이상관람가,일반영화
86,87,2019,천로역정: 천국을 찾아서,로버트 페르난데스,"(재)CBS,주식회사 마운틴픽쳐스",2019-06-13,미국,381,306118500,288377,애니메이션,전체관람가,독립/예술영화
87,88,2019,배심원들,홍승완,CGV아트하우스,2019-05-15,한국,784,297167000,288113,드라마,12세이상관람가,일반영화
88,89,2019,기방도령,남대중,판씨네마(주),2019-07-10,한국,625,286702100,286806,코미디,15세이상관람가,일반영화
89,90,2019,신데렐라:마법 반지의 비밀,린 사우더랜드,예지림엔터테인먼트,2019-02-20,미국,575,268477620,284755,애니메이션,전체관람가,일반영화
90,91,2019,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-09-25,미국,678,227794500,277319,드라마,청소년관람불가,일반영화
91,92,2019,악질경찰,이정범,워너브러더스 코리아(주),2019-03-20,한국,833,234421860,262233,범죄,청소년관람불가,일반영화
92,93,2019,기묘한 가족,이민재,메가박스중앙(주)플러스엠,2019-02-13,한국,625,231971100,256202,코미디,12세이상관람가,일반영화
93,94,2019,라스트 크리스마스,폴 페이그,유니버설픽쳐스인터내셔널 코리아(유),2019-12-05,미국,623,236253000,248320,코미디,12세이상관람가,일반영화
94,95,2019,메리 포핀스 리턴즈,롭 마샬,월트디즈니컴퍼니코리아 유한책임회사,2019-02-14,미국,573,244731000,224160,판타지,전체관람가,일반영화
95,96,2019,명탐정 코난: 감청의 권,나가오카 치카,(주)씨제이이엔엠,2019-07-24,일본,602,238095830,219078,애니메이션,12세이상관람가,일반영화
96,97,2019,커런트 워,알폰소 고메즈-레존,(주)이수C&E,2019-08-22,미국,276,232298500,210945,드라마,12세이상관람가,독립/예술영화
97,98,2019,요로나의 저주,마이클 차베즈,워너브러더스 코리아(주),2019-04-17,미국,620,208760620,202756,공포(호러),15세이상관람가,일반영화
98,99,2019,비스트,이정호,(주)넥스트엔터테인먼트월드(NEW),2019-06-26,한국,737,190654000,202007,범죄,15세이상관람가,일반영화
99,100,2019,"안녕, 티라노: 영원히, 함께",시즈노 코분,(주)넥스트엔터테인먼트월드(NEW),2019-08-14,한국,512,231152000,199240,애니메이션,전체관람가,독립/예술영화
100,101,2019,어린 의뢰인,장규성,롯데컬처웍스(주)롯데엔터테인먼트,2019-05-22,한국,671,211759310,198211,드라마,12세이상관람가,일반영화
101,102,2019,언니,임경택,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-01,한국,530,230971600,197134,액션,청소년관람불가,일반영화
102,103,2019,언더독,"오성윤,이춘백",(주)넥스트엔터테인먼트월드(NEW),2019-01-16,한국,612,213920730,193484,애니메이션,전체관람가,일반영화
103,104,2019,앵그리 버드 2: 독수리 왕국의 침공,서럽 밴 오먼,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-08-07,미국,512,191500920,188365,애니메이션,전체관람가,일반영화
104,105,2019,롱 샷,조나단 레빈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-07-24,미국,454,201223160,184796,코미디,15세이상관람가,일반영화
105,106,2019,우상,이수진,CGV아트하우스,2019-03-20,한국,900,202646600,183784,스릴러,15세이상관람가,일반영화
106,107,2019,엔젤 해즈 폴른,릭 로먼 워,메가박스중앙(주)플러스엠,2019-11-13,미국,601,184842950,181400,액션,15세이상관람가,일반영화
107,108,2019,두번할까요,박용집,(주)리틀빅픽쳐스,2019-10-17,한국,658,192061580,174938,코미디,15세이상관람가,일반영화
108,109,2019,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,2019-02-27,한국,624,178670250,172212,드라마,12세이상관람가,일반영화
109,110,2019,진범,고정욱,(주)리틀빅픽쳐스,2019-07-10,한국,224,206423800,167333,스릴러,15세이상관람가,일반영화
110,111,2019,더 페이버릿: 여왕의 여자,요르고스 란티모스,이십세기폭스코리아(주),2019-02-21,미국,83,137625200,164372,드라마,15세이상관람가,독립/예술영화
111,112,2019,벌새,김보라,"(주)엣나인필름,(주)콘텐츠판다",2019-08-29,한국,145,179135260,143944,드라마,15세이상관람가,독립/예술영화
112,113,2019,눈의 여왕4,"로버트 렌스,알렉세이 트시칠린",(주)넥스트엔터테인먼트월드(NEW),2019-12-24,러시아,541,175420602,143853,애니메이션,전체관람가,일반영화
113,114,2019,가버나움,나딘 라바키,"그린나래미디어(주),플레이리스트(주)",2019-01-24,기타,111,181933920,142622,드라마,15세이상관람가,독립/예술영화
114,115,2019,크롤,알렉산더 아야,롯데컬처웍스(주)롯데엔터테인먼트,2019-11-27,미국,612,172588940,140336,액션,15세이상관람가,일반영화
115,116,2019,극장판 엉덩이 탐정: 화려한 사건 수첩,히라야마 미호,(주)넥스트엔터테인먼트월드(NEW),2019-07-11,일본,561,144149940,138118,애니메이션,전체관람가,일반영화
116,117,2019,0.0MHz,유선동,(주)스마일이엔티,2019-05-29,한국,446,156845100,137294,공포(호러),15세이상관람가,일반영화
117,118,2019,좀비랜드: 더블 탭,루벤 플레셔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-11-13,미국,585,157346280,136869,액션,15세이상관람가,일반영화
118,119,2019,바이스,아담 맥케이,(주)콘텐츠판다,2019-04-11,미국,241,89922500,134925,드라마,15세이상관람가,독립/예술영화
119,120,2019,미드웨이,롤랜드 에머리히,(주)누리픽쳐스,2019-12-31,미국,842,138525250,133373,액션,15세이상관람가,일반영화
120,121,2019,프린스 코기,벤 스타센,(주)이수C&E,2019-12-24,벨기에,455,129230400,132958,애니메이션,전체관람가,독립/예술영화
121,122,2019,윤희에게,임대형,(주)리틀빅픽쳐스,2019-11-14,한국,317,140937500,117019,멜로/로맨스,12세이상관람가,독립/예술영화
122,123,2019,명탐정 코난:전율의 악보,야마모토 야스이치로,(주)씨제이이엔엠,2019-02-14,일본,213,146373400,116059,애니메이션,12세이상관람가,일반영화
123,124,2019,안나,뤽 베송,판씨네마(주),2019-08-28,프랑스,431,152082580,114796,액션,15세이상관람가,일반영화
124,125,2019,교회오빠,이호경,커넥트픽쳐스(주),2019-05-16,한국,200,154197940,110358,다큐멘터리,전체관람가,독립/예술영화
125,126,2019,로켓맨,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트,2019-06-05,영국,640,133623472,106834,드라마,15세이상관람가,일반영화
126,127,2019,미래의 미라이,호소다 마모루,메가박스중앙(주)플러스엠,2019-01-16,일본,508,128698360,104950,애니메이션,전체관람가,일반영화
127,128,2019,람보 : 라스트 워,애드리언 그런버그,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2019-10-23,미국,483,127982100,103199,액션,청소년관람불가,일반영화
128,129,2019,공포의 묘지,"케빈 콜쉬,데니스 위드미어",롯데컬처웍스(주)롯데엔터테인먼트,2019-04-10,미국,564,123204940,102826,공포(호러),15세이상관람가,일반영화
129,130,2019,원더랜드,딜런 브라운,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-14,미국,404,135367500,102715,애니메이션,전체관람가,일반영화
130,131,2019,크게 될 놈,강지은,(주)영화사오원,2019-04-18,한국,447,142174430,102223,드라마,15세이상관람가,일반영화
131,132,2019,암전,김진원,TCO(주)더콘텐츠온,2019-08-15,한국,423,120684750,101913,미스터리,15세이상관람가,일반영화
132,133,2019,콜드 체이싱,한스 페터 몰란트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-02-20,영국,480,118488500,101694,액션,15세이상관람가,독립/예술영화
133,134,2019,라스트 미션,클린트 이스트우드,워너브러더스 코리아(주),2019-03-14,미국,472,139987850,101293,드라마,15세이상관람가,일반영화
134,135,2019,소피와 드래곤: 마법책의 비밀,마리나 네페도바,(주)씨제이이엔엠,2019-10-02,러시아,469,109191540,96495,애니메이션,전체관람가,일반영화
135,136,2019,아이 엠 마더,피에르 모렐,"(주)삼백상회,(주)팬엔터테인먼트",2019-04-11,미국,213,112596500,94119,액션,15세이상관람가,일반영화
136,137,2019,러브 앳,위고 젤랭,(주)크리픽쳐스,2019-11-27,프랑스,153,110180880,93085,멜로/로맨스,12세이상관람가,일반영화
137,138,2019,파이브 피트,저스틴 밸도니,"(주)누리픽쳐스,(주)케이티알파",2019-04-10,미국,457,98830340,92713,드라마,15세이상관람가,일반영화
138,139,2019,아내를 죽였다,김하라,(주)케이티알파,2019-12-11,한국,556,104603460,91782,스릴러,15세이상관람가,독립/예술영화
139,140,2019,구스 베이비,크리스토퍼 젠킨스,(주)이수C&E,2019-01-16,미국,424,102673840,91430,애니메이션,전체관람가,일반영화
140,141,2019,더 보이,데이빗 야로베스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-05-23,미국,509,108684460,89429,공포(호러),15세이상관람가,일반영화
141,142,2019,레고 무비2,마이크 미첼,워너브러더스 코리아(주),2019-02-06,미국,442,102699510,88105,애니메이션,전체관람가,일반영화
142,143,2019,미드소마,아리 애스터,(주)팝엔터테인먼트,2019-07-11,미국,388,109460080,88055,공포(호러),청소년관람불가,독립/예술영화
143,144,2019,그대 이름은 장미,조석현,(주)리틀빅픽쳐스,2019-01-16,한국,540,162921920,88054,코미디,12세이상관람가,일반영화
144,145,2019,김복동,송원근,(주)엣나인필름,2019-08-08,한국,366,76130900,87029,다큐멘터리,12세이상관람가,독립/예술영화
145,146,2019,"어쩌다, 결혼","박호찬,박수진",CGV아트하우스,2019-02-27,한국,529,109578000,76746,멜로/로맨스,12세이상관람가,독립/예술영화
147,148,2019,호텔 뭄바이,앤소니 마라스,"글뫼 주식회사,(주)에스와이코마드",2019-05-08,호주,207,101869660,72950,스릴러,15세이상관람가,독립/예술영화
148,149,2019,로망,이창근,(주)메리크리스마스,2019-04-03,한국,405,104091460,72761,멜로/로맨스,전체관람가,독립/예술영화
149,150,2019,극장판 반지의 비밀일기,한승우,"(주)영화사 빅,(주)버킷스튜디오",2019-09-11,한국,459,106404420,67319,애니메이션,전체관람가,일반영화
150,151,2019,몬스터 하우스,피터 레페니오티스,(주)박수엔터테인먼트,2019-10-03,캐나다,202,101036170,63784,애니메이션,전체관람가,일반영화
151,152,2019,1919 유관순,신상민,"주식회사 마운틴픽쳐스,(주)케이티알파",2019-03-14,한국,269,83320360,61938,다큐멘터리,12세이상관람가,독립/예술영화
152,153,2019,닥터 슬립,마이크 플래너건,워너브러더스 코리아(주),2019-11-07,미국,484,101464540,61784,스릴러,15세이상관람가,일반영화
153,154,2019,사탄의 인형,라스 클리브버그,(주)이수C&E,2019-06-20,미국,465,98371000,60340,공포(호러),청소년관람불가,일반영화
154,155,2019,안녕 베일리,게일 맨쿠소,CGV아트하우스,2019-09-05,미국,184,29313900,59397,가족,전체관람가,일반영화
155,156,2019,애프터,제니 게이지,판씨네마(주),2019-08-22,미국,235,88807180,58645,드라마,15세이상관람가,독립/예술영화
156,157,2019,더 룸,크리스티앙 볼크만,"(주)퍼스트런,(주)팬엔터테인먼트",2019-09-25,프랑스,163,91594370,56787,미스터리,15세이상관람가,독립/예술영화
157,158,2019,우리집,윤가은,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-22,한국,147,81267560,56087,드라마,전체관람가,독립/예술영화
158,159,2019,왓칭,김성기,(주)리틀빅픽쳐스,2019-04-17,한국,488,80053500,54410,공포(호러),15세이상관람가,일반영화
159,160,2019,사일런스,존 R. 레오네티,(주)이수C&E,2019-07-17,미국,456,82051490,54158,공포(호러),15세이상관람가,일반영화
160,161,2019,빅샤크2: 해저2만리,신우,와이드 릴리즈(주),2019-06-06,중국,344,90608032,51841,애니메이션,전체관람가,일반영화
161,162,2019,콜레트,워시 웨스트모어랜드,"(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트",2019-03-27,영국,169,79286900,51149,드라마,15세이상관람가,독립/예술영화
162,163,2019,어글리 돌,캘리 애스버리,판씨네마(주),2019-05-01,미국,353,86428240,49509,애니메이션,전체관람가,독립/예술영화
163,164,2019,슈퍼미니 2,"토마스 자보,헬레네 지라드",(주)박수엔터테인먼트,2019-02-27,프랑스,345,88566980,48942,애니메이션,전체관람가,일반영화
164,165,2019,세상을 바꾼 변호인,미미 레더,CGV아트하우스,2019-06-13,미국,185,79983687,46854,드라마,12세이상관람가,독립/예술영화
165,166,2019,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,스도 토모노리,(주)애니플러스,2019-03-21,일본,94,88472450,45157,애니메이션,15세이상관람가,독립/예술영화
166,167,2019,허슬러,로렌 스카파리아,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-11-27,미국,445,76642190,43809,범죄,청소년관람불가,일반영화
167,168,2019,업사이드,닐 버거,(주)디스테이션,2019-06-13,미국,188,15304640,43265,코미디,12세이상관람가,독립/예술영화
168,169,2019,빅트립: 아기팬더 배달 대모험,바실리 로벤스키,(주)트리플픽쳐스,2019-10-23,미국,373,84421250,42914,애니메이션,전체관람가,독립/예술영화
169,170,2019,마담 싸이코,닐 조단,(주)쇼박스,2019-06-26,미국,197,71290540,42742,공포(호러),15세이상관람가,일반영화
170,171,2019,쿠르스크,토마스 빈터베르그,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2019-01-16,벨기에,192,79973140,42484,드라마,15세이상관람가,일반영화
171,172,2019,일일시호일,오오모리 타츠시,(주)영화사 진진,2019-01-17,일본,55,69146700,41931,드라마,12세이상관람가,독립/예술영화
172,173,2019,더 와이프,비욘 룬게,(주)팝엔터테인먼트,2019-02-27,영국,106,77214460,41525,드라마,15세이상관람가,독립/예술영화
173,174,2019,칠곡 가시나들,김재환,"(주)인디플러그,(주)더 피플",2019-02-27,한국,138,73499560,41448,다큐멘터리,전체관람가,독립/예술영화
174,175,2019,레플리카,제프리 나흐마노프,(주)제이앤씨미디어그룹,2019-09-25,미국,360,77445000,40985,범죄,15세이상관람가,일반영화
