순번,개봉연도,영화명,감독,제작사,수입사,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
299,2016,마신자 - 빨간 옷 소녀의 저주,웨이-하오 청,,(주)우성엔터테인먼트,(주)키다리이엔티,2016-07-21,대만,129,77673700,9710,공포(호러),15세이상관람가,독립/예술영화
300,2016,두 번째 스물,박흥식,민영화사,,(주)리틀빅픽쳐스,2016-11-03,한국,175,72370700,9579,멜로/로맨스,청소년관람불가,독립/예술영화
301,2016,킬 미 달링,마이크 반 디엠,,(주)블룸즈베리리소시스리미티드,(주)블룸즈베리리소시스리미티드,2016-01-28,네덜란드,58,72912300,9558,멜로/로맨스,15세이상관람가,독립/예술영화
302,2016,"제자도 - 제자,옥한흠2",김상철,파이오니아21,,파이오니아21,2016-11-10,한국,79,67442000,9533,다큐멘터리,전체관람가,독립/예술영화
303,2016,극장판 프리즘스톤 올스타 셀렉션,김영범,동우에이앤이(주),,(주)박수엔터테인먼트,2016-07-07,한국,109,78990700,9381,애니메이션,전체관람가,독립/예술영화
304,2016,사랑과 음악사이,션 뮤쇼우,,(주)메인타이틀픽쳐스,(주)영화사 빅,2016-04-27,미국,143,65718700,9148,멜로/로맨스,15세이상관람가,독립/예술영화
305,2016,줄리에타,페드로 알모도바르,,(주)콘텐츠게이트,주식회사 쇼미미디어앤트레이딩,2016-11-17,스페인,36,69825500,8840,드라마,15세이상관람가,독립/예술영화
307,2016,시소,고희영,(주)에스엠 컬처앤콘텐츠,,"(주)대명문화공장,(주)리틀빅픽쳐스",2016-11-10,한국,49,62610700,8373,다큐멘터리,전체관람가,독립/예술영화
308,2016,귀담백경,"나카무라 요시히로,시라이시 코지,아사토 마리,오하타 하지메,이와사와 히로키,나이토 에이스케",,(주)퍼스트런,(주)박수엔터테인먼트,2016-10-19,일본,182,66605500,8297,공포(호러),15세이상관람가,독립/예술영화
309,2016,신밧드 더 무비,미야시타 신페이,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-12-01,일본,158,56910700,8262,애니메이션,전체관람가,독립/예술영화
310,2016,나홀로 휴가,조재현,(주)수현재엔터테인먼트,,(주)리틀빅픽쳐스,2016-09-22,한국,165,62136700,8220,멜로/로맨스,청소년관람불가,독립/예술영화
311,2016,비틀즈: 하드 데이즈 나이트,리차드 레스터,,찬란,찬란,2016-05-05,영국,41,63835500,8149,코미디,전체관람가,독립/예술영화
312,2016,제3의 사랑,이재한,,(주)미로비젼,(주)쇼박스,2016-05-19,중국,138,58347400,8108,멜로/로맨스,15세이상관람가,일반영화
313,2016,백트랙,마이클 페트로니,,(주)수키픽쳐스,(주)디스테이션,2016-01-21,호주,92,61638600,8078,미스터리,15세이상관람가,독립/예술영화
314,2016,유리의 꽃과 부수는 세계,이시하마 마사시,,주식회사 더쿱,주식회사 더쿱,2016-04-21,일본,57,50232000,8028,애니메이션,12세이상관람가,독립/예술영화
315,2016,꼬마기사 트랭크,안소니 파워,,(주)스마일이엔티,(주)디스테이션,2016-06-16,독일,174,57403200,7930,애니메이션,전체관람가,독립/예술영화
316,2016,쥬랜더 리턴즈,벤 스틸러,,(주)다자인소프트,(주)스톰픽쳐스코리아,2016-08-31,미국,178,58151000,7853,코미디,15세이상관람가,독립/예술영화
317,2016,로렐,피터 솔레트,,(주)레인보우팩토리,(주)엣나인필름,2016-07-07,미국,62,58808400,7809,드라마,15세이상관람가,독립/예술영화
318,2016,북 오브 러브,설효로,,(주)퍼스트런,"롯데쇼핑㈜롯데엔터테인먼트,(주)퍼스트런",2016-11-30,중국,96,58152000,7763,멜로/로맨스,15세이상관람가,독립/예술영화
319,2016,최악의 이웃과 사랑에 빠지는 방법,클로비스 코르니악,,"(주)라온콘텐츠앤미디어,(주)킥백",와이드 릴리즈(주),2016-04-07,프랑스,121,60963300,7750,멜로/로맨스,12세이상관람가,독립/예술영화
320,2016,당신을 기다리는 시간,피에로 메시나,,찬란,찬란,2016-01-28,이탈리아,31,54831100,7660,드라마,15세이상관람가,독립/예술영화
321,2016,물숨,고희영,영화사 숨비,,(주)영화사 진진,2016-09-29,한국,51,56658500,7610,다큐멘터리,전체관람가,독립/예술영화
322,2016,붕붕 달려라 깜이,"우테 폰 뮌쇼폴,잔도르 예세",,(주)블룸즈베리리소시스리미티드,예지림엔터테인먼트,2016-03-24,독일,174,53398100,7556,애니메이션,전체관람가,독립/예술영화
323,2016,신을 믿습니까?,존 건,,(유)영화사 화수분,와이드 릴리즈(주),2016-04-21,미국,81,51956900,7317,드라마,12세이상관람가,일반영화
324,2016,크리피: 일가족 연쇄 실종 사건,구로사와 기요시,,(주)영화사 진진,(주)영화사 진진,2016-08-18,일본,73,57037900,7130,공포(호러),청소년관람불가,독립/예술영화
325,2016,레이디 수잔,위트 스틸먼,,(주)수키픽쳐스,(주)팝엔터테인먼트,2016-11-24,영국,88,51727800,7071,드라마,12세이상관람가,독립/예술영화
326,2016,앱솔루틀리 애니씽,테리 존스,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-01-14,미국,90,54445800,7052,코미디,12세이상관람가,일반영화
327,2016,헝거,스티브 맥퀸,,오드,오드,2016-03-17,영국,56,51600100,6927,드라마,청소년관람불가,독립/예술영화
328,2016,에브리바디 원츠 썸!!,리차드 링클레이터,,(주)콘텐츠게이트,(주)디스테이션,2016-07-14,미국,63,54852400,6885,코미디,청소년관람불가,독립/예술영화
329,2016,고스트 헌터: 얼음 몬스터의 부활,토비 바우만,,주식회사 루믹스미디어,예지림엔터테인먼트,2016-02-25,독일,58,48224500,6824,어드벤처,전체관람가,독립/예술영화
330,2016,연인과 독재자,"로스 아담,로버트 캐넌",,(주)모인그룹,(주)엣나인필름,2016-09-22,영국,76,45021073,6765,다큐멘터리,12세이상관람가,독립/예술영화
332,2016,마가렛트 여사의 숨길 수 없는 비밀,자비에 지아놀리,,그린나래미디어(주),그린나래미디어(주),2016-03-17,프랑스,82,49340300,6701,드라마,15세이상관람가,독립/예술영화
333,2016,인필트레이터 : 잠입자들,브래드 퍼맨,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,2016-10-06,미국,128,49829000,6701,범죄,15세이상관람가,독립/예술영화
334,2016,미스터 홈즈,빌 콘돈,,(주)프레인글로벌,(주)프레인글로벌,2016-05-26,영국,58,50852300,6518,범죄,12세이상관람가,독립/예술영화
335,2016,클랜,파블로 트라페로,,(주)더블앤조이픽쳐스,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩",2016-05-12,아르헨티나,58,49283800,6405,범죄,15세이상관람가,독립/예술영화
336,2016,드래곤 네스트: 평화 기사단 VS 블랙 드래곤,송유평,,"(주)아이아스플러스,주식회사 풍경소리",THE 픽쳐스,2016-11-17,중국,102,49051000,6347,애니메이션,전체관람가,독립/예술영화
337,2016,봉신연의: 영웅의 귀환,허안,,(주)키다리이엔티,(주)키다리이엔티,2016-09-22,홍콩,155,48190000,6343,판타지,12세이상관람가,독립/예술영화
338,2016,미나미 양장점의 비밀,미시마 유키코,,(주)영화사 진진,(주)영화사 진진,2016-05-19,일본,34,45765700,6296,드라마,전체관람가,독립/예술영화
339,2016,리턴 투 센더,포아드 미카티,,(주)퍼스트런,(주)디스테이션,2016-03-10,미국,142,47702000,6062,범죄,15세이상관람가,일반영화
340,2016,초인,서은영,"퍼레이드 픽쳐스,(주)유토",,"(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2016-05-05,한국,30,46521400,6034,멜로/로맨스,12세이상관람가,독립/예술영화
341,2016,몽 루아,마이웬 르 베스코,,(주)미디어로그,메가박스중앙(주)플러스엠,2016-05-26,프랑스,41,43841112,5961,멜로/로맨스,청소년관람불가,독립/예술영화
342,2016,바이 더 씨,안젤리나 졸리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-04-28,미국,40,46167000,5908,드라마,청소년관람불가,독립/예술영화
343,2016,극장판 울려라! 유포니엄,이시하라 타츠야,,(주)애니플러스,(주)박수엔터테인먼트,2016-09-01,일본,72,45125000,5899,애니메이션,전체관람가,일반영화
345,2016,뷰티풀 프래니,앤드류 렌지,,(주)메인타이틀픽쳐스,와이드 릴리즈(주),2016-03-17,미국,144,43842600,5821,드라마,15세이상관람가,독립/예술영화
346,2016,크로닉,미셸 프랑코,,주식회사 씨네룩스,주식회사 씨네룩스,2016-04-14,멕시코,43,43629200,5772,드라마,15세이상관람가,독립/예술영화
347,2016,셀,토드 윌리엄스,,유니콘텐츠,(주)드림팩트엔터테인먼트,2016-06-29,미국,77,45255600,5617,공포(호러),청소년관람불가,일반영화
349,2016,新극장판 이니셜D: 레전드3 -몽현-,히다카 마사미츠,,(주)씨제이이엔엠,(주)씨제이이엔엠,2016-08-25,일본,55,49132300,5544,애니메이션,12세이상관람가,일반영화
350,2016,극장판 울트라맨 우주 몬스터 대결전,사카모토 코이치,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2016-04-13,일본,136,40488900,5510,액션,전체관람가,일반영화
351,2016,드래곤 포스 극장판,토미 왕,,(유)영화사 화수분,와이드 릴리즈(주),2016-11-17,미국,144,40387700,5256,애니메이션,전체관람가,독립/예술영화
352,2016,커튼콜,류훈,(주)모멘텀엔터테인먼트,,(주)모멘텀엔터테인먼트,2016-12-08,한국,80,38091100,5140,코미디,15세이상관람가,독립/예술영화
354,2016,설행_눈길을 걷다,김희정,(주)인스터,,(주)인디플러그,2016-03-03,한국,72,36345200,4959,드라마,15세이상관람가,독립/예술영화
355,2016,퀸 오브 데저트,베르너 헤어조크,,(주)수키픽쳐스,(주)영화사 빅,2016-04-07,미국,47,35987000,4955,드라마,12세이상관람가,독립/예술영화
356,2016,양치기들,김진황,한국영화아카데미,,CGV아트하우스,2016-06-02,한국,56,39535300,4934,드라마,청소년관람불가,독립/예술영화
358,2016,프랑스 영화처럼,신연식,(주) 루스이소니도스,,(주)콘텐츠판다,2016-01-14,한국,30,37782300,4881,드라마,15세이상관람가,독립/예술영화
359,2016,위스키 탱고 폭스트롯,"글렌 피카라,존 레쿼",,(주)다자인소프트,(주)디스테이션,2016-11-10,미국,108,35228370,4682,전쟁,15세이상관람가,독립/예술영화
360,2016,너는 착한 아이,오미보,,(주)엔케이컨텐츠,(주)디스테이션,2016-03-24,일본,51,33959800,4514,드라마,전체관람가,독립/예술영화
362,2016,나만이 없는 거리,히라카와 유이치로,,(주)애니플러스,(주)박수엔터테인먼트,2016-08-17,일본,63,33113000,4392,드라마,15세이상관람가,일반영화
369,2016,사랑과 어둠의 이야기,나탈리 포트만,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2016-09-01,미국,40,29272700,3891,드라마,12세이상관람가,독립/예술영화
370,2016,레이스,스티븐 홉킨스,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-25,캐나다,62,28867900,3849,드라마,12세이상관람가,독립/예술영화
373,2016,이니시에이션 러브,츠츠미 유키히코,,(주)해머픽쳐스,(주)박수엔터테인먼트,2016-03-17,일본,120,29475000,3781,멜로/로맨스,12세이상관람가,일반영화
376,2016,비바,패디 브레스내치,,(주)히스토리필름,(주)팝엔터테인먼트,2016-10-13,아일랜드,71,25521500,3338,드라마,청소년관람불가,독립/예술영화
384,2016,시간의 종말,김대현,인디라인,,(주)영화사 진진,2016-11-03,한국,33,19305400,2803,다큐멘터리,전체관람가,독립/예술영화
385,2016,바쿠만,오오네 히토시,,(주)엔케이컨텐츠,(주)디스테이션,2016-04-21,일본,73,22348700,2791,드라마,12세이상관람가,독립/예술영화
387,2016,부모님과 이혼하는 방법,제이슨 베이트먼,,주식회사 씨네룩스,주식회사 씨네룩스,2016-05-12,미국,37,19960500,2758,드라마,15세이상관람가,독립/예술영화
389,2016,노조키메,미키 코이치로,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2016-08-10,일본,49,20793900,2661,공포(호러),15세이상관람가,독립/예술영화
391,2016,죽은 자의 제국,마키하라 료타로,,(주)미디어캐슬,(주)프레인글로벌,2016-02-25,일본,43,19453500,2581,애니메이션,15세이상관람가,독립/예술영화
392,2016,꺼져버려 종양군,한연,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-12,중국,73,20091000,2519,드라마,12세이상관람가,독립/예술영화
393,2016,뷰티풀 레이디스,오드리 에스트루고,,(주)유로커뮤니케이션,(주)디스테이션,2016-11-10,프랑스,39,18699400,2501,드라마,15세이상관람가,독립/예술영화
402,2016,마터스,"케빈 고츠,마이클 고츠",,(주)콘텐츠게이트,(주)디스테이션,2016-10-20,미국,73,18720500,2287,공포(호러),청소년관람불가,독립/예술영화
407,2016,고양이는 불러도 오지 않는다,야마모토 토루,,(주)엔케이컨텐츠,(주)디스테이션,2016-06-09,일본,32,15839000,2150,드라마,전체관람가,독립/예술영화
408,2016,위풍당당 질리 홉킨스,스티븐 헤렉,,(유)영화사 화수분,주식회사 쇼미미디어앤트레이딩,2016-10-26,미국,35,14167500,2146,코미디,전체관람가,독립/예술영화
409,2016,레트리뷰션 : 응징의 날,다니 델 라 토레,,위드 라이언 픽쳐스,노바엔터테인먼트,2016-03-30,스페인,32,13781500,2092,스릴러,15세이상관람가,독립/예술영화
411,2016,갓즈 포켓,존 슬래터리,,(유)영화사 화수분,와이드 릴리즈(주),2016-01-28,미국,38,14621500,2037,드라마,청소년관람불가,독립/예술영화
414,2016,미친개들,에릭 하네조,,(주)엔케이컨텐츠,(주)디스테이션,2016-07-07,프랑스,46,15622100,1961,액션,청소년관람불가,독립/예술영화
417,2016,바르샤 드림스,조르디 롬파르트,,(주)싸이더스,"(주)싸이더스,(주)디스테이션",2016-05-04,스페인,31,14331000,1951,다큐멘터리,12세이상관람가,독립/예술영화
419,2016,핸즈 오브 스톤,조나단 자쿠보위즈,,(주)우성엔터테인먼트,(주)이수C&E,2016-12-08,미국,69,14047000,1876,드라마,15세이상관람가,독립/예술영화
420,2016,스퀴즈,테리 재스트로,,시네마 뉴원,"시네마 뉴원,(주)드림팩트엔터테인먼트",2016-11-10,미국,40,14809000,1866,코미디,15세이상관람가,일반영화
429,2016,우주의 크리스마스,김경형,"앤유엔터테인먼트(주),영화사삼십육번지유한회사",,(주)인디플러그,2016-10-13,한국,50,13683500,1775,판타지,15세이상관람가,독립/예술영화
431,2016,프레셔스 카고: 프로 범죄단,막스 아담스,,(주)컨텐츠 빌리지,(주)드림팩트엔터테인먼트,2016-09-01,미국,50,10241000,1745,범죄,15세이상관람가,일반영화
432,2016,돈 맛,"홍수동,백수호",(주)블루아이엔터테인먼트,,(주)박수엔터테인먼트,2016-09-29,한국,50,8439000,1733,멜로/로맨스,청소년관람불가,일반영화
435,2016,펫,카를레스 토렌스,,(주)영화사선,(주)영화사선,2016-11-30,미국,45,13078000,1676,스릴러,청소년관람불가,독립/예술영화
439,2016,코드네임 : 콜드워,"써니 럭,렁록만",,(주)퍼스트런,"롯데쇼핑㈜롯데엔터테인먼트,(주)퍼스트런",2016-10-13,홍콩,56,11813500,1570,범죄,15세이상관람가,일반영화
449,2016,바후발리 : 더 비기닝,S.S. 라자몰리,,(주)씨씨에스미디어,팔레드시네마(주),2016-11-10,인도,31,10656500,1365,액션,15세이상관람가,독립/예술영화
468,2016,페이 더 고스트,울리 에델,,(주)시네마리퍼블릭,(주)디스테이션,2016-11-30,캐나다,42,7754500,1049,스릴러,15세이상관람가,독립/예술영화
521,2016,스포찬 배틀 요괴 대결전,쿠보 히로시,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-06-23,일본,39,4034800,545,애니메이션,전체관람가,일반영화
