,순번,개봉연도,영화명,감독,배급사,개봉일,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
286,287,2014,반 고흐: 위대한 유산,핌 반 호브,(주)팝엔터테인먼트,2014-10-30,네덜란드,40,63998500,8497,드라마,12세이상관람가,독립/예술영화
287,288,2014,로보싸커,아룽,와이드 릴리즈(주),2014-07-03,말레이시아,115,63694200,9406,애니메이션,전체관람가,독립/예술영화
288,289,2014,마녀,유영선,CGV아트하우스,2014-09-11,한국,61,63500100,7880,공포(호러),청소년관람불가,독립/예술영화
289,290,2014,마더 데레사의 편지,윌리엄 리에드,(주)씨제이이엔엠,2014-08-21,미국,65,63090000,8665,드라마,전체관람가,독립/예술영화
290,291,2014,좀비스쿨,김석정,(주)박수엔터테인먼트,2014-09-25,한국,54,62432000,7721,공포(호러),청소년관람불가,독립/예술영화
291,292,2014,에너미,드니 빌뇌브,(주)영화사 진진,2014-05-29,캐나다,50,62206200,7967,미스터리,청소년관람불가,독립/예술영화
292,293,2014,오기와 악동들 더 무비,올리비에 장 마리,(주)팝엔터테인먼트,2014-04-17,프랑스,139,61444900,8564,애니메이션,전체관람가,독립/예술영화
293,294,2014,올드보이,스파이크 리,(주)나이너스엔터테인먼트,2014-01-16,미국,109,56281683,7471,액션,청소년관람불가,일반영화
294,295,2014,액트 오브 킬링,조슈아 오펜하이머,(주)엣나인필름,2014-11-20,덴마크,32,55441369,6893,다큐멘터리,15세이상관람가,독립/예술영화
295,296,2014,SX 테잎,버나드 로즈,(주)팝엔터테인먼트,2014-05-29,미국,70,55420100,7229,공포(호러),청소년관람불가,일반영화
296,297,2014,두갈: 마법의 회전목마,"데이브 보스윅,진 듀발,프랭크 패싱햄",브릿지웍스 엔터테인먼트(주),2014-03-06,영국,104,55366700,8171,애니메이션,전체관람가,독립/예술영화
297,298,2014,레이드 2,가렛 에반스,(주)올스타엔터테인먼트,2014-07-09,인도네시아,48,53724400,6885,액션,청소년관람불가,일반영화
298,299,2014,파커,테일러 핵포드,와이드 릴리즈(주),2014-12-10,미국,54,52015000,6828,범죄,청소년관람불가,일반영화
299,300,2014,파이어스톰,원금린,(주)인벤트스톤,2014-07-16,중국,82,51336800,6682,액션,청소년관람불가,일반영화
300,301,2014,사랑은 소설처럼,제시카 골드버그,(주)팝엔터테인먼트,2014-06-12,미국,35,51129800,6513,멜로/로맨스,15세이상관람가,독립/예술영화
301,302,2014,"서른아홉, 열아홉",데이빗 모로,판씨네마(주),2014-09-18,프랑스,39,50895400,7127,멜로/로맨스,청소년관람불가,독립/예술영화
302,303,2014,나의 라임 오렌지 나무,마르코스 번스테인,(주)나이너스엔터테인먼트,2014-05-29,브라질,47,50677000,7454,드라마,12세이상관람가,독립/예술영화
303,304,2014,사보타지,데이비드 에이어,(주)나이너스엔터테인먼트,2014-07-23,미국,70,50277100,6591,범죄,청소년관람불가,일반영화
304,305,2014,갈증,나카시마 테츠야,찬란,2014-12-04,일본,35,46848464,6273,범죄,청소년관람불가,독립/예술영화
305,306,2014,더 파크랜드,피터 랜즈먼,(주)영화사 진진,2014-03-20,미국,111,45655500,6291,미스터리,15세이상관람가,독립/예술영화
306,307,2014,비포 : 불가사의한 피라미드,이도 엔젤,(주)영화사 빅,2014-09-18,이스라엘,72,45170000,6568,애니메이션,전체관람가,일반영화
307,308,2014,영웅: 천하의 시작,장예모,"(주)제이앤씨미디어그룹,(주)박수엔터테인먼트",2014-03-20,중국,54,44066600,9575,액션,15세이상관람가,독립/예술영화
308,309,2014,빨간머리 앤 : 네버엔딩스토리,다카하타 이사오,와이드 릴리즈(주),2014-04-17,일본,96,43118400,6167,애니메이션,전체관람가,독립/예술영화
309,310,2014,피부색깔=꿀색,"융 헤닌,로랑 브왈로",(주)미루픽처스,2014-05-08,벨기에,48,42655900,6299,애니메이션,12세이상관람가,독립/예술영화
310,311,2014,톰과 제리 아카데미 가다,"조셉 바바라,윌리엄 한나",(주)팝엔터테인먼트,2014-12-11,미국,54,42438000,5909,애니메이션,전체관람가,독립/예술영화
311,312,2014,엠파이어 스테이트,디토 몬티엘,(주)박수엔터테인먼트,2014-05-08,미국,73,41951800,6102,액션,청소년관람불가,일반영화
312,313,2014,블러드 타이즈,기욤 까네,(주)영화사 빅,2014-03-27,프랑스,95,41526500,5828,범죄,청소년관람불가,독립/예술영화
313,314,2014,블랙딜,이조훈,(주)인디플러그,2014-07-03,한국,74,40589200,5947,다큐멘터리,12세이상관람가,독립/예술영화
314,315,2014,비포 : 하늘을 나는 강아지의 모험,이도 엔젤,(주)영화사 빅,2014-03-13,이스라엘,87,38302100,5781,애니메이션,전체관람가,일반영화
315,316,2014,스퀴시랜드,김태익,(주)인벤트스톤,2014-06-04,한국,55,38111300,5473,애니메이션,전체관람가,일반영화
316,317,2014,프렌즈 : 하얀 거짓말,기욤 까네,(주)마인스 엔터테인먼트,2014-09-25,프랑스,52,35658700,5073,드라마,15세이상관람가,독립/예술영화
317,318,2014,찰리 컨트리맨,프레드릭 본드,(주)더블앤조이픽쳐스,2014-08-28,미국,37,34601538,4692,코미디,청소년관람불가,독립/예술영화
318,319,2014,해적왕의 황금나침반,마이크 마주크,와이드 릴리즈(주),2014-11-27,독일,62,33506600,4682,가족,전체관람가,독립/예술영화
319,320,2014,브레이브 래빗 : 새로운 영웅의 탄생,증헌림,브릿지웍스 엔터테인먼트(주),2014-08-28,중국,60,33201100,5382,애니메이션,전체관람가,독립/예술영화
320,321,2014,더 체이스,프레드 카바예,씨너스엔터테인먼트(주),2014-04-10,프랑스,69,32856800,5015,액션,15세이상관람가,일반영화
321,322,2014,온리 갓 포기브스,니콜라스 윈딩 레픈,주식회사 우리네트웍스,2014-04-24,미국,61,32584500,4389,액션,청소년관람불가,독립/예술영화
322,323,2014,셔틀콕,이유빈,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014-04-24,한국,31,32554855,4226,미스터리,15세이상관람가,독립/예술영화
323,324,2014,쾌걸 조로리의 공룡알을 지켜라,이와사키 토모코,얼리버드,2014-05-15,일본,47,32120500,4985,애니메이션,전체관람가,독립/예술영화
324,325,2014,원피스 : 에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,토코로 카츠미,와이드 릴리즈(주),2014-08-28,일본,79,28590200,3902,애니메이션,15세이상관람가,독립/예술영화
325,326,2014,15소년 표류기: 해적섬을 탈출하라,나카무라 류타로,에이원엔터테인먼트,2014-11-27,일본,56,28511700,4341,애니메이션,전체관람가,일반영화
326,327,2014,투와이스 본,세르지오 카스텔리토,주식회사 디에스이이디,2014-10-30,이탈리아,32,28249700,3753,드라마,청소년관람불가,독립/예술영화
327,328,2014,하드데이,필립 슈톨츨,(주)마인스 엔터테인먼트,2014-01-16,미국,50,27100000,3852,액션,15세이상관람가,일반영화
328,329,2014,1월의 두 얼굴,호세인 아미니,(주)영화사 진진,2014-09-11,영국,45,26747300,3720,스릴러,15세이상관람가,독립/예술영화
329,330,2014,청춘학당 : 풍기문란 보쌈 야사,도창훈,(주)박수엔터테인먼트,2014-03-27,한국,57,26637900,3772,멜로/로맨스,청소년관람불가,일반영화
330,331,2014,무명인,김성수,롯데쇼핑㈜롯데엔터테인먼트,2014-05-29,한국,51,25063600,3199,미스터리,15세이상관람가,일반영화
331,332,2014,"모모세, 여기를 봐",야쿠모 사이지,(주)마인스 엔터테인먼트,2014-10-30,일본,31,24662500,3144,멜로/로맨스,전체관람가,독립/예술영화
332,333,2014,소리굽쇠,추상록,(주)씨제이이엔엠,2014-10-30,한국,46,24048800,3051,드라마,15세이상관람가,독립/예술영화
333,334,2014,다우더,구혜선,어뮤즈,2014-11-06,한국,41,23895800,3365,가족,15세이상관람가,독립/예술영화
334,335,2014,홈프론트-가족을 지켜라,게리 플레더,(주)팝엔터테인먼트,2014-06-18,미국,55,23849000,3464,액션,15세이상관람가,일반영화
335,336,2014,여배우는 너무해,유정환,(주)인벤트스톤,2014-02-27,한국,42,19836400,2673,멜로/로맨스,청소년관람불가,일반영화
336,337,2014,플러스 원,데니스 일리아디스,(주)팝엔터테인먼트,2014-09-25,미국,35,19587100,2569,스릴러,청소년관람불가,독립/예술영화
337,338,2014,로크,스티븐 나이트,(주)팝엔터테인먼트,2014-06-26,미국,36,17832000,2412,드라마,15세이상관람가,일반영화
338,339,2014,토미카 무비,오카모토 토모로,(주)머스트씨무비릴리징컴퍼니,2014-12-11,일본,33,17586000,2719,애니메이션,전체관람가,독립/예술영화
339,340,2014,레쓰링,김호준,(주)박수엔터테인먼트,2014-09-11,한국,33,16073000,2116,코미디,청소년관람불가,일반영화
340,341,2014,마이 보이,전규환,(주)트리필름,2014-04-10,한국,34,15899800,2338,가족,12세이상관람가,독립/예술영화
341,342,2014,거꾸로 된 파테마,요시우라 야스히로,에이원엔터테인먼트,2014-04-17,일본,35,15357000,1957,애니메이션,12세이상관람가,일반영화
342,343,2014,하늘의 황금마차,오멸,(주)영화사 진진,2014-09-04,한국,30,13309300,1774,드라마,12세이상관람가,독립/예술영화
343,344,2014,원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,토코로 카츠미,와이드 릴리즈(주),2014-11-06,일본,33,12319500,1639,애니메이션,15세이상관람가,독립/예술영화
344,345,2014,홈프론트-하드액션,게리 플레더,(주)팝엔터테인먼트,2014-06-19,미국,43,11016000,1598,액션,청소년관람불가,일반영화
345,346,2014,반딧불이의 묘,다카하타 이사오,에이원엔터테인먼트,2014-06-19,일본,33,6008800,814,애니메이션,"12세이상관람가,전체관람가",독립/예술영화
